 	non	ho	dove	d	andare	</S>
e	0.99081715	0.00843297555	0.000655442615	7.8493717e-05	1.446185475e-05	1.45494236e-06
n	0.805688573333	0.189515488517	0.00172807083833	0.00306186460367	5.36552465e-06	6.35880610867e-07
è	0.490722317778	0.470011012839	0.0254550913794	0.0137784922012	2.61558097833e-05	6.94100258782e-06
c	0.265614740926	0.476821517613	0.19944603046	0.0576411477337	0.000420102878261	5.64659981959e-05
h	0.136910700642	0.399536372538	0.399637263487	0.0630727280446	0.000765930842754	7.70103570653e-05
o	0.079037094214	0.349825644179	0.409268274496	0.155450821482	0.00597346599758	0.000444691696688
p	0.0542044500713	0.26086104806	0.481287981499	0.187375895594	0.0131551213325	0.00311548436556
u	0.0466334516904	0.179430514353	0.451521247166	0.268682630298	0.0480551844442	0.00567695178852
è	0.0387159042301	0.0927758641177	0.252995102389	0.446584216766	0.157562674815	0.0113662282628
n	0.0732640867434	0.0873552190392	0.158568670796	0.478218025589	0.189634689938	0.0129593049876
a	0.0873898089145	0.0844599676797	0.0981071802653	0.390032155196	0.312156411646	0.0278544692292
p	0.0702389463048	0.0786799672266	0.126701886755	0.189065551065	0.394865627215	0.140448005076
à	0.0586071557683	0.0706511474089	0.129459421252	0.108077693022	0.348832349072	0.284372221692
o	0.0335183745894	0.0383252134696	0.0635973114173	0.104729616007	0.407818726357	0.352010750564
</S>	0.0281616357947	0.0310190957348	0.0468864987086	0.0957831705035	0.428541628179	0.369607950282
