 	deve	che	entra	da	qui	</S>
è	0.996197	0.003140843	0.000592456581715	5.65252988e-05	1.19010015705e-05	1.299860415e-06
n	0.853161766667	0.1463047466	0.000443861615048	8.44625154667e-05	4.69003750383e-06	4.93049555e-07
g	0.623587108889	0.375555315533	0.000563348138349	0.000291560708489	2.45031110128e-06	2.10224846877e-07
h	0.674858556296	0.324467082844	0.00037301710345	0.000300245893496	1.00841156609e-06	7.03556974857e-08
i	0.619746295432	0.379943871948	0.000153246526817	0.000156109735165	3.8041614303e-07	4.87867911452e-08
s	0.336343291811	0.628193723983	0.0324189689106	0.00278614385839	0.000257301063136	5.14001595715e-07
e	0.24954743727	0.648067187994	0.0531433696369	0.0488743462861	0.000365380009379	2.23733133191e-06
n	0.22447977909	0.555112742665	0.0987187132123	0.119109048762	0.00233074343479	0.000248947585911
a	0.17407184303	0.413244324222	0.176354437737	0.225443162921	0.00961399347826	0.00127225537197
m	0.15119979101	0.300060621407	0.245016139246	0.226895530974	0.0744186238261	0.00240931819066
b	0.101030458403	0.181915774336	0.523248526415	0.102353350658	0.089575445542	0.00187644714522
i	0.045520296201	0.0766496609787	0.581689085472	0.219595830553	0.070711318114	0.00583380286341
a	0.037404580067	0.0531074313262	0.279053848491	0.349777290184	0.256535904705	0.0241209489545
p	0.045661122689	0.0584284457754	0.130860821497	0.240051663395	0.475747988235	0.0492499563182
ò	0.0436271828963	0.0547727239251	0.096967382499	0.152139057798	0.503438636078	0.149054985439
t	0.0287522119654	0.0335494286417	0.0762542541663	0.140073205933	0.471013098693	0.25035777848
t	0.0217617479885	0.0268870755472	0.244476578055	0.147561205311	0.383140416231	0.17617297836
ù	0.0208608466628	0.0254925451824	0.288442371685	0.117112116104	0.31242235541	0.235669754987
</S>	0.0237888168314	0.0261951665912	0.160216554342	0.078795979552	0.328463077705	0.382540377494
