 	mia	figlia	vuole	andare	</S>
i	0.524736485	0.475014965	0.000244323925	3.89102211e-06	3.14447615e-07
k	0.490084575	0.507296968333	0.00239336734167	0.000224724991443	3.65358295e-07
i	0.528910731667	0.467475369444	0.00331492411389	0.000298451714781	5.20900445e-07
a	0.298035683889	0.675895903148	0.025962554138	0.000103199190227	2.644245315e-06
t	0.298335167963	0.612009127716	0.0606871813793	0.0288522450077	0.000116280301438
è	0.306365512654	0.559077722572	0.0957796504598	0.0386136095026	0.000163536022479
r	0.184629554218	0.655582407524	0.14638795682	0.0132332025009	0.000166863389493
a	0.121444831406	0.502382642508	0.36967500894	0.00622246933363	0.000275029873164
m	0.117696433802	0.325573670836	0.497741296313	0.0419946021112	0.0169940137344
u	0.114417980267	0.238518706945	0.500813805438	0.11961351937	0.0266360032448
i	0.0743293924223	0.127784746648	0.490979061813	0.28326012979	0.0236466874149
t	0.0762212758074	0.103038476549	0.345952937271	0.366976823263	0.107810501472
è	0.0705378019358	0.0869843238497	0.248914645757	0.422788087754	0.170775123824
l	0.0427232529786	0.0518222196166	0.206848581919	0.480709695918	0.217896224608
i	0.0341915449929	0.0394713565389	0.151875271973	0.446859731973	0.327602091536
n	0.0330366199976	0.0352749468463	0.0929821506577	0.457041543991	0.381664753845
a	0.0310862266659	0.0322609939488	0.0701581415526	0.439289424664	0.427205224615
p	0.041403227222	0.0400259606496	0.0592946905175	0.402928618221	0.456347501538
à	0.0427005077407	0.0404460882165	0.0532133708392	0.373773659407	0.489866393846
i	0.0316801219136	0.0312765017388	0.0447207509464	0.331257333136	0.561065331282
</S>	0.0300795119568	0.0300842958694	0.0421771614732	0.306681956568	0.590977115641
