 	la	donna	pulisce	la	casa	l	uomo	no	</S>
e	0.991483185	0.0078480101	0.00064894945	1.800609745e-05	1.64701742e-06	1.00650095e-07	3.8019381e-08	6.86425e-08	2.96146725e-08
j	0.926704585	0.0699689283667	0.00326176688333	6.22705167833e-05	2.35931575333e-06	7.82798916667e-08	2.13262051333e-08	3.33774503133e-08	1.69924114383e-08
i	0.904799595	0.0889692541222	0.00614411596111	8.41350589278e-05	2.87363438444e-06	6.48515197556e-08	7.4703484111e-09	1.17458289844e-08	5.8321482311e-09
n	0.757903565	0.0604524093741	0.174780301654	0.00650665369631	0.000356809617595	2.90901245785e-07	3.37514037037e-09	5.25437352813e-09	2.14487515037e-09
è	0.419545975	0.0838878031247	0.484723920551	0.0113584868988	0.000483408676865	3.76838439262e-07	2.53083272346e-09	9.30712280938e-09	1.39023587679e-09
k	0.238255171667	0.202345544375	0.548502940184	0.0106275532996	0.000266797169955	1.94398791375e-06	4.10469517449e-09	4.31900772698e-08	1.3725953056e-09
a	0.216819107222	0.255080838125	0.516588646728	0.0111543664332	0.000354034996652	2.93664363792e-06	4.44564542483e-09	5.21504624233e-08	1.60759038187e-09
p	0.194808325741	0.230820702708	0.518980442243	0.0384094364777	0.0169096384656	7.1148431746e-05	9.32111721749e-08	1.68377144141e-07	2.07081979396e-09
u	0.148990905247	0.219088684236	0.520901040748	0.0842022034926	0.0267201608219	9.66468832487e-05	1.25035136558e-07	2.22382669714e-07	4.17097543132e-09
l	0.127014426749	0.191931021412	0.529919456916	0.106711850498	0.043345333274	0.00107181648042	3.21527980135e-06	2.86259145157e-06	2.49437768104e-08
i	0.114532860583	0.176157955137	0.452635112305	0.186352841499	0.0688892560913	0.00142358957214	4.42592963378e-06	3.90227167386e-06	5.35445989368e-08
z	0.091471644861	0.131391901712	0.422274020768	0.249324697166	0.100193153697	0.00529317693605	2.24872062446e-05	2.6675093748e-05	2.22812865298e-06
z	0.0610599589537	0.299751302571	0.315924688589	0.185471209055	0.130928111232	0.00679781834535	2.87882126482e-05	3.51745566493e-05	2.93413315166e-06
è	0.0405621246512	0.332651573857	0.164486647863	0.243035363018	0.216259517077	0.00297374094845	1.45863352827e-05	1.46925468498e-05	1.73585761789e-06
i	0.0320469882171	0.125625069786	0.105009954954	0.348180334339	0.380181825692	0.00876274444948	0.000178526425594	1.29667041833e-05	1.5987678593e-06
o	0.0376284194057	0.057983686762	0.075342587318	0.30930114478	0.498393375231	0.0206110978165	0.000661853195198	4.47895727278e-05	3.30531874064e-05
s	0.0454338154686	0.047610560254	0.0650779864393	0.28189412826	0.527859725077	0.0295266172722	0.0017573559984	8.95751849093e-05	0.000750214692469
p	0.0346115668229	0.294350826751	0.0501961024798	0.212619328753	0.376865175026	0.0261759674241	0.00195244326613	0.00194309707697	0.00128550266416
ì	0.0273797112743	0.371752776584	0.0411300438266	0.141689832251	0.293260618342	0.116930720808	0.00365937688871	0.00335343555899	0.000843462048053
t	0.0306486370914	0.147226595861	0.0374364456089	0.193878527417	0.427443632781	0.154264401269	0.00587007649624	0.002322929353	0.000908670609351
i	0.0394578443638	0.0799787236203	0.0421185068696	0.191513269139	0.40477831426	0.229216431423	0.00669382436541	0.00313873048433	0.00310428740312
o	0.0484038007879	0.0598539002068	0.0506243562899	0.119822439713	0.25694821142	0.420955410474	0.0305597691218	0.00720075069478	0.00563133953437
à	0.0460639222626	0.0478107367356	0.0487026077633	0.0976191632377	0.22980922714	0.461119033491	0.0515572697073	0.00834867923159	0.00896937757812
n	0.0550240394209	0.0546547605785	0.0576462332544	0.0974520197459	0.219346759047	0.46076548783	0.0403554022358	0.00549777921053	0.00925756869271
t	0.0517243064736	0.0607118811928	0.0465750689515	0.0720277612486	0.148316993016	0.389562409277	0.171338299745	0.0136568958702	0.0460864483976
r	0.0285146008245	0.151053173064	0.0192944295172	0.0372615574162	0.0912066060053	0.255365416426	0.333533946582	0.0242338496234	0.0595364534659
e	0.0210871246082	0.171364839355	0.0169594745057	0.0268904394721	0.0599073830018	0.181178058809	0.280229208861	0.126416167541	0.115967296489
p	0.0202154732027	0.0706748424517	0.0174508751686	0.025163847824	0.0467779050006	0.145993972936	0.236193452954	0.212921472514	0.22460813883
o	0.0188362390676	0.0360411088172	0.0163904287229	0.0229126352747	0.0389342920002	0.112821767645	0.229549980985	0.249660080838	0.274853466277
d	0.0176070166892	0.0239087999391	0.014748970341	0.0201859837582	0.0305797746667	0.0933304258817	0.223581193662	0.286249696946	0.289808155426
è	0.0151276682297	0.0177566919797	0.012328717547	0.0172477792527	0.0258550148889	0.0865143486272	0.250444901221	0.282014805649	0.292710071809
g	0.0148690934099	0.0162413599932	0.0119331550157	0.0163409984176	0.022683859963	0.0758808375424	0.253281630407	0.271300231883	0.317468830603
g	0.0120743276366	0.0439521806644	0.0077103242719	0.0125083451392	0.021180027321	0.131402633847	0.342747800136	0.198664825294	0.229759555201
h	0.00944807404553	0.0607455102215	0.00432758692397	0.0088867060464	0.0236436787737	0.211811704616	0.475908313379	0.111227176431	0.094001288067
e	0.0125944883485	0.0394755134072	0.00862177004132	0.0122861146821	0.0251561042579	0.170582950872	0.39679924446	0.16493475881	0.169549094022
</S>	0.0154559726742	0.0289542567036	0.0135407550207	0.015614845341	0.0227904556289	0.102744529436	0.26610133223	0.254688129405	0.280109747011
