 	qui	dentro	vuole	un	tappeto	</S>
e	0.93008185	0.0697751175	0.000129357548	9.31844674e-06	2.68185579e-06	1.690931219e-06
t	0.887860293333	0.107259915833	0.00483639403267	1.44585982467e-05	2.714055613e-05	1.82480100633e-06
t	0.902135907778	0.0913784732777	0.00643735604422	1.02285284156e-05	3.731527671e-05	7.44538797643e-07
ù	0.704802202593	0.292306582426	0.00286974454807	5.00140833853e-06	1.6204732774e-05	2.51643696748e-07
m	0.404437567531	0.592813860809	0.00273964044936	3.17432911284e-06	5.604284362e-06	1.06109431916e-07
è	0.25911972251	0.725991303603	0.0148583619165	2.47620825043e-05	5.66697168733e-06	1.77498598305e-07
s	0.182199097503	0.787832051201	0.0299297923055	3.33326166014e-05	5.57611772578e-06	1.98195339435e-07
a	0.135627905834	0.6047720204	0.259020980768	0.000494693942967	8.38282650719e-05	5.74000463145e-07
t	0.100580581945	0.380982143467	0.515278826923	0.00298732224766	0.000169576598357	1.49912862105e-06
è	0.0867194939817	0.269235237822	0.584019708974	0.0552208387492	0.00473822214279	6.64787689737e-05
l	0.0682684803272	0.180693095941	0.663935289658	0.0796289129164	0.00738424788093	8.99512396579e-05
i	0.0663316557757	0.14181509698	0.548470036553	0.199922000972	0.0407212199603	0.00273997110322
è	0.0602684352586	0.0903311993267	0.333916168851	0.427723533657	0.0754806386534	0.0122800200344
n	0.0904752384195	0.106059981776	0.308016906284	0.425000551219	0.0568163948845	0.0136308951115
a	0.11416003614	0.122941770592	0.263763312095	0.346133390406	0.119165101628	0.0338363354705
t	0.0782645197133	0.083317676864	0.151871204032	0.284589296802	0.325757167209	0.0762001018235
a	0.0579699809044	0.0615474856213	0.101700281344	0.217422468934	0.459576962403	0.101782832608
p	0.0452816723015	0.0464136828738	0.068271321448	0.167031592978	0.452262620801	0.220739146203
p	0.0449658294338	0.0550124919579	0.0353749124827	0.078091750026	0.562508966934	0.224046055401
è	0.0433207971446	0.0569406753193	0.0248439511609	0.075767099042	0.585376522311	0.213750935134
t	0.0717086997149	0.0837427131064	0.078428356387	0.109542763014	0.38811324077	0.268464255045
o	0.0870968982383	0.0984258853688	0.0978462677957	0.085921689338	0.250089220257	0.380620065015
</S>	0.0607016416191	0.0664336891844	0.0666640873978	0.064816247169	0.206890020128	0.534494312508
