 	deve	essere	bianco	</S>
è	0.9793386	0.0197124625	0.000943982137315	4.98057e-06
n	0.950375946667	0.0428432725	0.00613313480398	0.000647639891333
a	0.655370335556	0.334891590833	0.00808942968466	0.00164863559711
è	0.313612151852	0.622869503611	0.0429977346449	0.0205206185324
n	0.264430730617	0.54722788787	0.147723968215	0.0406174508441
e	0.271785783539	0.441901042623	0.235048089405	0.0512651282814
à	0.189686295846	0.358262990874	0.333279623135	0.118771126094
s	0.105883372615	0.212848634958	0.537819947712	0.143448073698
p	0.0563077688717	0.0986290968527	0.771187512571	0.0738756312327
r	0.0390672732906	0.0451823684842	0.88973705419	0.0260132889776
o	0.0403870707635	0.0381110368281	0.682317148063	0.239184713226
</S>	0.0357758473817	0.037619250914	0.462195819032	0.464409056613
