 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.9998414	0.000101597295	4.62123171e-05	9.9257130735e-06	6.4145095e-07	4.9283017e-08	4.1609614e-08	2.042785515e-08	6.2463756e-08	1.89197346e-08
s	0.820613976667	0.154537492402	0.0246363475404	0.000198072049407	1.324439075e-05	3.85743878667e-07	4.46879834667e-07	1.06314208167e-08	2.17899215667e-08	6.8986646e-09
e	0.746070235556	0.220789645801	0.0328608241401	0.00026078647931	1.74415184983e-05	4.94008629222e-07	5.76900508222e-07	7.0226260389e-09	7.97580592223e-09	2.60534338333e-09
l	0.802338211852	0.1793693436	0.0181069320067	0.000178988422611	6.1872179811e-06	1.70242280741e-07	2.04858879407e-07	3.0530195463e-09	3.93564677408e-09	1.25157086444e-09
a	0.701889037284	0.2819528812	0.0160029823356	0.00015246182837	2.49484281037e-06	7.29198749137e-08	9.14245741357e-08	1.9033837821e-09	2.75236902469e-09	1.10619894148e-09
n	0.508843335761	0.4039349304	0.0853113951119	0.00187510793029	3.49850798535e-05	1.27538164971e-07	1.14703285712e-07	1.5797808607e-09	1.39541614156e-09	8.87355543827e-10
a	0.281821395254	0.373887033467	0.340577315037	0.0036674427101	4.65915996512e-05	1.37277699157e-07	1.11897828237e-07	1.40148402023e-09	7.34486067187e-10	5.10937144609e-10
v	0.214251758418	0.303632241156	0.361283009012	0.118950112637	0.00181144233825	2.53061103172e-05	4.60548483157e-05	1.24040726307e-07	7.63035770906e-09	5.00216588154e-09
r	0.292759402806	0.328814450385	0.189382367004	0.185762585879	0.00316928601275	3.67403944391e-05	7.37810274386e-05	1.03635365544e-06	3.70462628903e-07	7.34016239385e-09
ì	0.266804170935	0.293702763462	0.338841685668	0.0968212099597	0.00374764907092	4.24875911464e-05	3.78667715795e-05	1.55815815181e-06	5.34189422968e-07	5.26447728979e-08
k	0.150066870312	0.282548074487	0.439453961889	0.12120623632	0.00657611169031	0.000101006280382	4.60883382932e-05	1.34015061727e-06	2.28739375089e-07	6.69007337326e-08
o	0.113341926771	0.247533601496	0.477672717296	0.154044248773	0.00725408289677	0.000101735307794	5.06060814311e-05	9.6373006109e-07	8.02132137963e-08	3.19878783442e-08
a	0.092072352257	0.150881598832	0.518774519099	0.215793019591	0.0220225529656	0.000402429956931	5.3079492477e-05	3.72327975697e-07	3.05386043654e-08	2.24796274481e-08
f	0.068903525419	0.0956655446107	0.3353859097	0.451670739864	0.0442131863219	0.00358719685231	0.000488213164159	8.49899692252e-05	2.00618079888e-07	4.68818009483e-07
ù	0.0569822991397	0.0717019172036	0.216360746567	0.587392413288	0.060368558774	0.0059741050841	0.00109593745472	0.000122591651408	5.18822673296e-07	9.33879236494e-07
r	0.0414502623799	0.0530880914012	0.222773758856	0.505916631096	0.162057096258	0.013450598828	0.00117359335157	8.85845788027e-05	5.05747964432e-07	9.37089928831e-07
n	0.0594180941266	0.0429739204671	0.196308512952	0.469087603699	0.216509178753	0.0148971757093	0.000732037213857	7.24886716009e-05	3.27544214811e-07	6.94520032944e-07
o	0.0709998847089	0.0417765401557	0.138914330984	0.4128970879	0.247317512918	0.0636263376698	0.0242688441346	0.000197005992534	6.0189045827e-07	1.89237618431e-06
k	0.0522644615696	0.0442920723852	0.098811590328	0.380856732633	0.293465804306	0.0955195392233	0.0329632535115	0.00167377563084	0.000141954213219	1.08507077281e-05
a	0.0504774148565	0.0491284097951	0.0829760634427	0.340617734211	0.286808541435	0.142906053074	0.0441688283038	0.00268108347695	0.00019501109974	4.08459952427e-05
k	0.0506846806188	0.050158064265	0.0701217268142	0.271528851404	0.296951253812	0.190120691025	0.0490151007679	0.0187187694257	0.00222258719525	0.000478260710414
a	0.0456302615396	0.045225397755	0.0575316012714	0.228490987135	0.256611197937	0.231534697008	0.105551316589	0.0257930103752	0.00292733203175	0.000704216403471
n	0.0335591328465	0.0335574252517	0.0466669584238	0.137266779045	0.232639362646	0.312428109003	0.176085258863	0.0241086330251	0.00144680497725	0.00224154706782
n	0.0267814722822	0.0259947904172	0.0533794508079	0.151090949682	0.282376437549	0.292249849668	0.128502968621	0.0350240640084	0.00148692365908	0.00311307805594
i	0.0231671670941	0.0220403471391	0.0500840602693	0.136161064227	0.258882272516	0.276704503223	0.18984264854	0.0385616586695	0.00143340325303	0.00312284898531
