 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.469419415	0.52517264	0.00501781667	0.0003384349115	3.446431803e-05	8.15702436135e-06	4.219076028e-06	4.265211551e-06	4.1624945455e-07	8.76862036e-08	4.69205108e-08	5.09013e-08
n	0.407659905	0.475636843333	0.0440527550033	0.0701503547448	0.00234717588136	0.000140545789028	9.77242169467e-06	2.010915751e-06	5.99841187883e-07	3.26793469333e-08	1.58819968843e-08	1.71922345403e-08
è	0.298613815	0.266205871111	0.191947441668	0.236450318248	0.00658057696045	0.000187523257009	1.25062757316e-05	1.29882851033e-06	6.64818545294e-07	1.53320594111e-08	5.52006472577e-09	5.7739705971e-09
r	0.152917423333	0.23592121037	0.336483483889	0.268021696083	0.00654015532015	0.000107929686336	7.24177564387e-06	5.37642346777e-07	3.10688707765e-07	6.6073567837e-09	2.11566323526e-09	1.97235511537e-09
t	0.371535956111	0.233571143457	0.256089851963	0.135653737981	0.00306456000735	7.8644608902e-05	5.60586091462e-06	2.58588595592e-07	2.12867811255e-07	2.58018487457e-09	8.66096015087e-10	6.6747778079e-10
i	0.42846367537	0.171057537819	0.258438307988	0.140506851947	0.00150191103642	2.81735712907e-05	3.33922750487e-06	1.28993543531e-07	9.64024235517e-08	1.13588375819e-09	7.37865228362e-10	2.8382446293e-10
n	0.188498118457	0.11335466794	0.326736329329	0.344063497316	0.0250079294788	0.00230674115196	3.2000219235e-05	7.07398096177e-07	8.12796523172e-08	1.2777263194e-09	5.93039333787e-10	1.78537140977e-10
è	0.102905585152	0.0641866513133	0.25235240311	0.492664255772	0.0844710244929	0.00332426797399	9.33832364117e-05	2.40069829873e-06	1.11511276106e-07	5.6979244398e-09	5.05463310226e-09	8.30750033659e-10
s	0.0686480107173	0.0664363571044	0.243907591037	0.517651351924	0.0984157671643	0.00281167171466	0.00211898098547	9.12428809958e-06	1.19730472737e-06	1.08024184799e-08	1.02984693674e-08	1.37927261122e-09
s	0.110382813572	0.0579826057015	0.355314937012	0.419249250641	0.0515034266214	0.00238511532289	0.00316950136182	1.00056789332e-05	2.23045874246e-06	1.17010339827e-07	1.90673901225e-08	9.7538790374e-10
u	0.129810762857	0.0569569719005	0.355612869004	0.333858690214	0.111414024107	0.0086472861923	0.00369037742061	6.7272705444e-06	2.10063594749e-06	1.51355929942e-07	2.58851923742e-08	1.56715636791e-09
