 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.993328925	0.00637675735	0.000272368698	1.9538198e-05	2.3941099e-06	1.28002054e-08	4.850474493e-09
i	0.762481088333	0.237242884117	0.000259940594333	1.51325538767e-05	9.22187646333e-07	4.67250698e-09	1.70626034967e-09
k	0.519208249444	0.391072058039	0.0540094979764	0.0314805832028	0.00422739686043	2.15674579491e-06	1.49613696399e-08
à	0.380671846481	0.462053716013	0.109636125992	0.0419989110493	0.00563648538064	2.89185259897e-06	3.189321188e-08
n	0.215552895494	0.649180172004	0.118919821997	0.0143828921981	0.00196320807738	1.00971206699e-06	2.34671947933e-08
n	0.320820655165	0.582379267335	0.090341765999	0.0055224502327	0.000935442899127	3.84996778997e-07	8.0728875771e-09
i	0.328252927055	0.401346282445	0.247478554	0.0223299230442	0.000592129899709	1.51103936766e-07	3.5863285717e-09
e	0.155786077685	0.262643557482	0.473259551333	0.105833526348	0.00247695971657	2.63411112689e-07	4.33899510906e-08
A	0.100253179228	0.159237835827	0.485101427111	0.234819502116	0.0205845289055	2.61364418423e-06	8.5310266703e-07
n	0.0682624114093	0.113798741942	0.48897902237	0.292595527372	0.0363500173018	1.15814911947e-05	2.63175025568e-06
n	0.0826435854698	0.0913446439807	0.576883494123	0.222362999124	0.0267217571006	4.09898903982e-05	2.50612627856e-06
a	0.0853844818233	0.0698592693269	0.492962061374	0.307105159708	0.0445108017002	0.000175670430133	2.53353275285e-06
o	0.0733819306078	0.0738849777756	0.287942403791	0.474507869903	0.0880799272334	0.00205363826004	0.000149190348251
s	0.164629410203	0.135646162592	0.179814656597	0.383377286634	0.131069059078	0.00446896372001	0.00099442938275
à	0.176355696734	0.136249489197	0.108757356199	0.262446645545	0.306556633026	0.00799720904	0.00163697419425
m	0.0825658722447	0.0708156647323	0.083248980733	0.256544968515	0.485522854342	0.0156593163467	0.00564234336475
b	0.0569113807482	0.0370231899108	0.0596983535777	0.225365376172	0.600627861447	0.0138861899622	0.00648763818158
a	0.0518295045827	0.0285349549703	0.0464727635259	0.166270185391	0.613447043816	0.0335884465007	0.0598570894539
p	0.0450684971942	0.0375696649901	0.0496091081753	0.136220248464	0.502058127939	0.0762662388336	0.153208109818
o	0.0439552487314	0.0413099269967	0.0493010873918	0.109506792821	0.369623029313	0.124049646278	0.262254259939
r	0.0403113832438	0.0390561483322	0.0439742837973	0.0808484542737	0.266227253104	0.226284625426	0.303297853313
n	0.0253972054146	0.0220495376241	0.0293218495991	0.0883331360912	0.410147451035	0.238553191809	0.186197644438
ò	0.0213514928049	0.017495577388	0.0252591101997	0.0845059946971	0.419766367012	0.21977238727	0.211849081479
</S>	0.0253555944024	0.023511989694	0.0284471300999	0.0643574843486	0.275371628506	0.259593703635	0.32336246574
