 	vengono	vestiti	</S>
è	0.994260075	0.0055486024	0.00019130637
r	0.858927291667	0.137890563733	0.00318212899
k	0.814762747222	0.181164471244	0.00407274085637
u	0.693439239074	0.302701740415	0.00385899561182
t	0.398527456358	0.573274713472	0.0281978416706
t	0.524063238786	0.440807387824	0.0351293614235
e	0.507192647595	0.342349965941	0.150457361341
n	0.195246243865	0.504616825314	0.300136947114
d	0.117176257955	0.667308978438	0.215514781038
i	0.0966868406517	0.630695272813	0.272617882346
m	0.0797817615506	0.519666650938	0.400551570782
è	0.0746637495169	0.414025973646	0.511310256927
n	0.0670882921723	0.349210707882	0.583700998976
a	0.0687057680574	0.304136909294	0.627157322992
</S>	0.0587726050287	0.199688824647	0.741538561496
