 	dopo	Giovanni	ritornò	la	sera	a	casa	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
d	0.973834695	0.02613949855	2.45704095e-05	9.8045228e-07	2.06523686e-07	1.1137557607e-08	6.1344864305e-09	5.421582125e-09	4.3383538925e-09	1.583793565e-08	4.2626795876e-09	4.230744784e-09	4.385002725e-09	4.2317739288e-09	4.2281809035e-09	4.991479988e-09	4.2127845843e-09
ò	0.950558511667	0.0494183895167	2.22621048333e-05	5.2963913e-07	2.46423086e-07	1.5265486607e-08	1.96898267638e-08	3.699600125e-09	2.7258408925e-09	7.17174231667e-09	4.32407792093e-09	1.56307717067e-09	1.71850508167e-09	1.51746145547e-09	1.51209587017e-09	1.77878034133e-09	1.4942439443e-09
p	0.856446870556	0.143480006506	7.21245006111e-05	6.6908636e-07	2.74977655333e-07	1.6841049869e-08	2.43457183213e-08	3.10914522833e-09	2.20916241417e-09	4.29160885556e-09	4.36964639698e-09	6.8984354789e-10	8.75060157223e-10	6.3075821849e-10	6.1798003239e-10	7.56653123777e-10	5.87992436767e-10
o	0.608522723519	0.391370008835	0.00010651023687	5.94009295e-07	1.39492505111e-07	6.56209255633e-09	8.64479657377e-09	1.21145009278e-09	8.42125378057e-10	1.62313116852e-09	1.56877577566e-09	3.26467720297e-10	4.26684792408e-10	3.09923396163e-10	2.9736605313e-10	3.89190524592e-10	2.65346687589e-10
G	0.386829701173	0.570993892945	0.035513562429	0.00630206173157	0.000359900513128	7.85509599119e-07	1.00166117925e-07	4.87482086093e-09	5.56687292686e-10	4.66382618951e-09	8.4576822522e-10	2.09598473432e-10	2.86263330803e-10	2.03858598721e-10	1.97809159377e-10	3.50733454864e-10	1.59687009863e-10
i	0.276602157058	0.662344187648	0.052136374143	0.00843616364552	0.000479883874686	1.06424876637e-06	1.36824944308e-07	6.62485602031e-09	4.86048547562e-10	6.35871806317e-09	7.0760040174e-10	1.64621451144e-10	2.35508486934e-10	1.61396692907e-10	1.57401424792e-10	3.30713328288e-10	1.27536267288e-10
o	0.191533642353	0.669495685883	0.133285854714	0.00545277695017	0.000221104981872	1.06293546888e-05	2.44778296436e-07	7.61561740677e-09	7.25564822521e-10	4.99863442106e-09	7.0300879058e-10	2.54391843715e-10	2.86107915645e-10	2.50295807636e-10	2.48191271597e-10	3.06497789429e-10	2.26327585763e-10
v	0.148641414118	0.469313818628	0.295809728238	0.0284861743167	0.0576637710473	3.94057108963e-05	4.55994321521e-05	3.96090344689e-08	3.47303550751e-09	1.25149328737e-08	1.99172614019e-09	2.31887629905e-10	3.41833931882e-10	2.22772241545e-10	2.20209250532e-10	3.32952393143e-10	1.94020053921e-10
à	0.111411040039	0.296486752876	0.473831319413	0.0413368407722	0.0768322825824	4.06243372321e-05	6.09986647507e-05	5.46473364896e-08	2.25076661692e-08	1.67127199579e-08	9.8298365134e-09	1.73746369197e-09	3.92878512729e-09	4.85060386182e-10	4.26121943511e-10	1.16584997105e-09	9.4488687664e-10
n	0.086769682013	0.322416797625	0.508518929804	0.0515780842574	0.0306677450941	2.6221089344e-05	2.24465487502e-05	2.78465423965e-08	2.62822420231e-08	9.5532581693e-09	1.10398715678e-08	2.25747989732e-09	5.05408446243e-09	5.99515208727e-10	5.1494551117e-10	1.37615782035e-09	1.19150943621e-09
n	0.155791857338	0.437938855875	0.331932656601	0.0580016794191	0.0163050074647	2.06362106813e-05	9.25256106673e-06	4.92498793655e-08	9.06362867437e-09	6.89076590643e-09	3.81709040593e-09	8.04757389773e-10	1.75320869214e-09	2.50542863576e-10	2.09367091057e-10	5.11391596783e-10	4.01418798737e-10
i	0.163158339113	0.353190031958	0.345213435534	0.13157051314	0.00684951278823	1.14163887938e-05	6.65175437224e-06	6.47375321218e-08	4.26533412479e-09	1.12459713021e-08	1.81642842198e-09	3.25484860591e-10	6.64726632047e-10	1.31823445192e-10	1.09918441019e-10	2.20149068928e-10	1.78823318912e-10
j	0.0852453720377	0.165348408653	0.365942655178	0.182876517713	0.199327027463	0.000747050700598	0.000512409790457	3.13967896374e-07	1.27931922575e-07	8.40815017674e-08	2.67133689407e-08	1.73716750197e-10	6.61011560682e-10	9.49086417307e-11	8.1769116673e-11	1.90274832976e-10	1.04448299971e-10
ù	0.0593897356792	0.094976387551	0.330937845059	0.243086345904	0.269797347821	0.00109986838353	0.000711494778819	4.74358432125e-07	3.34256220858e-07	1.29434017256e-07	6.26628816469e-08	2.32576114007e-09	6.14734692023e-09	7.37865130577e-10	3.08125541891e-10	7.39565010992e-10	4.13047998366e-09
r	0.0413812322264	0.081758694517	0.364977248353	0.319404891968	0.17333107794	0.0172414605112	0.00190466144161	3.16406760708e-07	3.13389433619e-07	7.12351988853e-08	5.16336638823e-08	3.04543013836e-09	7.63246546341e-09	9.61943233526e-10	3.94953873964e-10	8.63409883664e-10	5.48385250122e-09
i	0.0420391174088	0.0800632915057	0.327974622784	0.338154130656	0.185850759313	0.0228428514704	0.00307468848054	2.72106126903e-07	1.7944938254e-07	5.19218294284e-08	2.88816386274e-08	1.13983286112e-09	2.71440934447e-09	4.57384547842e-10	2.20848177988e-10	3.73043554555e-10	2.15187344041e-09
s	0.0417620581363	0.0603624151686	0.255531514261	0.359025210219	0.229303253104	0.0423596937901	0.0116504288268	2.92575306563e-06	2.20720543885e-06	8.59059931428e-08	1.84862712209e-07	5.56108283707e-10	1.68627381482e-09	2.94932014281e-10	1.63482825996e-10	2.23651556185e-10	1.0311285248e-09
e	0.0477303727121	0.0569915283895	0.183101644754	0.353044003406	0.283040407701	0.0544556845967	0.0216270712756	4.18108895521e-06	4.71480591295e-06	1.18715367714e-07	2.5428800207e-07	6.13553034569e-10	2.01100910494e-09	2.85872073094e-10	1.81789118665e-10	2.31053656728e-10	7.67913852933e-10
o	0.0763320875707	0.0817990994632	0.167903054918	0.398390187802	0.198303269234	0.0255327551989	0.0516728704252	3.43017162517e-05	2.56251564043e-05	6.43579054924e-06	2.8296699869e-07	1.60021314486e-09	5.23455603498e-09	4.28077784365e-10	2.96169822888e-10	3.62158548909e-10	9.99683850978e-10
v	0.0746994591902	0.0763201754877	0.136780301639	0.383064049267	0.205573156411	0.054742328733	0.0684107201417	0.000326111990417	7.07829671348e-05	9.96307018308e-06	2.88248149956e-06	4.83784111495e-09	5.30267395117e-08	5.85544588122e-10	3.68094327629e-10	1.33195909964e-09	7.80507463659e-10
r	0.0462358957301	0.0438770221626	0.0816884225463	0.244811771756	0.248753368804	0.279278426244	0.0436264257139	0.0109578966768	0.000190775527378	0.000526478999061	5.01333651665e-05	2.38319138372e-07	2.83858200317e-06	4.20373937127e-08	2.58456782025e-08	2.187982564e-07	7.4667340122e-10
à	0.0402056572434	0.0396236587209	0.0925230328488	0.284087212585	0.161638392935	0.319886333081	0.044699589238	0.0161489746923	0.000318500295793	0.000770746979687	9.15399783888e-05	1.06847511279e-06	4.36376356772e-06	2.79147911238e-07	1.34912462734e-07	3.36782065467e-07	1.52829543034e-07
