 	dovevo	comprare	il	pane	</S>
ì	0.98590593	0.0054751725	0.0082181278	0.0003847776993	1.6066544e-05
c	0.687328726667	0.3058267845	0.0066935038	0.000140598982633	1.0450463e-05
h	0.411483442222	0.560336294833	0.0276039692667	0.000569521544211	6.79390546667e-06
a	0.317277990741	0.650258121611	0.0317571688222	0.000702436321812	4.30805356702e-06
n	0.227880706914	0.753935577204	0.0179227096741	0.000259159014345	1.86991273381e-06
a	0.187213325638	0.763136429068	0.049501075558	0.000143618308115	5.5650458446e-06
a	0.0970017728793	0.759844666356	0.131380721853	0.0111604728394	0.000612356777615
f	0.0537569523264	0.479876892452	0.259758610618	0.20558617228	0.00102133002587
o	0.0267045368088	0.275503367817	0.430017946873	0.265909657427	0.00186444327529
r	0.0220477606029	0.406951222606	0.418931892291	0.144367702476	0.0077013824251
à	0.0240969455343	0.395279764202	0.390292154097	0.177978617492	0.0123525171417
s	0.0279953425114	0.274500751401	0.496561164699	0.167919875831	0.0330228520472
o	0.0309847788371	0.193294537134	0.421040831566	0.308430221944	0.0462496016824
t	0.0249878056124	0.110227442378	0.381377387189	0.395297353981	0.0881100315608
o	0.0231871735375	0.0800044874593	0.330262999063	0.443430361327	0.123115027187
t	0.0213950322792	0.0421832271531	0.194939359688	0.514043717109	0.227438702396
s	0.0075164363454	0.0161001031984	0.156503826563	0.586034959036	0.233844710132
o	0.00929878026747	0.0130831112135	0.111200482188	0.634974253012	0.231443386044
m	0.0128601664225	0.0128195124045	0.081220087396	0.504720684337	0.388379518681
ì	0.0160109211408	0.0134804421348	0.0621402377987	0.418796338112	0.489572022894
</S>	0.0211373415704	0.0194233510674	0.0488856268993	0.366761034056	0.543792611447
