 	ho	cosa	a	fare	</S>
è	0.9094758	0.0897295725	0.00056363275	0.00022465497175	6.27356235e-06
c	0.68462604	0.117359830833	0.196131115217	0.00167997697175	0.00020300103155
h	0.46041001	0.255940156944	0.281108238406	0.00227159532392	0.00027001712185
o	0.333059375	0.378266718981	0.287551559469	0.000870599470973	0.00025178981195
t	0.18095916	0.528446906327	0.288381663823	0.00106344665332	0.00114888311398
i	0.13465648	0.526960958776	0.311715031941	0.00408700355111	0.0225805987713
k	0.115435426667	0.263076991259	0.334370420647	0.252982967184	0.0341342429238
à	0.075028728889	0.120731798753	0.173650115216	0.421966519061	0.208622860975
i	0.0484022346297	0.067568257251	0.108671613405	0.26374764302	0.511610253658
</S>	0.0434983148149	0.0548239351255	0.0876233217025	0.18303805151	0.631016376829
