 	se	aveva	visto	le	nuvole	le	nuvole	avrebbe	capito	che	stava	per	piovere	</S>
a	0.93641373	0.062665835	0.00070641416	0.000185546201768	1.15040913315e-05	1.03800752577e-05	3.2446571769e-06	2.13631842175e-06	3.4806209735e-07	1.514468793e-07	1.9365785495e-07	1.220296054e-07	3.1917596785e-07	1.1463892515e-07
n	0.720423823333	0.217101150333	0.06135967762	0.000991292501768	0.000112241865332	9.5874752577e-06	1.09372374423e-06	7.19386843417e-07	1.16610008193e-07	5.10855536133e-08	6.51468666667e-08	4.12791075833e-08	1.06951467027e-07	3.86070850096e-08
ì	0.364566134444	0.300279650111	0.296142309207	0.0384703707006	0.000530415168444	1.03164629526e-05	4.1290517541e-07	2.65156300472e-07	4.24804309077e-08	1.99908138511e-08	2.27763923056e-08	1.48092361444e-08	3.58190047023e-08	1.29233012361e-08
c	0.191694538148	0.225348366704	0.518121123069	0.0642379119002	0.000590110056148	7.12746251753e-06	7.15339285137e-07	1.12555810157e-07	1.86716280359e-08	9.63341388703e-09	8.77103408187e-09	5.9721106448e-09	1.21052464781e-08	4.36654166203e-09
h	0.300157282716	0.269727355568	0.39348379769	0.0363968024001	0.000228516179383	5.41009073918e-06	7.93362152712e-07	4.52286831523e-08	7.49458977863e-09	3.28805750234e-09	3.09713247762e-09	2.03873023227e-09	4.06268371903e-09	1.46130752534e-09
e	0.316366774239	0.281909608523	0.329617402563	0.0717996092334	0.000303760630461	2.54517081306e-06	2.83881635237e-07	1.99100868174e-08	3.34755019288e-09	1.15377698078e-09	1.08404580621e-09	7.25211761423e-10	1.39521641868e-09	5.12942773113e-10
t	0.197108774746	0.295908092841	0.355098020854	0.143895693078	0.00543040608682	0.00250767645194	3.90159192717e-05	1.23195459206e-05	3.7916125631e-08	1.59362787026e-09	1.00812147874e-09	3.73317550474e-10	5.38967102893e-10	1.97276022038e-10
o	0.160154786582	0.270177645947	0.312156120285	0.245573101026	0.00850332469561	0.00336605047398	5.24776590239e-05	1.64700291069e-05	5.21702922103e-08	2.04095709009e-09	1.19250329291e-09	4.15516416825e-10	3.06153434298e-10	1.33031298346e-10
r	0.100830390527	0.171747950316	0.358285173428	0.328652960342	0.0263162308985	0.012613277148	0.00136247564894	0.000191198720169	3.55753222403e-07	9.51298483003e-09	4.84730383097e-09	2.09231867227e-09	5.56154094766e-10	1.33521562782e-10
ì	0.0692823248423	0.118809713439	0.302265584476	0.395287446781	0.0962484869662	0.0160545041493	0.00180118853998	0.000250200767856	4.78448957468e-07	2.195261861e-08	1.73435279437e-08	8.87037099076e-09	2.34838536492e-09	8.80776820927e-10
s	0.0477727129474	0.0845034144797	0.247070364825	0.46106828226	0.145069278989	0.0137354254831	0.00067473721366	0.000105270445419	4.41886022489e-07	1.86658895033e-08	2.19947053146e-08	9.52754052359e-09	2.64609580831e-09	1.11540530864e-09
o	0.0431403199825	0.0729855514932	0.205024064942	0.473434970753	0.187812549663	0.017111056161	0.00042109823122	6.99575341397e-05	4.4714112083e-07	1.07135624678e-08	1.45062064382e-08	3.95112953453e-09	1.19751988944e-09	5.29856071213e-10
n	0.0429851456608	0.0571224471644	0.133867160314	0.473708356918	0.254668966554	0.0341168747203	0.00296163199374	0.00055686228538	1.25405012336e-05	1.04517119893e-08	2.66293968127e-08	2.64740067818e-09	6.53342107147e-10	3.33722445071e-10
t	0.176178458554	0.0553500890548	0.0874034087713	0.419793175639	0.203916509851	0.0520776409068	0.00392020610791	0.00133559009513	2.38397637445e-05	1.99893966496e-07	8.61380025604e-07	5.03719689273e-09	1.36685141305e-09	1.47304213024e-10
a	0.218503413851	0.0511204246849	0.0565751529238	0.32036779188	0.244945024284	0.0999136146356	0.0066935974793	0.00186083959838	1.86416402482e-05	3.31555978832e-07	1.16119930853e-06	9.26238129758e-09	1.96534120435e-09	7.34146314341e-10
t	0.0932559859503	0.037778989895	0.0369947056413	0.264161730627	0.360777821428	0.163784748212	0.0266675511598	0.0163242402661	0.000223098625749	2.48642164163e-05	6.24404183618e-06	4.85759470992e-08	1.65572356812e-09	1.09186970478e-09
a	0.0526444056501	0.034257797965	0.0296585188804	0.224376540209	0.381142220476	0.213487332737	0.0401882647199	0.0238757020887	0.00032747925525	3.32666453054e-05	8.42340431206e-06	6.98348656997e-08	3.24132495604e-09	5.63284103493e-09
s	0.0383160122167	0.0326762033217	0.0302816152935	0.18194541007	0.384602556825	0.235564050912	0.0600414765733	0.0355820246962	0.000732669965083	0.000221776211602	3.6072984804e-05	1.205745719e-07	8.69123598535e-09	1.61923180116e-08
ì	0.0314402907389	0.0298932184406	0.0272778530978	0.146758335023	0.341104322275	0.251549070304	0.125276350524	0.0454549132321	0.000914829311694	0.000284994799534	4.5487596468e-05	2.16267370633e-07	3.83392486618e-08	9.39192103372e-08
n	0.024456266913	0.0243204638135	0.0263042863659	0.104064920008	0.288826567425	0.280620566768	0.165238870175	0.0851490440774	0.000899175627231	0.000100834660511	1.8685563356e-05	1.66341259211e-07	4.27273274973e-08	1.10727911356e-07
n	0.020234190971	0.0189551876045	0.0164081313553	0.103138233336	0.264284629142	0.301761845589	0.147167293392	0.127116094692	0.000839384475744	5.70090905037e-05	3.77906307853e-05	1.41138608737e-07	1.44519086591e-08	3.78397856953e-08
e	0.0196960739903	0.0178661725348	0.0124087196851	0.0851941044453	0.213769023047	0.28228821853	0.183833477797	0.167229654897	0.0175951613586	6.93189555012e-05	4.99144695951e-05	1.54938486246e-07	8.80244993637e-09	2.43783518984e-08
f	0.0300655179968	0.0286442525116	0.015824017895	0.0784540348151	0.190410147682	0.253578216177	0.199945722599	0.173669736632	0.0244238797862	0.00480656120517	0.000174839175865	2.22132597875e-06	9.94700134788e-08	7.94128076633e-07
a	0.0389381559989	0.0375693058372	0.0204947782983	0.0803097369384	0.181287894561	0.241308612059	0.2082464242	0.171626157211	0.0132526132621	0.00670933723506	0.000252280678622	3.05770805958e-06	1.61681262826e-07	1.49335625888e-06
t	0.0345488206663	0.0322400992791	0.0174912952661	0.0568882659795	0.135512648187	0.230779047353	0.2443788414	0.224580902404	0.0090448314207	0.013014111245	0.00149234210621	2.33227314199e-05	7.42640072609e-07	4.71255498629e-06
e	0.0321255372221	0.0295347244264	0.0165241282554	0.0465381869932	0.109017270729	0.208042322451	0.2491381938	0.268461700801	0.0227016358069	0.0158727409817	0.00200487200207	3.022904244e-05	9.99715557536e-07	7.4312834621e-06
s	0.028297095074	0.0270037711421	0.0174043780851	0.0394805423311	0.093314672243	0.178997050817	0.2618560446	0.298932876934	0.027152872269	0.0211359632272	0.00632246250069	6.646276278e-05	1.68634775251e-06	3.40967556207e-05
