 	oggi	abbiamo	deciso	di	andare	al	mare	alla	spiaggia	sono	andati	tutti	solamente	mio	fratello	non	</S>
s	0.9984165	0.00155470778	2.8571872e-05	1.91484205e-07	1.6261574e-08	2.4997251e-08	4.560028985e-09	6.81617181e-09	5.17775262e-09	3.9132490035e-09	5.696337205e-09	3.893618485e-09	3.94906536e-09	6.257287475e-09	3.976106395e-09	3.9195327115e-09	3.8966370405e-09
ì	0.996564466667	0.00339574676	3.93681883333e-05	2.86168691667e-07	5.18139846667e-08	5.2251101e-08	3.0867326985e-08	1.278454981e-08	8.14101662e-09	3.80826133683e-09	3.81918337167e-09	1.57504500167e-09	1.73610326e-09	2.741889075e-09	2.44865446167e-09	1.5193137015e-09	1.5066359605e-09
m	0.967380455556	0.0325376650867	8.13865571111e-05	3.21581657222e-07	6.08767882222e-08	5.34246055667e-08	4.07309601283e-08	1.48395155367e-08	9.17875598667e-09	3.76937072528e-09	3.19962925722e-09	7.93568730557e-10	1.00441072667e-09	1.587520915e-09	1.88522178722e-09	7.15923246167e-10	7.04734435367e-10
b	0.959445171852	0.0404548134056	9.96363473704e-05	2.67636995741e-07	3.97880327407e-08	3.31942337556e-08	1.73583495094e-08	6.12082611223e-09	3.46366828889e-09	1.38942529809e-09	1.36506515241e-09	3.17985696852e-10	4.57391822223e-10	9.27434795e-10	8.17884309073e-10	3.25542704389e-10	2.83268166989e-10
e	0.851318610617	0.148599946179	8.09437274568e-05	4.01200125247e-07	3.93960262469e-08	3.03356059185e-08	1.25831938365e-08	3.33522230408e-09	1.72612280963e-09	8.03401809363e-10	8.9158571747e-10	3.41931505617e-10	4.43889870741e-10	8.11230111667e-10	6.48124883024e-10	3.82987251463e-10	3.2094276233e-10
r	0.592773943539	0.388054505393	0.0191107413792	6.03119585917e-05	4.18476190749e-07	3.93871086395e-08	1.29224662788e-08	1.60993928469e-09	1.17495355988e-09	4.80757501454e-10	5.39881239157e-10	3.15233233206e-10	3.56359891914e-10	5.06535633889e-10	4.16157303675e-10	3.22516812488e-10	2.8672620961e-10
i	0.365510007846	0.607276521798	0.0271320241264	8.08274759639e-05	5.51380883583e-07	4.89302582132e-08	1.47463987596e-08	1.00943072156e-09	9.1356040996e-10	3.10199818818e-10	3.42548826386e-10	2.28401705735e-10	2.49296642305e-10	3.24642037963e-10	2.58246697225e-10	2.23120382829e-10	2.01017202037e-10
d	0.220761549282	0.664481283933	0.112084541709	0.00262177739842	5.05729817479e-05	2.61102206071e-07	5.32799082532e-08	3.08363445052e-09	1.65528306999e-09	2.75192611606e-10	4.67324132129e-10	1.99078736578e-10	2.17025845435e-10	2.98949879321e-10	2.14568572408e-10	1.90733705276e-10	1.74257739846e-10
e	0.140293263094	0.633948261311	0.222197227236	0.00349309690747	6.77045185826e-05	3.89178115357e-07	7.34323944177e-08	3.90717918351e-09	2.06492582333e-09	2.18201482535e-10	4.54188664043e-10	1.29333756859e-10	1.46640086478e-10	2.3073415644e-10	1.41716724136e-10	1.20703032759e-10	1.14508055782e-10
c	0.083870937698	0.59835481377	0.312762915745	0.00478015341049	0.000228000390861	2.40078471845e-06	7.30587959806e-07	9.2579415945e-09	4.29448527444e-09	1.79665997178e-10	2.74864001348e-10	1.24034551286e-10	1.37414622159e-10	1.7264832548e-10	1.50120911379e-10	9.80395229197e-11	9.3251264594e-11
i	0.0480191462327	0.534812131257	0.409164781915	0.00768482313683	0.00031484150862	3.24958499282e-06	9.44753165269e-07	1.18638391982e-08	5.59839125815e-09	4.94854308726e-10	6.51133370449e-10	1.19798412762e-10	1.74873377386e-10	2.7293277516e-10	4.1009356046e-10	8.43710296399e-11	7.97900675313e-11
d	0.0426333140776	0.418059957086	0.502849483972	0.0314274943789	0.00474797141454	0.000278251698084	3.29860673376e-06	1.73231800733e-07	1.8673503586e-08	1.36520470291e-09	2.24266832348e-09	1.14124926921e-10	2.26076085795e-10	7.36933825053e-10	5.25975700153e-10	7.97547322133e-11	8.22436128438e-11
è	0.0632025030259	0.369081182362	0.516079051324	0.0444030191263	0.00684555427151	0.000383353625028	4.94387514459e-06	2.74302210244e-07	4.13902665287e-08	1.6215518401e-08	1.38448443078e-08	4.96488289497e-09	1.04806962386e-08	3.13618770835e-09	6.66780308005e-09	4.51194636404e-10	1.61130420128e-09
s	0.0608970366753	0.392481844121	0.448521193775	0.0881861107088	0.00945244305717	0.000458376300676	2.70174311486e-06	1.53794660081e-07	3.68109261762e-08	2.06092206837e-08	1.62978399159e-08	6.62979052499e-09	1.38875116295e-08	3.49642841945e-09	8.68670232002e-09	5.86531630801e-10	2.12366087243e-09
s	0.0356725155584	0.26710095004	0.589218484592	0.0978554745696	0.00967362859006	0.000477705697559	1.12071556495e-06	7.59858866937e-08	2.43257113921e-08	7.94537231123e-09	6.51321261863e-09	2.69820370166e-09	5.08556205983e-09	1.70256945648e-09	3.21701674667e-09	2.334584756e-10	7.21628931143e-10
a	0.0387472195195	0.165017735347	0.664316848197	0.123223945857	0.00845206043435	0.00022201192652	1.98623668816e-05	2.70097705565e-07	4.3488358464e-08	7.30681930374e-09	3.90176927288e-09	1.57865520055e-09	2.41216221994e-09	1.20886685216e-09	1.60334598556e-09	1.76170971867e-10	5.04989935381e-10
m	0.0406658978398	0.123920778449	0.531426792732	0.272296305286	0.0271936361448	0.00433454550551	0.000152091827961	9.07908497852e-06	8.49599752821e-07	7.62094243458e-09	5.96612365763e-09	8.3872107685e-10	1.29454540665e-09	1.10973665072e-09	9.0480453852e-10	1.38157187722e-10	4.30720351394e-10
o	0.0389396792799	0.0927428578163	0.400751630911	0.399900668429	0.0598236820483	0.00762468330184	0.000202736592654	1.28035449928e-05	1.18006571761e-06	4.09965291449e-08	7.03060081921e-09	8.16056835617e-10	1.16912100222e-09	1.16247703024e-09	8.38568299507e-10	1.17098646341e-10	8.52969266731e-10
n	0.03788226776	0.0758239956054	0.284979940304	0.420086789476	0.158336887349	0.0225416665673	0.000336035097551	1.13813966643e-05	9.25267739203e-07	6.04205963816e-08	1.72713992064e-08	8.47957985206e-10	1.36960613407e-09	2.52680469008e-09	2.5125831665e-09	1.13784463114e-10	9.94770493577e-10
a	0.0284440582533	0.0588076722018	0.216368700101	0.391739179825	0.273657819116	0.0305895205224	0.00038135501585	1.08586242214e-05	7.75151889734e-07	4.77561714605e-08	2.04432421355e-08	6.74659301735e-10	1.59548421136e-09	3.38146003003e-09	3.3323353555e-09	7.6527142038e-11	5.87148235859e-10
p	0.0312500424178	0.0459527134006	0.182968423367	0.413509109942	0.244200116372	0.0799340418408	0.00097587022195	0.00117853536007	2.56559969732e-05	4.63064667649e-06	8.11476173112e-07	7.65657483391e-09	4.73766432038e-08	3.865093301e-08	6.70832198517e-09	8.20847906793e-11	5.3547061862e-10
à	0.0374373388059	0.0430674864669	0.155820827789	0.410940069981	0.244121992124	0.10387986728	0.00295928044065	0.00172581092002	3.90945789911e-05	6.80045705883e-06	1.11613618104e-06	4.97670816113e-08	1.00972089401e-07	8.27990690033e-08	4.43453059951e-08	1.46123141356e-09	7.71775478462e-08
m	0.0332392102686	0.042222739489	0.118658602596	0.351744213327	0.323071280708	0.10672555576	0.0226785574802	0.00157794660667	7.62043063304e-05	4.32770851961e-06	6.63517517013e-07	7.63445105371e-08	3.73122211467e-07	6.92128670011e-08	1.06646631998e-07	2.00019689785e-09	1.02685112179e-07
e	0.0306282994229	0.037766872163	0.084165549532	0.256841944442	0.324849360236	0.234840518587	0.0286793044934	0.00211114540222	9.03289537768e-05	2.54155568399e-05	4.98331621004e-07	1.16021730179e-07	5.16528167156e-07	3.8961082667e-08	1.06953540666e-07	9.4421922595e-10	4.10934362897e-08
s	0.0286829314743	0.033519225721	0.0621692941773	0.190682344814	0.299790050079	0.338511616196	0.0383010568311	0.00801589733407	0.000262131219592	6.193939228e-05	1.67531455567e-06	1.69075466726e-07	1.46551877572e-06	9.12746785557e-08	1.49648090222e-07	5.65320575317e-10	2.06274338632e-08
t	0.0251572581581	0.019749911907	0.0764249323924	0.171801554938	0.22833077836	0.402691582065	0.060978107277	0.0142372094447	0.000554814006531	6.41482354267e-05	5.93596908522e-06	1.82807732242e-07	2.62418785857e-06	2.65853526185e-07	7.02917376741e-07	9.73359405844e-09	7.58205282107e-09
i	0.035439897386	0.0256336323023	0.0855370827975	0.146091868313	0.196422507787	0.453647120688	0.0433041846257	0.0129634178149	0.000492211598844	0.000454654549809	6.78955719507e-06	1.24941743075e-06	3.24126471952e-06	4.45087625395e-07	1.70363932558e-06	1.44433815195e-08	1.8782306707e-08
t	0.0306811577953	0.0305126277674	0.0580315462658	0.121777171438	0.221736749262	0.402376013563	0.0993105554086	0.0339721922716	0.000779302329615	0.00077854899327	7.59426256502e-06	4.62936941025e-06	2.87948598065e-05	9.83549691798e-07	2.17741740853e-06	7.34704747317e-09	2.22376189023e-08
à	0.0296986105984	0.0325583629225	0.0487511274219	0.110303399146	0.228423183087	0.379196014521	0.122569965136	0.0466848717572	0.00110688732987	0.00063836834109	1.76930125217e-05	6.32257130342e-06	3.74347186022e-05	3.5947272306e-06	3.89670473618e-06	6.53974286244e-08	2.57844162967e-07
l	0.0316140361995	0.0339252356408	0.0441139848073	0.0963229530487	0.214340157696	0.35967854484	0.137849088379	0.0797699482524	0.00180694312996	0.000523426773697	2.65275661739e-05	3.97922750114e-06	1.51645084341e-05	4.33497884353e-06	5.28267087873e-06	9.02475405415e-08	3.54348625322e-07
a	0.0304041533998	0.0322350748803	0.0385090356024	0.0745881696829	0.156427687565	0.26788173828	0.180800826126	0.187355569417	0.0282037470433	0.00334797868457	6.60557307246e-05	7.80453637337e-05	3.25216810447e-05	4.06396004784e-06	6.40915288262e-05	1.29655117847e-07	1.13973324611e-06
s	0.0288766357999	0.0328581159601	0.0385330985341	0.0588219318943	0.111515660855	0.220940419427	0.195311038709	0.266249789806	0.0406138936811	0.00539206589486	0.000454228446908	0.000131142791245	0.000125478831682	7.46913186826e-05	9.99885229421e-05	1.68524289282e-07	1.64816810537e-06
s	0.0226452592666	0.0193952990867	0.0389012025114	0.0466272672981	0.081619042285	0.277531676476	0.198370232903	0.285087736602	0.0227588778937	0.00495236749829	0.00135310301564	7.4111809415e-05	0.000191620357227	0.000435211579561	5.5905469814e-05	1.52501836427e-07	9.29803215123e-07
a	0.0300339590889	0.0213478424622	0.0429211188371	0.0444357334327	0.065276764095	0.270074025492	0.147265414301	0.309272145534	0.0531784562979	0.0132240263661	0.00147772915188	0.000541241915472	0.000323290712409	0.00048946099152	0.000136569928771	9.83278315476e-07	1.23888366171e-06
s	0.0265375306963	0.0260550284874	0.0352165646124	0.0424111638109	0.069629929365	0.193463015164	0.163030704767	0.335744915178	0.0858104820993	0.0177906774554	0.00148061696396	0.00164486100516	0.000745771904136	0.000210962285507	0.000203988046257	3.96430353849e-06	1.98213038872e-05
t	0.0213459732321	0.0162759231625	0.0365113382041	0.035071881937	0.055988207455	0.206130358388	0.156074763256	0.376692981726	0.0722671330331	0.0167871301518	0.00336038542132	0.00153972585839	0.000907183401379	0.000858179851836	0.000153669742086	4.2277895195e-06	3.09481346291e-05
i	0.0296692004107	0.0209455687208	0.0436228637347	0.036839296979	0.0469166741517	0.185723092796	0.110730599419	0.384885403909	0.106567900011	0.0266103480506	0.00389395030711	0.0013626456428	0.000857771267126	0.00104239009195	0.000308002537362	6.28562217983e-06	1.80273603097e-05
s	0.0265800724702	0.0258534875736	0.0346227249116	0.036087392993	0.0507681153839	0.130097234265	0.121681376473	0.350911634636	0.170730023337	0.0340804646835	0.00567128710237	0.0094517016476	0.00201852325571	0.00053643394865	0.000456750479121	3.05472857266e-05	0.000422248716537
p	0.0308127951567	0.0175754921912	0.0598136459705	0.026793942331	0.0371101904613	0.159947751422	0.095650711491	0.368328651545	0.147136566779	0.0287436638945	0.0108986637008	0.0118452813825	0.00260027051857	0.00156876282622	0.000566794679707	3.47332867755e-05	0.000572105995512
i	0.0376840950522	0.0183006373971	0.0710334796568	0.026014866777	0.0323619788204	0.163740297141	0.067995576497	0.373970590515	0.136517834593	0.0519282682982	0.0101250364669	0.0055267477275	0.00218785180619	0.00175347438341	0.000634636113236	1.53056101252e-05	0.000209322330571
à	0.0289875396841	0.0227391794657	0.0413327645523	0.0328105869257	0.0536447196068	0.147556665714	0.0739253241657	0.298150606838	0.133651473198	0.137794372766	0.0062694467223	0.0178915086758	0.0036026922354	0.000765270779137	0.000768055871079	1.86758377084e-05	9.11116589237e-05
g	0.0237164558947	0.0225949504886	0.0298531935174	0.0328496269752	0.0568391945356	0.132965643905	0.0721380200552	0.257992155613	0.124527349399	0.189380067589	0.0128715762408	0.0329681818919	0.00636004727847	0.00249615756971	0.00200097639036	7.21000539028e-05	0.000374305949641
g	0.0233459692982	0.0188422554962	0.0342290028391	0.0263802103251	0.0366413395119	0.096495946635	0.0787414600184	0.353730128538	0.1264957848	0.13568364153	0.0299899044136	0.0230637856106	0.00560954142616	0.00802232372324	0.00218729609679	7.98335759676e-05	0.00046156701988
i	0.0249981117661	0.0185983231654	0.0364620309464	0.024431141775	0.0283664621706	0.0773842228783	0.0679787333395	0.347561582846	0.1602141566	0.13513819951	0.0425016491379	0.0155073591835	0.00910603780872	0.00868703170775	0.00275091389893	9.93611633225e-05	0.000214661453293
a	0.0216324032554	0.0195657667218	0.0256710289821	0.0224911922583	0.0260207673902	0.0489332442928	0.0505776287798	0.216827317615	0.2097934622	0.211760796503	0.0346498517126	0.0610929153945	0.0342412802696	0.00449802116925	0.011627886533	0.000201526054441	0.000414922037764
e	0.0260560504185	0.0254813025739	0.0276425683274	0.0272385757528	0.0301513201301	0.0427053057643	0.0465386459266	0.156399507538	0.196689470733	0.248768065501	0.0178628555709	0.0901670167982	0.0424131120899	0.00280721365642	0.0175213638443	0.000326087658147	0.00123155846592
p	0.0232856676395	0.0231267967913	0.0288208927758	0.0270526579176	0.0305108983767	0.0416946269214	0.0556603406422	0.194550587513	0.213050810244	0.192346475167	0.0560905435236	0.0536519199327	0.02212804113	0.0236531806855	0.0109635560814	0.000633706052716	0.00277930408864
ì	0.0126043470465	0.0125034898638	0.0193644992586	0.0171685913059	0.0208907284589	0.0321387923071	0.0502689195474	0.202338092504	0.211180336748	0.167212568389	0.0744451021745	0.0908550093109	0.0214802494767	0.0331898088952	0.0289913174938	0.00205940081757	0.00330873339621
