 	lo	sentii	ee	che	arrivava	</S>
t	0.97580975	0.024076051075	9.58287485e-05	8.929088e-06	9.42444214e-06	6.028087532e-08
o	0.94138577	0.0584328246917	0.0001747766295	3.48761079867e-06	3.15924004827e-06	2.07731363533e-08
n	0.66951627	0.259584341564	0.0706866574098	0.000204478685398	7.43420225769e-06	8.73592113151e-07
ì	0.302098345	0.361646357188	0.331792685803	0.00443727990847	2.02546640859e-05	5.12857517105e-06
k	0.156658963333	0.281050085729	0.549729628601	0.0124644036362	8.42895756953e-05	1.26369937237e-05
u	0.117815392778	0.24202111191	0.591013519534	0.0489936855454	0.000101143927565	5.51205872412e-05
s	0.0986949312593	0.189541077303	0.632858563178	0.0777139638485	0.000992476794855	0.00019892149908
a	0.0838421457531	0.144403779101	0.544797767726	0.222566843283	0.00389580853162	0.000493597159693
e	0.0827197999177	0.111490466367	0.338852759242	0.432693621094	0.0277877488439	0.00645558878656
e	0.0927810713059	0.104979135456	0.210125489747	0.422425067031	0.134271959615	0.0354172519289
k	0.179626777102	0.082922106152	0.127240453249	0.270881792344	0.294881296538	0.0444474973096
a	0.182357812367	0.049293538384	0.0723894744163	0.204640544115	0.416652375513	0.0746662024365
è	0.074806549789	0.0324691644613	0.0640120414721	0.243256701372	0.475188481838	0.110267064146
s	0.0417005289297	0.0289123554871	0.0581095771574	0.231717483791	0.476413633946	0.163146434715
t	0.0908208229766	0.0357871994957	0.0442751757191	0.16123219293	0.511666917982	0.156217707572
a	0.106041611659	0.0369106058319	0.035374857573	0.100300946977	0.479199679327	0.242172298524
z	0.0509984208863	0.0281311506106	0.0301302258577	0.0735768599923	0.406917593109	0.410245726175
z	0.0302335326288	0.0179547885369	0.0194550537192	0.0505780673308	0.593721191036	0.288057333392
e	0.0256741858763	0.0168831578456	0.0168949786731	0.0313782297769	0.606203940345	0.302965499131
</S>	0.0266427764382	0.0223412179228	0.0230301793366	0.0354828698885	0.438906685172	0.453596284565
