 	se	vieni	a	casa	ogni	sabato	</S>
a	0.551566475	0.44024759	0.00307144563	0.0049912616379	0.000115605519369	5.1776651277e-06	2.4369962098e-06
n	0.458843308333	0.392659173333	0.0417923368633	0.103591710971	0.0030221594727	9.04757981277e-05	8.382320318e-07
è	0.324406539444	0.201904144444	0.218131828954	0.24860087699	0.00683689082423	0.000119205199443	4.50716539267e-07
r	0.161324709815	0.205153434815	0.396816252985	0.22967507233	0.00695948314141	6.90059182143e-05	1.96339028642e-06
t	0.297510313272	0.280394871605	0.306625536662	0.111253777752	0.00415930627547	5.38266018714e-05	2.32244969744e-06
i	0.328551336424	0.247052500535	0.321491397887	0.100771186226	0.00211187888682	2.07978172905e-05	8.74112611113e-07
è	0.143356677475	0.142983398178	0.409970232629	0.282497075409	0.0211698667289	1.45379042968e-05	8.20652564704e-06
s	0.0975049724917	0.104266990726	0.321510887543	0.428834225136	0.045401912243	0.00243756881077	4.3441515549e-05
s	0.0831861018306	0.0999633169087	0.391232972514	0.385080865045	0.0361525669143	0.00433230667026	5.18555678497e-05
u	0.0695872416102	0.0905792069696	0.384119664171	0.352922765015	0.0928661651381	0.00970771862342	0.000217240703617
k	0.0887753672034	0.0831500903232	0.27188290139	0.389049941672	0.125342848379	0.0383052412078	0.00349361018787
u	0.0842077214011	0.0684699984411	0.20035490713	0.314520737224	0.22417262946	0.100175313736	0.00809869139596
à	0.054362819467	0.0501524088137	0.108084313377	0.206824565741	0.414268596487	0.154220707912	0.0120865897987
i	0.0467882731557	0.0455581629379	0.077507185459	0.163109421914	0.477949965496	0.159820499304	0.0292664605996
s	0.0475401543852	0.0463974343126	0.0609500184863	0.104905658638	0.379273305165	0.313412546435	0.0475208435332
à	0.0380267781284	0.0373527147709	0.0427298374954	0.0605587788793	0.212408585055	0.524860115478	0.0840631445111
m	0.0311070070428	0.0309243985903	0.0336683118318	0.0435362509598	0.138673631685	0.574247285159	0.14784308817
b	0.0236348830143	0.0202185393301	0.0289107072773	0.0339197306533	0.102417217228	0.669365758386	0.12153316729
a	0.0195010290048	0.0150729495767	0.0254943717591	0.0276888192178	0.070876451076	0.643310169462	0.198056226997
</S>	0.0198456320024	0.0177431267884	0.0232854668795	0.0255653726089	0.058944738538	0.522939734731	0.331675963498
