 	ora	che	loro	non	vengono	più	</S>
à	0.994993	0.0039571185	0.000642844447	0.000314064429915	7.0588528144e-05	1.7586964791e-05	4.8148648955e-06
r	0.676005276	0.311732220167	0.0119658259137	0.000184806296582	6.84039714773e-05	4.13929531243e-05	2.06969546217e-06
t	0.435146068	0.548822820056	0.0157456706516	0.000152877330527	8.12900071591e-05	5.01242868748e-05	1.15981637972e-06
e	0.441345646	0.549559486685	0.00897163323087	6.45505729423e-05	4.0765321413e-05	1.75261383299e-05	4.02497698907e-07
k	0.252114587333	0.734368162228	0.0123159254103	0.000939842522081	0.000228677386164	3.25886129816e-05	2.22706179636e-07
a	0.136892667778	0.842232470743	0.0177296431368	0.00280065700736	0.000306612302721	3.77509354272e-05	2.31570243212e-07
c	0.108863740926	0.649741206914	0.208237363379	0.0329291991025	0.000208167474907	2.00892195757e-05	2.62750551071e-07
ì	0.0665296553087	0.366212255638	0.479177521126	0.0874303913675	0.000587283234969	5.61763565252e-05	6.71454117036e-06
n	0.0523984251029	0.284375038546	0.516362947042	0.143658047122	0.00302727114499	0.000165406748842	1.28701447235e-05
i	0.0469741960343	0.219298548515	0.430034622347	0.295983202374	0.007469157815	0.000212087979614	2.82400655745e-05
e	0.0509503830114	0.120686001838	0.329309594116	0.455163000791	0.041852396605	0.000980283599871	0.00105837881052
n	0.0535315170038	0.106220360613	0.261426651372	0.47285928693	0.0903244722017	0.0133451366333	0.00229261160351
è	0.0470532050013	0.093154165871	0.216910393791	0.437156815643	0.178614237401	0.0219835895444	0.0051276540345
r	0.0420598316671	0.0657265242903	0.172593341264	0.412204751881	0.284669989134	0.0149820547148	0.00776353584483
k	0.024615401829	0.193021534763	0.126252932755	0.320768410627	0.317435689711	0.0108954261049	0.00701062911494
o	0.0150456975497	0.227403510254	0.071016184585	0.192721610209	0.306841543237	0.135369752368	0.0516017450383
t	0.0131694116166	0.106417138751	0.050854266195	0.120835858736	0.356942174412	0.275869100789	0.0759120683461
t	0.00592825229553	0.17848958625	0.034352004065	0.0746605415787	0.402613164804	0.253714483596	0.050241961782
e	0.00832815975518	0.18924220075	0.025317251355	0.0515250825262	0.298793048268	0.271307854532	0.155486399594
p	0.0103202627184	0.0835647069167	0.0295430804517	0.0442643761754	0.217142332756	0.406830181511	0.208335069865
l	0.00505197990613	0.0532696809722	0.0215698126172	0.0272876896251	0.162057975919	0.61097173717	0.119791166622
è	0.00748483416871	0.0376144889907	0.0158546480057	0.024997202775	0.11355036364	0.603222269057	0.197276238874
o	0.0121060970562	0.0242651496636	0.0200611223352	0.035254913925	0.11947056288	0.433151359686	0.355690829625
</S>	0.0122159960281	0.0212355128318	0.0208662656676	0.0351578034625	0.11023010894	0.395206299843	0.405088049813
