 	quando	io	divento	vecchia	vendo	la	casa	vendo	la	casa	a	Trieste	vengo	e	abito	a	Martano	</S>
m	0.996514705	0.003478235495	2.4535848e-06	4.5557573e-06	3.12125292e-09	1.263830897e-09	1.1167853e-09	1.034747925e-09	1.008637842e-09	9.891761305e-10	9.993742615e-10	1.013162057e-09	9.986586135e-10	9.97306772e-10	9.93268775e-10	9.985937145e-10	7.909575583e-10	9.91760622e-10
ò	0.987655351667	0.0123360896983	6.56044896667e-06	1.96241483333e-06	2.018479792e-08	1.06457639637e-08	4.7946545e-09	2.107455625e-09	8.96483442e-10	1.0453371305e-09	1.00327159483e-09	1.28033849033e-09	4.714571135e-10	5.27015672e-10	4.67893668333e-10	4.71986507833e-10	4.323597583e-10	3.76779090667e-10
t	0.864159073889	0.135802855899	3.55614083222e-05	2.46203514444e-06	8.59175593067e-08	1.49384331879e-08	6.49347023333e-09	2.71457798833e-09	9.28915207333e-10	1.11823788683e-09	1.01618279694e-09	1.38416192011e-09	2.90582026167e-10	3.67466380333e-10	2.86215424111e-10	2.90947857944e-10	3.142870481e-10	1.65245256622e-10
t	0.831474731296	0.168479923666	4.26061307741e-05	2.66858470148e-06	9.20279604356e-08	6.75733986263e-09	2.84809252111e-09	1.18058766278e-09	4.20431995778e-10	4.57751800943e-10	4.15598774313e-10	5.18221541703e-10	1.63733710389e-10	1.77811716444e-10	1.52021686037e-10	1.59828714648e-10	1.074450893e-10	8.2153685274e-11
i	0.706951627099	0.292965619589	8.05490495914e-05	2.16562515383e-06	3.61666751452e-08	3.58003212088e-09	1.3638401837e-09	5.28739947593e-10	2.91512348593e-10	2.91824902314e-10	2.95573951438e-10	2.96869348901e-10	2.0491573013e-10	1.91849022148e-10	1.51731435346e-10	1.90340648216e-10	1.33533641033e-10	6.7382138758e-11
i	0.372843512366	0.618574619863	0.00854036264653	4.14507603179e-05	5.44449060484e-08	2.97303704029e-09	1.0339022279e-09	4.83597045864e-10	3.80466799531e-10	3.78029640771e-10	3.62811767146e-10	3.682360563e-10	3.05869923377e-10	2.90748817383e-10	1.97395691782e-10	2.82151166072e-10	3.00819413678e-10	7.21238432527e-11
v	0.239097160789	0.628801923288	0.116046474216	0.0159331241201	0.000114459922672	6.74893241845e-06	9.0539027276e-08	3.08768963862e-09	6.7615466651e-10	5.8923431359e-10	3.93857449049e-10	4.28752275433e-10	2.66496980126e-10	2.66758227128e-10	1.72704930927e-10	2.42395958691e-10	2.69913095559e-10	6.13886006509e-11
ò	0.183790783596	0.541226904429	0.252864868072	0.0219549787734	0.000153094706257	9.10114080615e-06	1.87574232425e-07	2.30397938795e-08	7.30082448884e-09	1.12572216379e-08	6.98007284302e-09	2.31531469848e-09	2.10717846571e-09	1.04596820371e-09	3.79262110064e-09	1.32481421623e-09	6.89725445619e-09	1.6340241445e-10
e	0.107434385865	0.50699639481	0.375703389357	0.00980075789113	6.13641984523e-05	3.44754913538e-06	1.69555280808e-07	2.78750466932e-08	9.20568596295e-09	1.46306240026e-08	9.17699404767e-09	2.96751573283e-09	2.74754979524e-09	1.31015443457e-09	5.00419960188e-09	1.70691064674e-09	9.15722297873e-09	2.0044605515e-10
g	0.076649409955	0.379808181603	0.522699083119	0.0206096075304	0.000209910590484	2.35074259118e-05	2.70149416936e-07	1.21475199644e-08	3.46870905432e-09	5.1636949042e-09	3.19951767256e-09	1.18060985761e-09	9.58931080613e-10	4.72238281523e-10	1.67974781796e-09	5.98637632347e-10	3.11723443458e-09	7.17105473167e-11
h	0.071695811985	0.295276443868	0.55106248104	0.0816446225101	0.000289461996828	3.07627819373e-05	3.88940195645e-07	3.04100399881e-08	3.66047775144e-09	2.79569704807e-09	1.57677461419e-09	1.6734789992e-09	6.58207102404e-10	4.91091063841e-10	5.94847814987e-10	2.07180843549e-10	1.0429895646e-09	2.99829177056e-11
è	0.0811960746617	0.303594917956	0.517083727013	0.09740649817	0.000629046898943	7.56887522791e-05	1.32351743652e-05	4.75324213329e-07	7.06687997171e-08	2.48677294316e-07	4.31182343714e-08	7.3427167664e-09	5.0313956008e-09	1.36632748795e-09	1.86988109833e-09	1.16443687185e-09	9.16289865961e-09	1.05128159235e-10
n	0.0742421635539	0.268606195985	0.527665575671	0.128157426723	0.00116646009965	0.000141805954093	1.93187616551e-05	6.0498056911e-07	9.09131182724e-08	3.29844939782e-07	5.65078274905e-08	8.03596329547e-09	6.15478777927e-09	1.33219972298e-09	2.26297611828e-09	1.47885947212e-09	1.18793084932e-08	1.26028073945e-10
