 	il	morto	si	piange	</S>
o	0.54231373	0.457645722	2.141087667e-05	1.88331272e-05	2.59582105e-07
a	0.322180196667	0.674535974	0.002986992	0.000291329323867	5.471307845e-06
p	0.402821298889	0.509113874667	0.0637801646667	0.0241035689413	0.000181077189615
e	0.379377472963	0.503265281556	0.0853307788889	0.0317826958538	0.000243766793538
t	0.250521374321	0.630235950519	0.0906231602963	0.0244331204913	0.00418640164818
a	0.196598358107	0.623971683506	0.139471253432	0.0343579558304	0.00560077005606
m	0.138870626036	0.549916727835	0.205257904477	0.0439989062768	0.061955851192
m	0.272273792012	0.369905315945	0.207090126159	0.0577833197589	0.092947466064
è	0.337754314004	0.303093705315	0.267113023386	0.047646769253	0.044392193988
n	0.184852794668	0.312076818438	0.439779474462	0.0360643190843	0.027226553296
o	0.089109023556	0.223112500813	0.441649968154	0.197746653028	0.048381813432
i	0.0509143865187	0.104671787271	0.338276359385	0.428770467676	0.0773670078107
k	0.104812372173	0.10051711809	0.316184696462	0.364084275892	0.114401562604
l	0.131174224058	0.107649459363	0.238342935487	0.164865618631	0.357967764201
è	0.0708564510193	0.0676434387877	0.138552191829	0.205055329544	0.5178925914
e	0.0360683603398	0.0388624429292	0.152612457276	0.359388553181	0.413068180467
t	0.0637079704466	0.0672902786431	0.219911119092	0.342377294394	0.306713326822
e	0.0773404568155	0.0792975045477	0.199677223031	0.259196344798	0.384488475607
</S>	0.0550552784077	0.0562446597739	0.120979736515	0.246099242399	0.521621087804
