 	il	ladro	poteva	entrare	da	qui	</S>
o	0.77805768	0.221587746	0.000306483446	4.3697464e-05	4.30189815e-06	5.815216e-08	4.2032675e-08
l	0.547083183333	0.444131682	0.00810815382533	0.000651102738	2.57274518167e-05	9.622655e-08	4.15968593333e-08
à	0.365008774444	0.623339494	0.0107799433084	0.000839996207933	3.16317131956e-05	9.81006433333e-08	3.30363414444e-08
d	0.288241858148	0.690595531333	0.0207851734695	0.000365783044578	1.15742987552e-05	4.79085571111e-08	2.84719565815e-08
r	0.402898562716	0.572671150444	0.0242135618898	0.000211799847859	4.90802397507e-06	3.02788953704e-08	1.07688596148e-08
o	0.398618415905	0.546329090148	0.0548528340299	0.000197563288953	2.09165531502e-06	2.11805457901e-08	7.92193965927e-09
ì	0.187702854968	0.579095423383	0.231659334677	0.00153201318298	1.02733014717e-05	2.51401555967e-08	7.00944110198e-08
s	0.103912147989	0.441318877794	0.425915224892	0.0286336913943	0.000218944078824	3.08513175199e-07	7.73924853673e-07
o	0.0876025509963	0.305040709265	0.447222614964	0.158846552131	0.00128466792627	7.753328584e-07	2.10354448456e-06
z	0.0772117526654	0.219962253088	0.447737064988	0.24670306071	0.00820151840876	0.000176222579619	8.09276836152e-06
e	0.0637108052218	0.166352029363	0.379587538329	0.320929636903	0.0690517138029	0.000330324333206	3.79079507872e-05
è	0.0652385270739	0.113320918121	0.24937148611	0.409771832301	0.160598251268	0.0013470915644	0.000351877596929
m	0.0689458090246	0.0966222540403	0.208387628703	0.457090697434	0.164043320423	0.00338273492147	0.00152755669898
b	0.0514782383415	0.0638239143468	0.132799398901	0.653801955811	0.0935605268077	0.00292643557216	0.00160953402939
i	0.0382359197805	0.0425452221156	0.0724645356337	0.580697861937	0.176461432269	0.0656465464557	0.0239484803395
a	0.0414463315935	0.0440504117052	0.0583381975446	0.252968180646	0.26772280409	0.281998442152	0.0534756134465
p	0.0517303838645	0.0423712425684	0.0629862081815	0.154698043549	0.21228955803	0.427952087384	0.0479724434822
ò	0.0517988049548	0.0382675365228	0.0609186540605	0.12340318285	0.16421259601	0.438836389128	0.122562810161
t	0.0318463153183	0.0273439625076	0.0371813716868	0.0710932866167	0.136853005337	0.461902349709	0.233779683387
t	0.0253518994394	0.0186430074359	0.0396299542289	0.153709556206	0.202922695112	0.38706369657	0.172679163962
u	0.0254453068131	0.018213184412	0.0416457754096	0.176392268735	0.197170940037	0.308966755523	0.232165747487
</S>	0.0274481874066	0.023858822206	0.0357854517048	0.104295769367	0.119453482519	0.311666012761	0.377492243743
