 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.594776825	0.404945523	0.00025501137	5.53481341e-06	1.648708694e-05	9.1626909e-08	5.43582398e-07
ì	0.337126485	0.661066007667	0.00178191287	1.95026147433e-05	5.86344969333e-06	5.05523363333e-08	2.28542984667e-07
s	0.267543541667	0.727879735889	0.00454946619	2.47620314144e-05	2.45610205111e-06	2.03402064111e-08	9.06823546557e-08
i	0.206812273889	0.78873987863	0.00443688946333	9.94013057147e-06	1.02464093437e-06	7.2419911337e-09	3.16345317852e-08
f	0.15889080463	0.666349459543	0.119275378788	0.0410900653938	0.0142848896365	2.73903287057e-05	8.20268623511e-05
a	0.184068591543	0.516286133181	0.224237296263	0.0561903879979	0.0190714409188	3.65562491186e-05	0.000109580536784
m	0.235719487181	0.41301208106	0.241433592088	0.0873169971993	0.0222231656796	0.000130484147256	0.000164158814928
ì	0.21047036906	0.214968583687	0.369022110696	0.176138805733	0.0290462568932	0.000166783001085	0.000187070783309
g	0.102818589687	0.132481324562	0.433737796899	0.308561378578	0.0219412496311	0.000272174872362	0.000187490959436
l	0.274960183229	0.107535440187	0.292994955633	0.309165972859	0.0148568262104	0.000302671894387	0.000183988104612
i	0.339090681076	0.093745128729	0.168811988544	0.259031110953	0.137787091737	0.000720979168396	0.000813082739671
a	0.139848615025	0.0608282905763	0.124763631181	0.298047716984	0.334592357246	0.0314903259561	0.0104290985132
e	0.0793879713417	0.0542198045254	0.0931380353937	0.239422505661	0.380087695749	0.124266447319	0.0294775675044
n	0.0667901244472	0.0572378435085	0.0746346374646	0.179100751887	0.35409362525	0.17147031244	0.0966727078348
è	0.0492606978157	0.0448409131695	0.0544822081549	0.145914347296	0.330851608417	0.25028107748	0.124369123945
c	0.0457822632719	0.0447065820565	0.054442249385	0.126993582432	0.321894326139	0.328815275827	0.077365688315
h	0.229053351091	0.0437771663522	0.047909785795	0.103395107477	0.310366982046	0.221180352609	0.044317242105
i	0.27730711103	0.0305340224507	0.0306956679317	0.0661858624923	0.231062810682	0.20337695487	0.160837577702
n	0.11941841901	0.0366930318169	0.0354551676439	0.0551460754974	0.185093386894	0.31992560829	0.248268292567
a	0.0674250870033	0.0393380182723	0.0370248608813	0.0475985518325	0.150718773965	0.368964456097	0.288930204189
f	0.0655825733344	0.0317156760908	0.0251377362938	0.0404542092775	0.0971457149883	0.361117732032	0.378846338063
à	0.0640407994448	0.0282463623636	0.0202388114313	0.0371045317592	0.0782260786628	0.355819210677	0.416324246021
i	0.0363999158149	0.0245126911212	0.0224338621438	0.0313957735864	0.0587580798876	0.345087413559	0.48141229534
</S>	0.0311107469074	0.0251889620606	0.0244206285719	0.0303963332932	0.0499542129438	0.32513422178	0.51379489767
