 	non	mi	aspetti	che	non	vengo	</S>
m	0.497966925	0.00623631436	0.49575272	7.42116135e-06	3.636832765e-05	1.605242775e-07	7.2555792e-08
ì	0.586700948333	0.00687290468667	0.406380073333	1.211054435e-05	3.38833518767e-05	6.03747465e-08	3.44352143333e-08
m	0.506858439444	0.105102271462	0.387802019111	0.00019407696145	4.30846752856e-05	1.344692945e-07	2.20771821111e-08
e	0.391243764148	0.155206885821	0.452844667704	0.000653056120483	5.14770907619e-05	1.64831224167e-07	2.5172779037e-08
m	0.158193095716	0.377009370607	0.455761074568	0.00643943984016	0.00167737288059	0.000919533287591	1.45360886346e-07
ì	0.109974998572	0.552135603536	0.238025143523	0.0898977109467	0.0086545115602	0.00130533859586	6.71964948878e-06
n	0.122581302857	0.462397347845	0.249837364508	0.132168162649	0.0320938705201	0.000887046731953	3.49376154963e-05
i	0.0946034942857	0.333898516615	0.187068294836	0.201511579883	0.181984018507	0.000826446190651	0.000107701768499
k	0.0934698947619	0.214888686205	0.083060032612	0.373990093294	0.225760147169	0.00494660097688	0.0038846038695
a	0.097541398254	0.173566322068	0.0499704025373	0.435376524431	0.22902836339	0.00710701942563	0.0074099849565
e	0.063961299418	0.094115623356	0.0505321495124	0.353186308144	0.408459114463	0.0201328679085	0.0096126309855
n	0.070898079806	0.0767810521187	0.0474955845041	0.212752152715	0.439458178154	0.0747543319695	0.0778606119952
è	0.068519844602	0.0652807797062	0.040927228168	0.124883412905	0.327006292718	0.265393490657	0.107988941665
r	0.0551019028673	0.0556340739021	0.0400466953893	0.131625146302	0.298793117573	0.352947670219	0.0658513938883
k	0.0545685366224	0.245438684634	0.0355127621298	0.144225528767	0.245691842524	0.21429636674	0.0602662786294
o	0.0416752058741	0.294867898211	0.0271806623766	0.0976152612557	0.141752024175	0.187968918913	0.20894001121
m	0.0347072946247	0.12807462607	0.0189780702255	0.0626656304186	0.0932365723917	0.354892932971	0.30744484707
e	0.0339605738749	0.0739948820233	0.0178125775085	0.0490434251395	0.0621146271306	0.38743293099	0.375640959023
</S>	0.0319124034374	0.0520405660116	0.0239142417542	0.0414619625698	0.0557530415653	0.301747725495	0.493170029512
