 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
t	0.99869635	0.001302233145	1.356769775e-06	2.15695995e-08	2.09821195e-09	2.047535315e-09	8.767662955e-10	1.016082497e-09	8.2502782765e-10
ù	0.99792565	0.002071769015	2.46007770833e-06	6.15305728333e-08	1.96824868167e-08	1.27054636483e-08	1.67719571288e-08	1.5505476697e-08	6.41217769432e-09
t	0.970157716667	0.0297774608383	6.46815852361e-05	7.58963282778e-08	2.58735269389e-08	1.63136399628e-08	2.21687688563e-08	2.04390694557e-08	8.28115356577e-09
t	0.961644238889	0.0382720786661	8.3634825602e-05	4.17975314259e-08	1.0755425413e-08	6.81628773427e-09	7.6367513421e-09	6.9899607819e-09	2.77341132959e-09
o	0.97997557963	0.019762383942	0.000261933569057	1.12500311809e-07	1.36590519043e-08	4.58629514476e-09	5.6655796907e-09	3.51997593397e-09	1.35606914986e-09
t	0.860640126543	0.130520573981	0.00883782522302	1.41747238394e-06	5.17211126348e-08	3.39329001492e-09	7.58564523023e-09	2.73837521132e-09	9.45996573287e-10
r	0.769993598848	0.218436967994	0.0115675689077	1.82026290131e-06	5.80704791116e-08	4.81688907164e-09	7.11176774341e-09	2.06747580377e-09	3.88054251096e-10
a	0.626173662949	0.366800052665	0.00702084646923	4.32472474044e-06	1.02585242594e-06	1.39898723357e-07	7.76625258114e-09	4.25604270126e-09	1.95666402037e-09
v	0.376155194316	0.565538450888	0.0575815828231	0.00071793301558	6.54040427531e-06	3.11365867786e-07	2.73050738604e-08	1.54150489004e-08	2.61050274012e-09
ù	0.262069274772	0.639462716963	0.0969130076077	0.00152412360519	2.90517304251e-05	1.66287249926e-06	8.10485779535e-08	3.98024786335e-08	5.48959111467e-08
d	0.172835984924	0.551453795654	0.270349189203	0.0052341248684	0.000124538696808	2.11414469975e-06	1.20947902651e-07	3.92536654445e-08	7.26172102156e-08
i	0.120676428308	0.339145931885	0.532382029734	0.00760253495613	0.000191551695603	1.39281006658e-06	9.55116518837e-08	1.87763017148e-08	2.79087145719e-08
e	0.106461512769	0.182274560628	0.571415349911	0.138071086152	0.00176657754187	6.07646918886e-06	4.58666782496e-06	2.48560127905e-07	3.30005461906e-08
e	0.0968267175897	0.0790142305427	0.444807446637	0.369195995384	0.0100480851806	2.78463153963e-05	7.77861559417e-05	1.5280875893e-06	3.62115022064e-07
t	0.0858054425299	0.0494331871809	0.273334095546	0.541597618461	0.0429911607269	0.0065674614018	0.000170277371981	9.53432551631e-05	5.40556464069e-06
o	0.0730282191766	0.0567065403936	0.202205258515	0.577821906154	0.080550553909	0.00940027993393	0.00014301663666	0.000127031997821	1.71900898802e-05
n	0.0658783847255	0.0485385387979	0.183960519505	0.553921992051	0.135871826636	0.00747126244464	0.00424384970489	7.61412320403e-05	3.74708749601e-05
è	0.0534512249085	0.036543928266	0.138227623168	0.531182634017	0.222968455545	0.0108331864815	0.00666226950163	6.24784656801e-05	6.81908149867e-05
g	0.0454039583028	0.040625526422	0.103788427723	0.434372791339	0.318712795182	0.0534348054938	0.00343869957388	0.000132494856893	9.05174033289e-05
r	0.0327906614343	0.025726078474	0.0610931315743	0.32164072378	0.318164385061	0.238703181831	0.00140749713129	0.000405588552298	6.8751668443e-05
a	0.0273640274781	0.0194013944913	0.0372155185248	0.210089517927	0.266191861687	0.350530373944	0.0647581853438	0.0225579817508	0.00189111187015
t	0.027723334826	0.0230848274971	0.0339672908416	0.146612482642	0.269589093896	0.372721174648	0.0871878311146	0.0358804689169	0.00323347799005
s	0.0308897056087	0.0202246708324	0.0247179657805	0.114486370881	0.201862231299	0.555297518216	0.0308100617382	0.0195702991723	0.00214114313002
e	0.0337423705362	0.0231554969441	0.0232121317602	0.072744237627	0.121048780433	0.531051339405	0.0934891292794	0.0922162409241	0.00934023131001
è	0.0296346215121	0.0261387773147	0.0273622769201	0.053412854209	0.112028565478	0.335778989802	0.245745303093	0.152905466975	0.0169931394367
n	0.033374740504	0.0320045117716	0.03364571864	0.0488741780697	0.103135601826	0.267687993267	0.337923194364	0.130770428992	0.0125836363789
a	0.0377741908347	0.0367621525905	0.0383061312133	0.0448175856899	0.074548979942	0.182104524422	0.301538108121	0.259854329664	0.024293995693
p	0.0452720222782	0.0392990758635	0.0363115144044	0.05520641423	0.0673662279807	0.239363351474	0.174189249374	0.296937693221	0.0460544628977
o	0.0434051050927	0.0360345812878	0.0312809371348	0.0544292440767	0.0614294206602	0.259071207158	0.133928163125	0.273910481074	0.106510860966
è	0.0265305440309	0.0240183824293	0.0227331450449	0.0319920690256	0.0410492632201	0.136273512386	0.197567694375	0.370337803691	0.149497596989
t	0.0220775783436	0.0207667828098	0.0212063043483	0.0258445243419	0.03511287274	0.0947517807953	0.191131458125	0.396686927897	0.192421788996
a	0.0228374977812	0.0218822109366	0.0228526414494	0.0251552847806	0.0309044182467	0.0629879852651	0.125812727375	0.382294985966	0.305272249665
</S>	0.0237015508906	0.0231660024683	0.0237655157247	0.0251215403903	0.0287982151233	0.0480732351325	0.0973834706875	0.366489082983	0.363501384832
