 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
t	0.99849222	0.00145145725	5.52946185e-05	1.04682085e-06	1.9334046e-08	1.885246845e-09	1.763785895e-09	2.33784000095e-09	8.42511671e-10
ù	0.968656036667	0.0312849124833	5.81644551667e-05	8.12216216667e-07	3.6243496e-08	2.00179961783e-08	1.27747158283e-08	2.33937090095e-09	4.021478471e-09
o	0.659463885556	0.340138970828	0.000396473551722	5.62245105556e-07	3.77048426667e-08	2.64692912928e-08	1.64603656328e-08	2.36614185198e-09	5.08684601133e-09
o	0.298650475185	0.698897480276	0.00244731558391	4.65826620185e-06	2.57318028889e-08	1.73722546643e-08	6.09976040093e-09	9.43654558993e-10	1.74181497144e-09
f	0.170783041728	0.579790820092	0.234520272295	0.0145457092926	0.000358331816782	1.80576121422e-06	1.0814296967e-08	9.17893709664e-10	7.53386293813e-10
r	0.098224831576	0.260648424364	0.621151890765	0.0194922136509	0.000480217393094	2.40996971474e-06	1.2076718589e-08	7.83412759221e-10	4.01811761271e-10
a	0.0878595248587	0.372221395788	0.533041706922	0.00670965138363	0.000165377128198	2.31971664825e-06	1.28143271297e-08	9.05532897574e-09	4.20703952709e-09
b	0.0945506549529	0.536810471929	0.333541828974	0.0323224034079	0.0017853543524	0.000989092770983	2.03580497043e-07	2.05591423252e-08	5.90510640903e-09
b	0.216920814984	0.32970775831	0.408785549658	0.0409462224026	0.0023228837511	0.00131653476736	2.58696133348e-07	1.56022832488e-08	2.46982971634e-09
i	0.254210494995	0.26462311377	0.438148646553	0.0415952857342	0.000855470694	0.000566771032821	1.61493885449e-07	8.002982889e-08	6.72634691878e-09
k	0.188566308332	0.333024307923	0.365774725518	0.109041373578	0.00295524537467	0.00063404811094	3.82911306848e-06	1.04209138963e-07	7.88849023063e-08
è	0.194062149444	0.350396322641	0.259730501839	0.183515194526	0.00788630345822	0.00439611720365	1.11850210228e-05	1.97173557232e-06	2.42377650769e-07
s	0.126250057481	0.310943287547	0.28112671728	0.218931398175	0.0320634951527	0.0306414874012	4.01165593409e-05	2.75209181077e-06	7.03435240256e-07
s	0.0954922434937	0.177124967849	0.489249082427	0.166378092725	0.0361874402509	0.0355226919264	4.36106012336e-05	1.07793105519e-06	8.40680793419e-07
a	0.0914991224979	0.0958333546163	0.467742444142	0.289618180908	0.0399213439503	0.0153435227682	3.74314688645e-05	4.17811461666e-06	4.7229046114e-07
n	0.060411213166	0.0813394982054	0.217467842714	0.503866740303	0.107523341317	0.0291204069227	0.000264993444622	5.31356432889e-06	6.77379237047e-07
o	0.0409234173887	0.0628646174018	0.109157935571	0.467200393434	0.254949117106	0.0639573456409	0.000937540248207	8.5221045663e-06	1.06893351235e-06
m	0.0530870711296	0.0420924271339	0.105620588524	0.410432397811	0.323752522369	0.060232355047	0.00466849008274	3.70657168554e-05	7.70750136375e-05
a	0.0610620937099	0.0383523257113	0.106880022841	0.384183842604	0.35953590079	0.0397983721823	0.00942367102758	0.000603656875618	0.000160149151213
s	0.04323566957	0.0354389775704	0.0680760776137	0.320397590868	0.428148120263	0.0431979187274	0.0473232600092	0.00101827970854	0.0131641109037
t	0.102939524857	0.0216038109901	0.0891952825379	0.222432233623	0.456841750088	0.0326419145758	0.0559224233797	0.000592823235313	0.0178302186346
ò	0.124010115952	0.0198887464634	0.093088301846	0.147616787874	0.456807750029	0.131819009192	0.0201545731699	0.000246183214238	0.0063685117432
r	0.0566301666507	0.0229722564878	0.0495385749487	0.146047329291	0.38515331001	0.270076126397	0.0596679430566	0.00381418782475	0.00610010811273
i	0.0377225818836	0.0272192874959	0.0384063696496	0.126548391764	0.32772968667	0.303882648799	0.113434104352	0.00548928817492	0.0195676350376
k	0.0430837056279	0.0315091534986	0.0541573295499	0.118208752588	0.38293231889	0.223016146266	0.116176956451	0.00247965285831	0.0284360050125
a	0.0433241902093	0.0312696038329	0.0575431881833	0.106583276529	0.356526872963	0.181207972089	0.130437323817	0.00280812295277	0.0902994870042
ì	0.0333077760698	0.0294397039443	0.0387687617278	0.0686515511763	0.229559300988	0.262009240696	0.198242981272	0.0112034650843	0.128817222335
a	0.0263856703566	0.0252368979814	0.0286347235759	0.0476552910588	0.151268992329	0.248069933565	0.216286520424	0.171322344361	0.085139607445
n	0.0353578594522	0.0342144359938	0.0364439485253	0.0459037676863	0.096337059443	0.176121711188	0.147523893475	0.349639991454	0.078457285815
e	0.0410622148174	0.0390778273313	0.0424492895084	0.0480020058954	0.076929067481	0.133634393729	0.114537811158	0.395866833818	0.108440538605
e	0.0352831922725	0.0337802737771	0.0365823458361	0.0401462452985	0.060212871827	0.112842564576	0.119408803719	0.463481074606	0.0982626188683
f	0.0307146054242	0.0225998520257	0.0898352712787	0.0708664050995	0.135048338942	0.0760804613587	0.118154459573	0.340935142969	0.115765435623
r	0.0264851918081	0.0101775081752	0.20972460376	0.0914672483665	0.330671556314	0.0292341392862	0.0774303851743	0.114572200023	0.110237156441
a	0.0241616526027	0.0127164677917	0.190208756587	0.0606122517888	0.309806945438	0.0370184670954	0.0544709387081	0.065231820941	0.24577269338
b	0.0343972832009	0.0271019925972	0.0928920008623	0.0518460295963	0.148303631813	0.0583278326985	0.0807795095694	0.101429810314	0.404921917793
b	0.216530496734	0.0355068031991	0.109822633621	0.0631109631988	0.112463103938	0.0407054658328	0.0691958758565	0.086571437148	0.266093240264
i	0.271222250245	0.0356791700664	0.106348205207	0.0573204897329	0.0899103879793	0.0671008182109	0.0456038979522	0.0292080968693	0.297606694421
k	0.307317538082	0.0740672976888	0.0685053257357	0.061382721911	0.0652225276598	0.0761034104036	0.0298001361007	0.0100148496641	0.307586184807
a	0.328918287361	0.0964597712296	0.0651621919119	0.073057630637	0.0704914208866	0.103484434468	0.0305900714836	0.0045725654857	0.227263614936
t	0.17652145712	0.0718566000765	0.103317237304	0.137537756879	0.148830860296	0.114880398156	0.0374004708279	0.00309817689523	0.206557048312
ò	0.113552421373	0.0515594036922	0.104095877435	0.14542711196	0.151593221432	0.061605926052	0.034797719276	0.142223391698	0.195144936104
r	0.056374016791	0.0344938542307	0.0542956754783	0.0688943769867	0.0758403618107	0.057881100684	0.047848231092	0.267895503899	0.336476888701
i	0.039691749597	0.0310949160769	0.0401872504928	0.0454370713289	0.0508843856036	0.0502416908947	0.049414980364	0.189389747966	0.503658229567
</S>	0.0375584197985	0.0331360845385	0.0378947962464	0.0406154691644	0.0441392403018	0.0461738934473	0.043940145182	0.125365463983	0.591176514783
