 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
à	0.99123775	0.00332109565	0.0053667991046	6.4244498005e-05	6.167794945e-06	1.124083916e-06	9.48354922e-07	4.7110297555e-07	3.912539995e-07	6.573406427e-07	3.3464608625e-07
r	0.669754629333	0.30486665065	0.0252896147713	8.27206546717e-05	4.97390261167e-06	4.49895289333e-07	3.35257747333e-07	1.6088334005e-07	1.32895265833e-07	2.1965177841e-07	1.11922705175e-07
t	0.329321562444	0.637744936883	0.0328148374238	0.000104650770224	1.32464108706e-05	2.93384096444e-07	2.09484374444e-07	6.53055455167e-08	6.32366492777e-08	7.69100708467e-08	4.0077672983e-08
e	0.224344827481	0.763653845628	0.0119370602246	5.0718499868e-05	1.30957134945e-05	1.72293671481e-07	1.54636763148e-07	3.11292970722e-08	3.92982327259e-08	2.94121233489e-08	1.64589574943e-08
n	0.12434695416	0.868416635209	0.00716577932487	6.60275677493e-05	4.43025212583e-06	6.0645500127e-08	5.4315756416e-08	1.10668335774e-08	1.37722664453e-08	1.0103249053e-08	5.8486657385e-09
a	0.110329926387	0.82216626507	0.0674160304416	8.61257892498e-05	1.55913481528e-06	2.73205006757e-08	2.31398468387e-08	6.4304958458e-09	7.57362405177e-09	3.66267438767e-09	2.26629875323e-09
i	0.125027472129	0.602676275023	0.264391233481	0.00787531447975	2.72901489551e-05	1.34440623723e-06	9.74047679946e-07	3.40099516153e-08	2.36599886839e-08	1.74001244256e-09	1.83487295108e-09
v	0.0967670126097	0.344996125008	0.54203029116	0.0133398311599	0.00264214431465	0.000115961341746	0.000108059826493	2.89824039205e-07	2.50342851895e-07	1.48199402752e-09	1.69241331703e-09
ò	0.0513572181032	0.282306065003	0.63636244372	0.0260801463866	0.00359637400488	0.000154090069315	0.000142954233041	3.96566453068e-07	3.17037152632e-07	7.29329974251e-09	1.5088706839e-08
s	0.0474065533677	0.312443398334	0.599305557907	0.0388578061289	0.00183451116829	0.000101972035172	4.98370310903e-05	2.22914014356e-07	1.32150837544e-07	8.81666776084e-09	1.92780030097e-08
t	0.0284706197259	0.419518999445	0.526161109302	0.0246053630763	0.00114096652376	8.38833847573e-05	1.87434083868e-05	1.92350604785e-07	9.10816305147e-08	1.91984004336e-08	6.8593243999e-09
e	0.0370338898453	0.399899233148	0.467147116434	0.0900772520588	0.00576494737559	6.80190292858e-05	9.2201352856e-06	2.04191534928e-07	6.91674471716e-08	2.27347976445e-08	4.97772369997e-09
s	0.0475338466151	0.221662067716	0.502241605478	0.217317007353	0.0099373081252	0.00124971063443	4.79810820952e-05	8.74043833498e-06	1.71078408606e-06	8.92621854817e-09	4.02331634332e-09
t	0.023585767445	0.142596852572	0.632790568493	0.192798977784	0.00648461627507	0.00166683265481	6.13628773651e-05	1.2508956945e-05	2.49843182869e-06	2.22153216827e-08	5.05002599111e-09
u	0.0312725177217	0.105651215524	0.574602119498	0.251355347928	0.0352077779917	0.0015125337616	0.000390791102455	6.433680815e-06	1.2031977029e-06	2.79005055609e-08	2.49058013304e-08
d	0.0399382572406	0.0861499398413	0.362009379833	0.412075395976	0.0771086213306	0.0211295955872	0.00138685223415	0.000192055974938	9.80066766097e-06	4.89955418536e-08	4.77886771101e-08
i	0.0325097650802	0.0671578452804	0.254238039944	0.442748611992	0.16220491911	0.0354404375291	0.00543045887805	0.000257011600979	1.28195937003e-05	5.63118927512e-08	5.68183590367e-08
è	0.0317985343601	0.0514977560935	0.165191026648	0.439392330664	0.27804842637	0.0246035361764	0.00935765562602	0.00010507252966	5.19844771343e-06	3.50884457171e-08	4.27912939679e-07
o	0.0351772727867	0.0470930520312	0.125479962216	0.398495266888	0.27366134879	0.0374340043921	0.0825642558753	8.94747818867e-05	2.88929273781e-06	5.94295279057e-08	2.37119554656e-06
n	0.0483307322622	0.0551215216771	0.0971712107387	0.341201108963	0.21984404293	0.114381318131	0.123347001958	0.000589792435962	8.52094874594e-06	4.38238252635e-07	4.27000351552e-06
a	0.0617911887541	0.0661706738924	0.0910218402462	0.284333166321	0.209390010977	0.17075021271	0.115043570653	0.00146309557865	1.23445340486e-05	5.66722048878e-07	2.32849911718e-05
n	0.0631403272514	0.0665499986308	0.0857662780821	0.26011101544	0.217561396992	0.196174494237	0.108434850218	0.00220052935955	2.00992808162e-05	1.42623928096e-06	3.95593393906e-05
a	0.0533514960838	0.0561369052103	0.0718976420274	0.222629395147	0.214219755664	0.230065414746	0.147873376739	0.00365868915318	3.05370909387e-05	1.88881252699e-06	0.000134904418797
m	0.0457221036946	0.0592816967368	0.0742274053425	0.208656901716	0.176447705221	0.254996074915	0.147612907513	0.0306803844844	0.00143920763031	0.000717062366542	0.000218549666266
à	0.0338874102315	0.0506991929123	0.0636997654475	0.174319726239	0.151770655074	0.271480878305	0.179778357771	0.0695742981615	0.0031028382101	0.00102764080551	0.000659187968755
s	0.0232163767438	0.0292124623041	0.0352201631492	0.0877156410797	0.165674005025	0.286469142768	0.245571169257	0.121537319387	0.0029522199367	0.000615760651837	0.00181568058959
o	0.0224602842479	0.025608354768	0.0287887977164	0.0571443120266	0.138973039342	0.238969424256	0.232487276419	0.212319206462	0.0368570821789	0.00272272508395	0.00366947442986
n	0.0257534020826	0.0280935939227	0.0295551269055	0.0423552846755	0.0910026707807	0.177295141419	0.247206365473	0.296190752154	0.0530777120596	0.00414788386132	0.00532208057662
a	0.0298118073609	0.0312393446409	0.0321090219685	0.0394738865585	0.0737906949269	0.154024742473	0.254790258491	0.298300814051	0.0671035553532	0.0115623281204	0.00779356152554
d	0.0311471324536	0.0353180358803	0.0362749716562	0.0428372221862	0.062500125309	0.161363386158	0.187892294497	0.337441524684	0.0754810967844	0.0226285807068	0.00711558780851
