 	dove	aveva	per	stare	non	aveva	</S>
p	0.97708548	0.02275398825	5.3322073e-05	0.000101126108	5.8545871e-06	3.238068975e-08	1.162766593e-07
u	0.67437666	0.32549150275	9.47931543333e-05	3.45560836e-05	2.39660392847e-06	1.16640378167e-08	3.99158528733e-08
ì	0.282855123333	0.661204467583	0.0555593829881	0.000379094483467	1.87782313796e-06	5.3952192389e-09	4.47936711978e-08
c	0.168858837778	0.668698322528	0.161753850996	0.000671596594489	1.7328052046e-05	6.67393031297e-09	8.91723337326e-08
h	0.301284929259	0.497851730843	0.198689626999	0.00215033239816	2.31901301153e-05	1.27756415438e-07	7.30116135442e-08
e	0.325648409753	0.326188700281	0.303205545666	0.0449129351327	4.41367041384e-05	1.70671492813e-07	8.62725134814e-08
n	0.179456853251	0.282944700094	0.440452215222	0.0939348717109	0.00318315726471	2.74084412519e-05	8.16499674494e-07
a	0.120807422417	0.208163496698	0.439286608407	0.22226740057	0.00941609442157	3.73648806173e-05	2.16604892248e-05
s	0.088692817139	0.124092718899	0.371656642802	0.381436153523	0.0277423968072	0.00544425884507	0.000935052279742
t	0.105363984046	0.0824672229663	0.221687535934	0.550953731174	0.0299993796024	0.00773232408169	0.00179585609325
a	0.0905080180153	0.0564254743221	0.147421170311	0.587961660391	0.109671238534	0.00565515632723	0.00235729303108
s	0.0516488950051	0.0475087694407	0.174301493437	0.34206814913	0.232470262845	0.0933809832757	0.058621436677
ì	0.044705687335	0.0473055944802	0.141011571146	0.155669497377	0.369441020948	0.141047634425	0.100818975559
e	0.0494073531117	0.0511875881601	0.0928018127153	0.113320131126	0.511359873649	0.109156344808	0.0727668585197
n	0.0479957043706	0.04923770472	0.0702329725718	0.0786659737087	0.47067682455	0.119135711603	0.164055099507
ì	0.0451249574569	0.0458670155733	0.0565832335239	0.0508961432362	0.32237978485	0.281496687201	0.197652189836
c	0.048985123819	0.0494399738578	0.0554990178413	0.0550990397454	0.255774761617	0.436365609067	0.0988364712787
h	0.087925809273	0.0450511816193	0.0586316026138	0.0592555255818	0.220703103872	0.449192016356	0.0792407567596
e	0.087485842091	0.0300604562064	0.0448658318713	0.0473644591939	0.141459807957	0.432590518785	0.216173080587
</S>	0.0550275795455	0.0263518461032	0.0341436724357	0.0366124970969	0.103167423978	0.398541059393	0.346155925293
