 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.979309965	0.0203020006	0.00024013484	7.19852125e-05	1.8351405285e-05	4.987862075e-05	7.4105559e-06	1.56703496e-07	3.5896792e-08	3.554138775e-08
n	0.823894055	0.167154882533	0.00605896641333	0.00178052928917	0.000493387557618	0.000614384007417	3.66975243333e-06	6.8422605e-08	1.88862073467e-08	1.6435996427e-08
è	0.540766161667	0.404661757511	0.0496884228044	0.00332386516306	0.000717579169206	0.000839987302472	2.16735305444e-06	3.684463e-08	8.6803891289e-09	8.920606486e-09
g	0.308627685556	0.465276582504	0.208046010935	0.017356464121	0.000345126766402	0.000340590697491	7.43943772815e-06	9.37902826667e-08	6.30134770963e-09	6.505620802e-09
r	0.163961590185	0.584358457501	0.229782350312	0.0215844841737	0.000155266282434	0.000135911322464	2.06852535761e-05	1.27692575422e-06	1.11460602365e-08	2.301194754e-09
a	0.105625086728	0.602635199167	0.276584830104	0.0147166098579	0.000278158294445	0.000139917974121	1.85902147687e-05	1.61021610474e-06	1.16217093888e-08	1.55299123133e-09
t	0.0877606842427	0.411494833056	0.470559400035	0.0286410076193	0.000800961098148	0.00020448709804	0.000522351014166	1.62277756549e-05	1.54298504396e-08	1.34333327711e-09
s	0.0759041434142	0.326547031019	0.564509943345	0.0311573832064	0.000757848674383	0.00015889075268	0.000940396058055	2.42999165516e-05	2.79035908132e-08	1.3198682257e-09
a	0.0698546494714	0.22716778034	0.513516567782	0.170074541735	0.00521741013313	0.0135336406709	0.000623356322685	1.20224620505e-05	2.87429849377e-08	1.07590894752e-08
m	0.0607641261571	0.15586194678	0.492960835927	0.261588033912	0.00868844671104	0.0184944541903	0.0015403563909	0.000101511769217	2.60613084646e-07	1.42230741584e-08
à	0.0479198283857	0.114872673593	0.428145005309	0.283519934637	0.0327393135703	0.0891244243634	0.00354110136363	0.000136101723072	1.52306568488e-06	5.95210713861e-08
i	0.0326111527952	0.060430066531	0.210904597103	0.313964768212	0.15349036919	0.224749101454	0.00378423075454	6.38484976907e-05	1.75918238163e-06	1.10834635462e-07
è	0.0231076829317	0.0352550185103	0.109832037701	0.252888042737	0.27011136973	0.294594560485	0.0141721225515	3.77893907302e-05	7.85075653877e-07	6.02732666821e-07
n	0.0338925646439	0.0399141391701	0.0809453692337	0.209378337579	0.31545118991	0.301318350162	0.0190657034172	3.03081730767e-05	6.09723741292e-07	3.43849218894e-06
a	0.047423811548	0.05030661039	0.0695316164112	0.148028999193	0.313516686637	0.336029370054	0.0342963103724	0.000631885625692	0.000104896739797	0.000129782659063
g	0.0649584738493	0.07353500013	0.10262941547	0.157732336398	0.199319100546	0.254845024351	0.135953023457	0.0105351799752	0.000306146513266	0.000186242837354
r	0.0545026401831	0.07212432371	0.131175541823	0.153671975466	0.079163528182	0.090652315117	0.379546454486	0.0386899233251	0.000287505171089	0.000185727720118
à	0.0263978232944	0.0399490119033	0.0898388846077	0.0958523751553	0.126364335727	0.183083954372	0.396929189495	0.0401035716084	0.00112292325703	0.000357877806706
m	0.0290066244315	0.0355941143011	0.0574335422026	0.0916525617184	0.230789101909	0.283609751457	0.237274267832	0.0240274883695	0.00917761031901	0.00143492790224
m	0.0246299084772	0.052145844767	0.0985342707342	0.101226135906	0.176529540636	0.170220838819	0.269103342611	0.0951050917898	0.0108729755263	0.00163203990408
a	0.0240543608257	0.0569390529223	0.108906081911	0.0849548416353	0.0988176935453	0.140088424606	0.283246067537	0.190259117263	0.00920982492877	0.00352453063803
s	0.0299198912752	0.0435873936408	0.0625237473037	0.0626366148784	0.0880186861818	0.139960606202	0.287439662512	0.213201205754	0.0512748616429	0.021437337546
o	0.0382746154251	0.0455922098803	0.0532786617679	0.0600908949595	0.0793152003939	0.110150296734	0.264434910837	0.236839738585	0.0755294465476	0.036494006182
n	0.0423089398084	0.0451241559601	0.048284704256	0.0537692283198	0.0810174601313	0.140172155578	0.193769230279	0.244939662862	0.0704478715159	0.0801665707273
a	0.0418767906028	0.04310932632	0.0447425650853	0.0497853144399	0.0801489800438	0.148132018526	0.166886890093	0.223298427621	0.101028023839	0.100991683576
d	0.0438186155343	0.04504770444	0.0463854420284	0.0511576008133	0.0674013883479	0.109021370842	0.178091870031	0.230971139207	0.159627897946	0.0684769825253
e	0.0387094938448	0.04002057948	0.0411045716761	0.0448786779378	0.050232566116	0.0674374292807	0.156396223344	0.217920553069	0.268436735982	0.0748631571751
r	0.0347894429483	0.0369499604933	0.0378916955587	0.0390056126459	0.0353354857053	0.0454133825936	0.117379554448	0.231575681023	0.331988311994	0.0896708473917
f	0.0214516708594	0.0296218501644	0.0360290085196	0.027788013882	0.0158322065784	0.0188160935479	0.141548438149	0.429561583674	0.219470773665	0.0598803408639
ò	0.0140602984965	0.0227675607215	0.0305334535065	0.0199661566273	0.0144983035361	0.0201563480326	0.118050669383	0.433122859891	0.233037807555	0.093806568688
m	0.0177990794988	0.0219466102405	0.0246345468355	0.0216679395424	0.0211321581787	0.0272566453442	0.066746044461	0.227300581964	0.368080715852	0.203435686229
m	0.0124759000229	0.0215722317468	0.0241075186118	0.0198246858475	0.0144491156596	0.0160947339481	0.066730759487	0.392771023988	0.264664829951	0.167309171076
u	0.011386954531	0.0213755449156	0.0238852828706	0.0189399226158	0.0129359311532	0.014303037816	0.0614744171623	0.419226249996	0.202083867984	0.214388806025
</S>	0.0161263437655	0.0218415114578	0.0232036894353	0.0207957008079	0.0183855275766	0.020275880408	0.0438524395812	0.230823787998	0.260130933992	0.344564238013
