 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a	0.339508265	0.658766625	0.00170290458	1.9522050355e-05	1.8340826297e-06	7.69683081875e-07	5.222604415e-08	7.388422335e-09	6.03247373e-09	6.4161848e-09	7.42776823e-09	5.47542035e-09	5.286568135e-09	5.241045905e-09
p	0.429198618333	0.553411251667	0.00194817724667	0.015046694999	0.000178557382963	0.000213613244349	2.63371271415e-06	4.34806799002e-07	1.86962810633e-08	1.06498548e-08	3.35523136333e-09	2.23184492667e-09	1.85041192167e-09	1.80984710367e-09
e	0.515923359444	0.460342260556	0.00306328768222	0.0201448989563	0.000237483823981	0.00028458300734	3.49498681288e-06	5.78044221367e-07	2.29725227878e-08	1.21759237e-08	2.02301545444e-09	1.06013667222e-09	6.65059330557e-10	6.72761316557e-10
t	0.358173403148	0.593215506852	0.0122656681607	0.0355081089421	0.00052010702432	0.00029804426167	1.83333971791e-05	7.76633562156e-07	9.6890913626e-09	5.24396606667e-09	9.70439014813e-10	4.4924383474e-10	2.65130210519e-10	2.68795803852e-10
ì	0.260216974383	0.514364222284	0.182827336054	0.0416429671807	0.000617909609107	0.00030588274289	2.36741818264e-05	9.75599044052e-07	1.67219271209e-08	1.45675927556e-08	1.87432723494e-09	4.2751873558e-10	9.56763488397e-11	1.01201002284e-10
a	0.152464118128	0.416735390761	0.410004225351	0.0204633112602	0.000217370554702	0.000106774435297	8.30233260547e-06	4.63043342351e-07	1.8362643707e-08	1.72560972519e-08	2.31871659498e-09	4.6205119186e-10	5.89685446132e-11	5.47183377613e-11
e	0.130378162709	0.31133029692	0.38573429845	0.171444455087	0.000376383202234	0.000730115210432	5.20221509849e-06	1.04681491845e-06	2.9704541569e-08	1.8291951084e-08	1.66626701499e-09	6.22492343953e-10	8.10955748711e-11	8.25108969204e-11
s	0.19043308757	0.23383275564	0.198716035283	0.330941131696	0.0275053138674	0.00598879980348	0.012577071581	5.60087237282e-06	1.6680902719e-07	3.88766503613e-08	6.324304205e-09	1.11254858132e-09	8.37008416237e-11	9.41402203068e-11
ò	0.18486352919	0.17476654188	0.205524740894	0.373833037232	0.0367305168558	0.00749752966783	0.016776724745	6.96742349094e-06	3.09627712397e-07	7.19563101204e-08	2.48042854017e-08	1.00527550271e-08	2.69323521721e-09	7.48276376144e-09
z	0.101282027397	0.106843850627	0.321698446965	0.421456719077	0.0385998811853	0.00441814095594	0.00569434031967	6.16210919698e-06	3.04408184132e-07	6.78337437068e-08	2.64848847672e-08	1.31182240424e-08	3.65477614907e-09	1.02180406538e-08
u	0.0990137334657	0.108203763542	0.341229158988	0.393148793026	0.0476381547284	0.00856800465198	0.00218785657656	1.0034974399e-05	3.92960994711e-07	5.51691015689e-08	1.31112420557e-08	5.8391616808e-09	1.49053817636e-09	4.0709823846e-09
