 	ora	ho	finito	di	scrivere	</S>
à	0.9963758	0.002007291685	0.0015601288285	5.25003726e-05	2.894697384e-06	1.35439948765e-06
r	0.67311745	0.302819641085	0.0239741216952	8.66729226e-05	1.625377184e-06	4.97006414317e-07
t	0.3956585	0.570027557028	0.0341630675651	0.000148493857533	2.19502226133e-06	2.12458703772e-07
e	0.336959988333	0.593966152343	0.068967202855	0.000104863333178	1.73012773731e-06	7.6511551424e-08
s	0.156781250111	0.724071284114	0.118863770952	0.000280521591726	3.12153069597e-06	3.77073309747e-08
p	0.0557248239703	0.844760261371	0.0990192036507	0.000490969573909	4.53043426532e-06	1.75379992992e-07
ì	0.0383198249234	0.661735040457	0.29552188455	0.00441785438464	4.64884378844e-06	7.34081444331e-07
c	0.0449165036411	0.389891340152	0.556661251517	0.00819350012821	0.000323810673596	1.35893016148e-05
c	0.028651905247	0.425903036717	0.538789373839	0.00620332667607	0.000432576023865	1.98015952049e-05
e	0.0222908907823	0.360321468906	0.421143137946	0.188356379859	0.00754208052062	0.000346088213068
t	0.0229953742608	0.217088866302	0.493491409315	0.25517680562	0.0107114755069	0.000536077244356
s	0.0112074223036	0.309597458767	0.581626526438	0.0928228810733	0.0044431731223	0.000302525326785
a	0.0130127119845	0.283084786256	0.385234085479	0.225794547224	0.0814710583274	0.0114027952143
t	0.0202336336615	0.139361177419	0.22673843516	0.448599455741	0.133388196109	0.0316790970714
s	0.0134952522772	0.283174924473	0.204920085053	0.386232605247	0.082272358703	0.0299047513571
e	0.0114682848157	0.310523608158	0.137609429684	0.292006151749	0.174725006234	0.0736674834524
g	0.0130472021052	0.126195216719	0.0852704695613	0.346235380583	0.303180202078	0.126071511151
r	0.0066521972404	0.063506625573	0.0576363691871	0.391186283528	0.397385114026	0.083633383917
à	0.0095791271188	0.0381953965243	0.0323809240624	0.350935087843	0.466627544675	0.102281934839
t	0.0164863757063	0.0271531075081	0.0297916496875	0.284392502614	0.429988528225	0.212187884946
s	0.0114468284608	0.091664945836	0.0321093015625	0.306712824205	0.379733342742	0.178332799982
i	0.00475296621227	0.114812733279	0.0324693825208	0.251884466735	0.363474880914	0.232605591661
</S>	0.00377012035614	0.0698360436395	0.0289971242604	0.151947071367	0.373678850457	0.37177079583
