 	non	aveva	dove	a	stare	</S>
e	0.98726527	0.01050468548	0.00213974496	6.07874915e-05	2.625697265e-05	3.260979e-06
n	0.859369156667	0.13816872016	0.00241553998667	3.54557181667e-05	9.45902246667e-06	1.715948845e-06
ì	0.582534062222	0.40675444672	0.00997466519556	0.000689667769389	7.56334663889e-06	3.95845459267e-05
c	0.306100144074	0.481325355573	0.178026921732	0.0344293929898	5.07027448796e-05	6.74361186422e-05
h	0.151838558025	0.387747931858	0.397034933911	0.0628852543299	0.000434910691627	5.83738195474e-05
e	0.096309368675	0.341725437286	0.38750869797	0.167192841443	0.00452197903054	0.00274163481652
p	0.0632653988917	0.263372145762	0.436432939323	0.218876663814	0.0101739355102	0.00787890393884
u	0.0481682969639	0.157701739921	0.397382404774	0.294834131271	0.0806765318367	0.0212368996463
s	0.0414420076546	0.0826529979737	0.230280869925	0.446459003757	0.140875247279	0.0582898732154
t	0.0273877214849	0.0412907156579	0.155780110975	0.311267383486	0.398478409093	0.0657956490718
a	0.016716265095	0.0250641792193	0.074851432325	0.207287003395	0.526066313031	0.150014811024
t	0.036774365365	0.0462935187398	0.058341641775	0.339954767798	0.302466467677	0.216169257008
ì	0.0456814707883	0.0533123232466	0.0487398115917	0.305334579266	0.239908952559	0.307022849003
</S>	0.0361521538942	0.0403222951233	0.0387287822959	0.187669724633	0.26254084128	0.434586174501
