 	la	mia	mia	mamma	mio	padre	mia	mamma	e	mio	padre	eh	non	sono	stati	mai	in	Grecia	</S>
e	0.815101525	0.18442148875	0.0004282037	4.1086748e-05	6.164209e-06	9.46125595e-07	3.8147623e-07	5.3752173e-08	3.36322595e-08	3.0135609e-08	2.1932406e-08	2.22708245e-08	1.95183195e-08	1.87968895e-08	2.02674245e-08	1.4094537e-08	1.88114745e-08	1.9841855e-08	8.8992744e-09
d	0.729022175	0.241219829583	0.0134613219667	0.016089162452	0.000177745943	2.8558464265e-05	9.96770023333e-07	5.44374756667e-08	3.02647805e-08	2.47242678333e-08	1.73953550333e-08	1.708489446e-08	1.449922454e-08	1.37401928867e-08	1.51207078667e-08	9.00020729667e-09	1.37377715533e-08	1.43121410867e-08	3.80726086967e-09
i	0.560819671667	0.382500909861	0.0349705963222	0.0214366883813	0.00023372028426	3.73357602417e-05	9.83622062111e-07	2.80563880556e-08	1.45881587333e-08	8.9607883111e-09	6.64723774443e-09	5.86329918e-09	5.00367693e-09	4.69697202223e-09	5.23328166223e-09	3.09950786222e-09	4.6928563711e-09	4.92513094223e-09	1.31967002289e-09
k	0.481217637222	0.461884483287	0.0407703777741	0.0134294713578	0.00204268123135	0.000599768265567	5.43047985417e-05	8.48180660852e-07	3.65465835144e-07	1.81592849704e-08	6.06479661481e-09	3.04319876e-09	1.98440017e-09	1.66952126074e-09	2.32298299408e-09	1.16983290407e-09	1.63457982703e-09	1.75152512741e-09	4.90011890963e-10
ì	0.421022319074	0.414579087762	0.149737334925	0.0111498023859	0.00264743236012	0.000790228033522	7.21120756306e-05	1.12911245695e-06	4.91821917381e-07	2.83486606568e-08	1.07169572049e-08	4.78686788667e-09	2.37151254e-09	1.15863150025e-09	4.42757076469e-09	1.37662791802e-09	7.01008452343e-10	8.28072895803e-10	2.73515150321e-10
m	0.220602798025	0.475583742587	0.287635291642	0.0146899483953	0.00107466497971	0.000386602856174	2.63631929935e-05	3.87402161117e-07	1.77212812794e-07	1.71251157523e-08	8.81274282163e-09	4.34990158156e-09	2.246477399e-09	9.34084855417e-10	4.68644396156e-09	1.36296623101e-09	3.69630384114e-10	4.86846511934e-10	1.94833537974e-10
m	0.287201584342	0.475473767529	0.220982906214	0.0155253402851	0.000556147859237	0.000248973815078	1.10809537082e-05	1.33252713839e-07	6.2914050598e-08	9.62487611743e-09	3.32150002721e-09	1.63015087985e-09	1.019286432e-09	3.49334047139e-10	1.75138766052e-09	4.9174374867e-10	1.35321059705e-10	2.27210595978e-10	7.05734615247e-11
u	0.292782378114	0.385430929176	0.306168584405	0.0151966052484	0.000213117359079	0.000199997144713	8.28763661307e-06	6.88169792797e-08	4.09577295327e-08	7.90467910581e-09	3.03205807574e-09	8.24885536617e-10	7.70603857333e-10	2.15179325713e-10	8.2246073684e-10	2.84307529557e-10	1.01396018235e-10	1.62016237326e-10	8.74194981749e-11
e	0.133888410371	0.232532133059	0.447870601468	0.172318246083	0.00106030740303	0.0119595941916	0.000368285626538	2.31296621309e-06	1.19152284178e-07	7.25180110194e-09	3.51156899191e-09	4.48845922206e-10	4.70771279111e-10	1.72583888571e-10	4.57338595613e-10	2.18369059852e-10	1.14942407412e-10	1.38290269109e-10	1.06081226058e-10
m	0.0944558011237	0.151418124353	0.341440550489	0.227105772028	0.160184123968	0.0230649963972	0.00214925204218	0.000142909247504	3.68593682681e-05	1.54590535103e-06	8.02868732306e-08	2.3427352074e-09	4.33802053037e-10	1.29853049524e-10	1.7163576652e-09	1.52201339951e-10	8.07769481373e-11	1.9547908637e-10	5.6150160686e-11
à	0.0830996927079	0.121473196784	0.28265318683	0.270918724009	0.215803236989	0.0230593251324	0.00274954581406	0.000189638222835	5.08532899227e-05	2.26984826701e-06	2.80617421077e-07	2.83544237358e-08	1.6642314951e-08	7.32867505984e-09	9.45897555507e-09	4.64133661665e-09	8.56338753712e-10	5.3733702879e-10	1.05291226223e-09
n	0.050773173236	0.086608150928	0.30371713561	0.398286628003	0.100507324663	0.0449996497108	0.0149960502714	9.03432366117e-05	2.02065275742e-05	9.79352429003e-07	2.80973300359e-07	3.49778291119e-08	2.18336306537e-08	9.70625772261e-09	1.05626621364e-08	6.09946401955e-09	1.11457351257e-09	5.43746827597e-10	1.38397713491e-09
a	0.0356699787453	0.065395548976	0.253629148537	0.391390746001	0.0969453635543	0.11517606657	0.0416976357571	8.20854308706e-05	1.28046136247e-05	3.60430019668e-07	2.53603913453e-07	1.26728893373e-08	7.5559948879e-09	3.3767701302e-09	3.80111084347e-09	2.10955061718e-09	4.15063345523e-10	2.20885400532e-10	5.0752955247e-10
m	0.0382532792484	0.053098582992	0.160345294512	0.293330525334	0.265670336518	0.14734644219	0.039429809719	0.000740289583624	0.00174899310854	1.85894713599e-05	1.77869539245e-05	5.00929535458e-08	5.26382029597e-09	1.5514425534e-09	2.73091231278e-08	1.04733953573e-09	1.90607208508e-10	3.06667640177e-10	2.25581933157e-10
u	0.0420896217495	0.050084629664	0.110059447837	0.208639761778	0.379011882173	0.149743217397	0.056455104373	0.00144100389454	0.00241554068285	2.48587180533e-05	3.48003856415e-05	7.34272228486e-08	1.06770850987e-08	2.3032980078e-09	3.66843173759e-08	1.29786891191e-09	1.84606832836e-10	3.57140526726e-10	2.42461916719e-10
o	0.0441102619165	0.0486781885547	0.0862908686123	0.206058657259	0.258880177391	0.222128599132	0.129782858124	0.00274347856485	0.00118715134095	1.58991056178e-05	0.000123704377214	1.15453142616e-07	2.51328003662e-08	7.8533205026e-09	2.8594618792e-08	2.23814100397e-09	2.72124554279e-10	2.28017392242e-10	4.03170755573e-10
c	0.0446402099722	0.0473175665182	0.0698277595374	0.158102795753	0.182646432464	0.314534726377	0.174254972708	0.00663407642162	0.00178499191365	2.61053725393e-05	0.000229355189071	8.74370337539e-07	6.26283751221e-08	1.80065641675e-08	5.45198729307e-08	4.57999233466e-09	3.5852356476e-10	1.98629444081e-10	3.26830121858e-10
i	0.0372841979907	0.0388881111727	0.0525254078458	0.111551569918	0.150497576155	0.327369315459	0.242175494236	0.0302055708072	0.00859783313788	4.04166941798e-05	0.000863185453024	1.13973529251e-06	7.04191210407e-08	2.33412043892e-08	5.25454006436e-08	5.24716707822e-09	6.88563908253e-10	2.3982068136e-10	4.47313943953e-10
ù	0.0275546736636	0.0291400917242	0.0438445706153	0.111157461306	0.131884054052	0.306369688486	0.299374234745	0.0374908679357	0.0119194514793	0.000150644851393	0.00111220163101	1.7167419775e-06	1.85926041347e-07	7.02092994631e-08	4.12025022145e-08	6.12941549274e-09	1.25641283608e-09	1.03838608379e-09	8.18112728132e-09
r	0.0206203745545	0.0222790412414	0.0382321908718	0.114482010435	0.147858751351	0.292652872829	0.276608264915	0.0404440903119	0.0434797075931	0.0021779315938	0.00114932559034	1.34146330592e-05	1.64592049045e-06	1.42465819821e-07	2.00676969738e-07	2.50185808309e-08	1.31381391203e-09	1.34185382793e-09	1.06735069504e-08
i	0.0240804425182	0.0250718564138	0.0343141522906	0.0819700768117	0.123298547117	0.225968540943	0.267928108305	0.117924803437	0.0911288308644	0.00464998363127	0.00360394333011	5.46924450197e-05	4.86229026348e-06	8.8843913994e-07	2.72269953246e-07	3.55240316103e-08	1.43664860401e-09	8.5281520931e-10	1.24150318401e-08
m	0.0414384215061	0.0415490554713	0.0428555874302	0.0679972269372	0.130530132372	0.157645333648	0.210161851102	0.127846951812	0.128262201955	0.0439834822104	0.00676341724337	0.00070393401834	0.000212783041421	4.299618828e-05	5.63099811442e-06	9.5667333587e-07	1.4908148368e-08	4.6541193031e-09	2.78332986134e-08
u	0.048339212502	0.0481270038238	0.0465084938101	0.0630129936457	0.130736628791	0.124515961216	0.169221248701	0.136991437937	0.150486840652	0.0691970850701	0.0108266394145	0.00159284430611	0.000359246983807	7.53819660933e-05	7.51756635481e-06	1.30043701529e-06	2.30360641227e-08	7.27991393437e-09	9.38092468711e-08
e	0.0436386741673	0.0436734086079	0.04399880927	0.0539287192152	0.081867107597	0.104013167072	0.1854681629	0.191318795979	0.174464080217	0.0384762248567	0.0371807484715	0.00163869320204	0.000269892137936	5.91780386978e-05	2.94390541827e-06	8.89842475097e-07	5.32501893742e-08	6.88333381146e-09	4.13879588957e-07
m	0.0561164430558	0.054208541536	0.04331577309	0.0527490677384	0.113481449199	0.071849739024	0.128361898633	0.136027884326	0.194724416739	0.0985533224522	0.0459675078238	0.00285737810068	0.00124922677265	0.000506898399566	1.79463144561e-05	1.12947186917e-05	3.47140036458e-07	1.30259379604e-07	6.93040129652e-07
à	0.0512382260186	0.0486745958453	0.0339936393633	0.0430888379128	0.115518509733	0.0517636713413	0.0982532205443	0.142711180442	0.200180542246	0.138797686151	0.0696724022746	0.00359253610023	0.00174805527088	0.000723214456522	2.6741558152e-05	1.54300714639e-05	5.60601828819e-07	2.64449409868e-07	6.37658443217e-07
n	0.0264460306729	0.0256588189484	0.0213595461211	0.0273015139709	0.055997189911	0.0527226897804	0.112448730181	0.187640820147	0.203350960749	0.11528162405	0.132765820758	0.0259532033001	0.00836879710363	0.00442281050884	0.000250139216717	2.99727590546e-05	5.27231359606e-07	1.90014190956e-07	6.12155204406e-07
a	0.019811033891	0.0195914913161	0.018536456707	0.0223812373236	0.034843586637	0.0448832902601	0.0918441490603	0.163197720049	0.190426046916	0.14095876135	0.191902580253	0.0381610724334	0.0171227930345	0.00594409760295	0.000338500645572	5.56110263515e-05	4.75833369869e-07	8.1475413652e-08	1.05027860147e-06
m	0.0249198909637	0.024790139772	0.0237273922357	0.0268223124412	0.0345619872123	0.0370302647534	0.0606892773534	0.114074365683	0.212592848972	0.233634077117	0.164318663418	0.0207630685778	0.0166726153448	0.00431388896765	0.000453992098524	0.000553124918784	5.669571989e-05	9.27164638022e-06	1.61407901005e-05
u	0.0275398943212	0.027435716924	0.0263212210786	0.0290978941471	0.0350819960708	0.0341297169178	0.0475751744511	0.0885176388943	0.209459726324	0.281029305706	0.141682307806	0.0208301126259	0.0233098501149	0.00604413732255	0.000699359442841	0.00110475077293	8.41289459633e-05	1.27000178601e-05	4.43617347002e-05
c	0.0238890187737	0.023869039308	0.0235931516929	0.025247779049	0.0282004306903	0.0311629213059	0.045908974817	0.0927664496314	0.160327170108	0.222141535235	0.177228075935	0.0485730462086	0.070758250705	0.0233306521075	0.000662790047614	0.00209681352431	0.000112354991321	6.58938235337e-06	0.0001249248349
e	0.0205546679246	0.0205600187693	0.0205291515643	0.0217870703497	0.0235792875634	0.0274318107686	0.041443454939	0.0873909968771	0.136021368036	0.161772501745	0.214452575312	0.0668264897362	0.120111533568	0.0337259867025	0.000693674982538	0.0028143011081	0.00011836680344	4.24825697446e-06	0.0001824654283
o	0.0227465613082	0.0227588959231	0.0228119675214	0.0238469747832	0.0250847588545	0.0289475229229	0.041536458313	0.0835903906257	0.121940502679	0.118801147248	0.253892745104	0.0805355689121	0.128337151189	0.0222504805675	0.000582716594179	0.00188815283603	5.21734021467e-05	1.69842914815e-06	0.000394133452767
c	0.0274996787694	0.0274970599744	0.0273040388405	0.0290303219277	0.0308512992848	0.033841457641	0.045923870771	0.0830509168752	0.152555460893	0.161258092416	0.193758261701	0.0693626716374	0.102039236063	0.0136435338558	0.000391283211393	0.00151441981201	4.15391533822e-05	1.40300334938e-06	0.000435455442922
i	0.0271964395898	0.0271863116581	0.0268764932802	0.0288465673092	0.0307904257616	0.0331187902137	0.0442694265903	0.0781134176251	0.155280713631	0.169103694139	0.168574970567	0.0602507458791	0.124526204354	0.0195917826186	0.00123540741713	0.004292003404	0.000100715532461	1.68338481646e-06	0.000644230696307
ù	0.0210568745299	0.021072559886	0.0211193667601	0.0226638437697	0.0245049985872	0.0300806310712	0.0481288605301	0.096313327875	0.13446379121	0.11364830138	0.231029420189	0.0754081386264	0.128021908118	0.0248726108729	0.00150982035238	0.00516875073467	0.000170190487487	3.79084163882e-06	0.000762839458769
r	0.01659924651	0.0166158462953	0.0166504515867	0.0184287689232	0.0203878601957	0.0264912016904	0.04703943151	0.100522794292	0.132111340403	0.119269107127	0.198702703396	0.0923312395421	0.122004102706	0.0635551736243	0.00317561336413	0.00484139517822	0.000584248042496	0.000100069722546	0.000589412312923
i	0.0171584108367	0.0171599774318	0.0170502418622	0.0183127473077	0.0193789633986	0.0218283692301	0.0319795555033	0.0610190890973	0.0871598061343	0.106367439042	0.117313987799	0.117699179847	0.176341267569	0.107926137875	0.021638852288	0.0536061397261	0.0058163563475	0.000167719317515	0.00207576793764
m	0.0275480886122	0.0274527584773	0.0262463119541	0.0279458634359	0.0302569367995	0.0250992207434	0.0256958678344	0.0367260153658	0.0752720547114	0.110272816347	0.0747012602663	0.100191506616	0.16997842919	0.099802642625	0.049948794096	0.074018209242	0.0124192547825	0.0010890478325	0.00533489897921
u	0.0328431502041	0.0327156758258	0.031097219318	0.033052318812	0.0357655272665	0.0278534645811	0.0251725449448	0.0298760801219	0.0720923309038	0.111342606449	0.0566655057554	0.082706736872	0.156541343063	0.0869788892083	0.0730044413653	0.0858410757473	0.0180008935942	0.0015057836575	0.0069443712264
e	0.0277326807347	0.0276916286086	0.0271077837727	0.027951811604	0.0289206044222	0.026318287527	0.0261384223149	0.0299696177073	0.0457994173013	0.062949578483	0.0573819389185	0.0865263152907	0.165841831021	0.0950781080694	0.0909314224551	0.140300488582	0.0234954048647	0.0009694796125	0.0088951798088
