 	io	al	mio	fratello	non	gli	lo	scrissi	mai	una	lettera	al	mio	fratello	</S>
e	0.985443525	0.0145120338	3.26668637e-05	8.9521973e-06	2.4796964e-06	2.0786142e-08	1.8227518e-07	4.76714465e-08	1.49027315e-08	1.1730448e-08	1.440834075e-08	1.2635876e-08	1.02003165e-08	9.53051315e-09	4.35865175e-09
v	0.866352291667	0.0807913939333	0.051920696287	0.000909881304633	2.47291214e-05	1.78106065e-08	8.598983e-07	4.61626248333e-08	1.23674495e-08	8.7700596e-09	1.26543688167e-08	9.87063448e-09	7.66224805e-09	7.34475377667e-09	2.03988974067e-09
ò	0.619845570556	0.309572804644	0.069317556509	0.00123090377488	3.19981860533e-05	2.76031996667e-08	1.04401787e-06	2.87285876111e-08	1.59087655e-08	1.13665434667e-08	1.34361845056e-08	1.193946364e-08	4.3206751e-09	2.57229368556e-09	9.35232504223e-10
s	0.424669346852	0.547356668215	0.0259590422497	0.00200038189829	1.40739889378e-05	3.01194558889e-08	3.77850823333e-07	1.7090029257e-08	1.59784019667e-08	1.16305739256e-08	1.26260118952e-08	1.24568341367e-08	3.12590913333e-09	9.69513581853e-10	5.61777691174e-10
t	0.518364348951	0.467971006072	0.0114219940199	0.00223445019993	8.02223763127e-06	1.0552024863e-08	1.52523371111e-07	6.19561920567e-09	6.35189722223e-09	4.5324971452e-09	4.75375499173e-09	4.48015025557e-09	1.28081354444e-09	3.48938554284e-10	1.91683685825e-10
o	0.508870212984	0.471053785357	0.0155792139433	0.00448990886714	6.80342969576e-06	8.63404818767e-09	1.05111907037e-07	2.96651180189e-09	3.75189884074e-09	3.35763578173e-09	3.15969239724e-09	1.87395547186e-09	7.40325374813e-10	2.25093891761e-10	1.49848027608e-10
d	0.272450574328	0.600057361786	0.0822968396478	0.0443071396224	0.000882409619065	8.64111007292e-08	5.49541398568e-06	7.5521779934e-08	3.06031789469e-08	5.14553492724e-09	5.68188589908e-09	1.52540822395e-09	6.12975618271e-10	1.9039169792e-10	1.34022146803e-10
e	0.165824688109	0.480826887262	0.262513599883	0.0894303565408	0.00139578163969	1.57917590243e-07	8.38004236189e-06	1.09883786645e-07	4.55871869823e-08	8.76927630908e-09	6.75263229969e-09	1.47270607465e-09	5.50594459424e-10	1.45097433307e-10	1.25697159868e-10
r	0.10592435737	0.345087135754	0.385420229961	0.15864112218	0.00479985404656	3.81886343701e-05	8.4702890154e-05	2.45339943888e-06	1.08834043633e-06	2.50667724364e-08	7.799597441e-07	8.65371573915e-08	4.93148950647e-09	1.46574354436e-10	1.22073206523e-10
f	0.0873251971233	0.274091758585	0.476472986654	0.15606854806	0.00587347466552	5.08399221684e-05	0.000111313123051	3.23928952963e-06	1.43354464478e-06	2.75277005788e-08	1.03934604537e-06	1.22521936464e-07	8.37161950216e-09	1.08722354812e-10	6.04982870743e-11
