 	non	mi	aspetti	non	vengo	</S>
m	0.50593121	0.00255400085	0.491492992	1.7070207e-05	4.61422375e-06	1.62664835e-07
ì	0.603306296667	0.00314533625	0.393532845333	1.33880632333e-05	2.0921209102e-06	9.03233283333e-08
m	0.507282525556	0.115328717183	0.377334618444	4.86248713111e-05	5.4405156636e-06	1.33158202778e-07
e	0.377544688519	0.167780934728	0.454558789481	0.000108519220437	6.9683549212e-06	2.02194814259e-07
m	0.146250845173	0.395500813909	0.456884650727	0.000904914993479	0.000457503433007	1.39954414475e-06
ì	0.106467190724	0.602436804636	0.263708917809	0.0225794196645	0.00458137314434	0.000226411701215
n	0.126436873575	0.497902728212	0.302886772603	0.0602732132215	0.0118159203814	0.000684559200405
i	0.0978977511917	0.347523206071	0.231040729201	0.287909064407	0.0306628307938	0.00496645403347
e	0.0665022983972	0.16781138069	0.121377480067	0.526408608136	0.104488213598	0.0134120730112
n	0.0668653021324	0.103086718897	0.065259179689	0.476038369379	0.234868351199	0.0538821313371
è	0.0605357497108	0.072822517299	0.0375646808963	0.340853459793	0.401439837066	0.0867837904457
r	0.0474885309036	0.0546188647663	0.0286393596321	0.287239073264	0.504082989022	0.0779312101486
k	0.0557812136345	0.247721599589	0.0243467358774	0.238574654421	0.365703293007	0.0678725353829
o	0.0497602885448	0.301475869196	0.0250753752925	0.154640724807	0.257360551002	0.211687203794
m	0.0365032915149	0.131813012399	0.0172565257642	0.091271485269	0.431539140334	0.291616524598
e	0.0348731678383	0.0778772977997	0.0173647642547	0.0560640820897	0.455087023445	0.358733644866
</S>	0.0326422829192	0.0543430593998	0.0240035046274	0.0524960460449	0.342402526722	0.494112572433
