 	li	vestono	i	genitori	</S>
t	0.99949305	0.000457991275	3.07819135e-05	1.80787226e-05	1.25825357e-07
u	0.99896315	0.00101629204167	1.42641697667e-05	6.28151326833e-06	4.77791561667e-08
s	0.783417616667	0.156843681547	0.0586507337155	0.000522777235091	0.000565234470511
i	0.455379718889	0.461729343849	0.0814212372385	0.000695446695197	0.00077427646517
n	0.248652210963	0.655107664616	0.0908684084128	0.00313749854857	0.00223423606339
d	0.435495081654	0.466912150539	0.0909330308709	0.00395268676799	0.0027071059618
ì	0.488769215218	0.30366155918	0.196388905024	0.0065329485078	0.00464743242793
n	0.206112761073	0.364601979727	0.409912225008	0.0075219801626	0.011851098976
n	0.373516508358	0.261256633242	0.349982621669	0.00267698093753	0.0125672731587
o	0.414113044786	0.176127274414	0.363546420556	0.0110014892025	0.0352117618862
n	0.235907023595	0.245472721471	0.435411806852	0.0163135026342	0.0668949419621
e	0.174874449532	0.22743644049	0.321559858951	0.145393444111	0.130735810654
i	0.0951908835107	0.126966695497	0.230393746317	0.367286508037	0.180162170218
g	0.371077336504	0.0711595718323	0.130485130939	0.304747156012	0.122530844073
e	0.447487462835	0.0375359786108	0.084698873813	0.228976705337	0.201301045358
n	0.161777644278	0.0513048675369	0.137539855938	0.312105651779	0.337272018453
i	0.0664744020927	0.0542085345123	0.145869261979	0.345417060593	0.388030756151
t	0.0438959420309	0.0409079688374	0.108710195326	0.369315506864	0.43717041205
ò	0.0369914533436	0.0353589096125	0.0861827031087	0.371943962288	0.469522980683
r	0.0269116681145	0.0304774192042	0.0676495730362	0.376298830763	0.498662503561
i	0.0284904680382	0.0324177214014	0.0578946483454	0.311347356921	0.569849801187
</S>	0.0321775205191	0.0346995442007	0.0491598421727	0.246243033461	0.637720050594
