 	non	aveva	cosa	a	fare	</S>
e	0.99724647	0.00244006674	0.0002358320095	7.32023895e-05	2.53815505e-06	1.81826845e-06
n	0.846239993333	0.152879831313	0.0008230222565	5.52714861667e-05	1.01798783e-06	7.951168245e-07
ì	0.541845394444	0.444364960438	0.0120258377855	0.00175459863872	6.91371113333e-07	8.517221316e-06
c	0.289610704815	0.490486603479	0.102178852595	0.117448020346	4.98838778944e-05	0.000225972002772
h	0.144653408272	0.36355186116	0.311598700865	0.178954125115	0.000885841395965	0.000356106047591
e	0.0811539327573	0.33034837372	0.366510143622	0.219647056705	0.00113784714532	0.00120267086253
t	0.0659370109191	0.44966085124	0.254679044541	0.222647213902	0.00294716666177	0.00412872008751
i	0.0667311836397	0.41396040708	0.21313380818	0.288357316301	0.00408796642059	0.0137293160292
k	0.0548913672132	0.183301104693	0.202215559393	0.3754300321	0.153502360107	0.0306595760097
à	0.0423509684044	0.089269677231	0.161516843131	0.273874124033	0.233192615036	0.199795780337
m	0.0372596578015	0.0565221524103	0.100239426377	0.206195761344	0.310578066679	0.289204950112
i	0.0343847042672	0.0420985074701	0.0629765291257	0.132873665115	0.36085044556	0.366816173371
</S>	0.0355764421336	0.0398633937351	0.0524174370629	0.0945082995575	0.26280995778	0.514824486685
