 	io	non	ho	niente	da	mangiare	</S>
e	0.98748935	0.0124635132	3.6923305e-05	8.7222892e-06	1.37367855e-06	1.931260775e-08	1.40594172e-07
v	0.929966716667	0.0507048264	0.0182098774963	0.00102947223573	8.89962985167e-05	1.83347905167e-08	1.39326844667e-07
ò	0.677253092222	0.2969845508	0.0242770159988	0.00136738420738	0.000117844143102	2.16031581056e-08	7.99500055557e-08
e	0.357178044074	0.630942750267	0.0110976221663	0.000739344797927	4.21178946307e-05	2.37144475685e-08	8.25269418519e-08
n	0.179750471358	0.658585103422	0.132491134055	0.0285570247993	0.00061623046821	1.30665700562e-08	5.5980656284e-08
è	0.173175007119	0.548758307807	0.219486944685	0.0576730009331	0.00090592770607	2.42912972685e-07	6.23252691095e-07
c	0.207009065706	0.399935599269	0.254134921562	0.113479842978	0.025383817552	2.35055079089e-06	5.44395087304e-05
h	0.137919717235	0.186904056423	0.360159133854	0.280458210993	0.034464574484	1.1261345597e-05	8.30787305768e-05
o	0.0637779380783	0.089588082141	0.357210347951	0.391895413664	0.0970482487947	0.000248617961866	0.000231372514526
t	0.0394115670261	0.0627246707137	0.32014805265	0.445626291221	0.128265279598	0.00159748152062	0.00222666056151
ì	0.0368920856754	0.0530243315712	0.262225244217	0.45899806374	0.183699673199	0.00209090417354	0.00306970768717
p	0.0344368005585	0.0478420698571	0.208056348072	0.422528027913	0.2797600344	0.00211752239118	0.00525923152906
o	0.0405075295195	0.050918184619	0.171419689357	0.341980635971	0.364202128133	0.0108555991304	0.0201162475097
t	0.0469880165065	0.050086054873	0.110265769786	0.232791015324	0.392826459378	0.0838022823768	0.0832404125032
i	0.0544181071688	0.0546721296243	0.090246321262	0.180021663441	0.323453343126	0.133545150792	0.163643294168
n	0.0557256440563	0.0564027512081	0.0746482450873	0.12898073948	0.304383201042	0.193949556931	0.185909854723
a	0.0437789680188	0.0445733504027	0.0559471630291	0.0944725198267	0.262837207014	0.329408368977	0.168982404908
f	0.0476106316729	0.0381872968009	0.056109652343	0.0876016899422	0.175418065671	0.346269299659	0.248803348303
à	0.0415085145576	0.0284881489336	0.0473613941143	0.0725453563141	0.107260198557	0.33532922322	0.367507152768
o	0.0277424628525	0.0235705343112	0.0314632387048	0.0453663351047	0.0888673308523	0.37267468774	0.410315384256
</S>	0.0256271459263	0.0236598991556	0.0286145503524	0.0389409325523	0.0808053024261	0.37788422887	0.424467917128
