 	io	non	so	cosa	è	da	scrivere	</S>
e	0.995816725	0.0041120822	6.25619505e-05	5.4846565e-06	1.284953975e-06	1.51149843e-06	2.67740815e-07	5.57745975e-08
v	0.965877125	0.0230419808667	0.0101888691422	0.000614595683167	0.000192519834742	8.458973983e-05	2.37344048333e-07	5.35750911667e-08
ò	0.717289425	0.267824900289	0.0136993266374	0.000818030744389	0.000256101874701	0.000112038500577	1.26140187778e-07	3.19077557222e-08
e	0.356842955	0.621107700096	0.0213385624691	0.000554850631463	0.000117778131354	3.80405458257e-05	6.7252435926e-08	3.27767052407e-08
n	0.166087768333	0.721473110032	0.108512222823	0.00353604777715	0.000318606963785	7.19588036086e-05	2.57509340309e-07	2.16662304469e-08
e	0.094457767111	0.530602693344	0.356475440941	0.0150744699257	0.00328318585459	0.000106082424536	3.54593243436e-07	1.5885118849e-08
s	0.0687729967037	0.260313905448	0.521673513647	0.136255096642	0.00698956328486	0.00496238478485	0.00101479943534	1.77422028063e-05
s	0.186419495568	0.146761032816	0.378571587882	0.273093408881	0.00684111126162	0.00677563536162	0.00151132737845	2.64032736021e-05
è	0.229887925189	0.146695757605	0.345819245961	0.23808575296	0.0335221819205	0.00523568822054	0.000741050892817	1.2362749034e-05
r	0.110159770396	0.148725585868	0.418953708654	0.234116217653	0.0765652656402	0.0101099365735	0.00134407793094	2.53995915113e-05
o	0.056376833132	0.108670650289	0.304924752885	0.306270839218	0.18987844188	0.0322292021912	0.00161868879031	3.05644275038e-05
t	0.052194682044	0.0781649904297	0.220924920962	0.311876503073	0.283803800627	0.0481306367304	0.00471056364344	0.000193886466168
i	0.0514249106813	0.0665077068099	0.173087570321	0.256837107691	0.331171933542	0.109092301577	0.0113089145478	0.000569557988723
e	0.0402649368938	0.0470441069366	0.099799584107	0.17067889123	0.351242991181	0.272762297192	0.0170211335159	0.00118603232957
n	0.0387773236313	0.0425342439789	0.069196046369	0.111300839077	0.312374790394	0.390233259064	0.031300172172	0.00428329754319
a	0.0379235578771	0.0403872283263	0.0563390184563	0.085555511359	0.278424186798	0.440606859688	0.0533133720573	0.00745027284773
g	0.040020887959	0.0390690741088	0.0568286368188	0.0861531621197	0.192897398933	0.425410859896	0.148216222019	0.0114037589492
r	0.0613313659863	0.0289877245363	0.0431659579396	0.0705245733732	0.0926292596443	0.289686941632	0.39573296734	0.0179411853164
à	0.0591219689954	0.0186947626788	0.0244586586465	0.0434310987911	0.0795304765481	0.250013215544	0.470483422447	0.0542663614388
s	0.0314669939985	0.0182363515596	0.0233629815488	0.0371847709304	0.102701965516	0.285308505181	0.357451514149	0.144286907146
s	0.0483076586662	0.0176807335199	0.0183167661829	0.0325736786435	0.0676076850053	0.242969591727	0.434386444716	0.138157464382
o	0.0556831442221	0.01917371184	0.0170832633943	0.0288399738812	0.0343548215018	0.164210643909	0.480130848239	0.200523616794
</S>	0.0384962041111	0.02023791242	0.0192935346971	0.0256982054406	0.0312183507509	0.114978176954	0.424292424119	0.325785208397
