 	da	da	un	famoso	poeta	</S>
p	0.994795375	0.00490449685	0.000269882878	2.92299215e-05	8.0847347e-07	1.5348147895e-07
u	0.805815488333	0.19404221385	0.000129308622667	1.26419190487e-05	2.76363007333e-07	5.15041802767e-08
s	0.480635009444	0.484820104617	0.00377580543556	0.0264019454372	0.00435202364614	1.50852548614e-05
s	0.449487436481	0.503205174872	0.00575993664519	0.0356833146124	0.00584400334205	2.01297659005e-05
è	0.394262058827	0.430257398291	0.159944773382	0.0135392567375	0.0019896291298	6.93248617017e-06
n	0.192718449609	0.438760656097	0.352953684461	0.0145492993125	0.00101435479905	3.62207321339e-06
a	0.112404902203	0.340830735366	0.445129988154	0.100003267771	0.00157681273302	5.43037409711e-05
f	0.0938004297343	0.272254698455	0.345322744051	0.259176579257	0.0291796678443	0.000265836200324
a	0.0924777765781	0.227545432818	0.280090296017	0.349273303086	0.0500242319481	0.000588900710108
m	0.072750985526	0.142521298939	0.258453787672	0.474993701029	0.0485105549827	0.00276965610337
ò	0.057852508842	0.0973015476463	0.143462518224	0.510632950343	0.177232014994	0.0135184598678
s	0.0359060732807	0.0569320402154	0.174005349408	0.442068376781	0.243029001665	0.0480591332893
o	0.0305289700936	0.0438672257385	0.160791694469	0.368512695594	0.324291087222	0.0720083244298
p	0.0382659830312	0.0462650915795	0.104009876156	0.381179551865	0.334884042407	0.0953954548099
o	0.0389704126771	0.0446780571932	0.0752895303853	0.347559200622	0.309070440802	0.18443235827
è	0.029613128559	0.0322899663977	0.0529322817951	0.191818936874	0.466711060267	0.226634659423
t	0.029664276853	0.0312982771326	0.0472196555984	0.140650702291	0.492017200089	0.259149929808
a	0.032673088951	0.0335184837109	0.0416683848661	0.0912891507637	0.425886413363	0.374964513269
</S>	0.0332545834755	0.0337683698554	0.038910664433	0.0683775203819	0.389011456682	0.436677446635
