 	lo	sentii	che	viene	</S>
t	0.982564465	0.01740954725	1.9224283e-05	6.31228989e-06	4.27891014e-07
o	0.947635368333	0.0523482284167	1.38951693333e-05	2.18786509e-06	2.93965994e-07
n	0.679915162778	0.304717832806	0.0149490569161	0.000267505514563	0.000150439921811
ì	0.317553184259	0.427691630935	0.241122790639	0.00350110309485	0.0101313236073
k	0.177201628086	0.320931676978	0.474274963546	0.0106620246983	0.0169297395358
u	0.140455562695	0.265677658993	0.538746311182	0.0275336572328	0.0275868231786
s	0.108791440898	0.183475159664	0.544820027061	0.0374289127443	0.12548444106
a	0.0875508402993	0.131434641555	0.429503075687	0.0628223645814	0.288689030353
n	0.102643303433	0.121183332185	0.305550018562	0.116271036527	0.354352270118
a	0.0925497714777	0.097827185395	0.195638912854	0.260524938842	0.353459150039
r	0.0526511751592	0.055619476465	0.107589680951	0.350446529614	0.433693090013
t	0.34204423272	0.0414382038217	0.057275799817	0.214471171238	0.344770587338
i	0.43306954524	0.0317139762739	0.034456684439	0.194970495113	0.305789319779
</S>	0.22756812412	0.0278291181369	0.0386929547195	0.282385412557	0.42352440989
