 	la	madre	e	il	padre	non	è	non	è	che	li	dimentichiamo	mai	perchè	ci	hanno	dato	la	vita	e	amore	</S>
i	0.995024745	0.0042798475	0.000527763375	5.63203155e-05	0.00010522964	5.21644875e-06	4.7867628e-07	1.2312958e-07	9.564382e-08	5.5047691e-08	2.55847245e-08	2.12111365e-08	1.7077635e-08	3.18934695e-08	1.7801252e-08	1.314109615e-08	1.9631152e-08	1.43546025e-08	1.768840175e-08	1.59922255e-08	2.27379615e-08	1.25851019e-08
m	0.723976968333	0.1242863011	0.0983091036917	0.0520406995375	0.00106805830333	0.00031639832175	2.09200639333e-06	1.7350106e-07	9.945295e-08	5.43548683333e-08	1.75176013e-08	1.27808435e-08	9.06965681667e-09	2.71553721667e-08	1.00880181333e-08	5.02131278667e-09	1.14421618e-08	6.23965028333e-09	9.66653230333e-09	7.88485872e-09	1.17488456667e-08	4.49157089633e-09
à	0.459505006111	0.329785457033	0.137025386564	0.0699314599125	0.00332732400111	0.000422400043583	2.58925674444e-06	1.9864699e-07	8.44630866667e-08	5.24454927778e-08	2.30276712333e-08	1.72125691667e-08	5.00623608889e-09	1.74984190556e-08	6.99790517777e-09	2.75781523222e-09	7.38348073333e-09	2.96635067778e-09	3.58996474111e-09	2.81787011e-09	5.0401232889e-09	1.82191309511e-09
n	0.36155102537	0.441073422344	0.154215624188	0.0311869750375	0.0118023120004	0.000169327064194	1.04803821481e-06	1.28408950433e-07	6.05935084889e-08	3.99723414026e-08	2.24466258658e-08	1.83092733256e-08	3.5354273443e-09	9.5185935052e-09	5.55974660259e-09	1.98191484041e-09	5.37562562278e-09	1.85636958193e-09	1.48039773704e-09	1.09252285167e-09	2.40937408963e-09	9.26769750603e-10
a	0.211779778457	0.460579327448	0.211797588063	0.0912360633458	0.0245072206668	9.94598947313e-05	4.59030091603e-07	4.75561105777e-08	2.17983049963e-08	1.38298234109e-08	7.62205131327e-09	6.2290089452e-09	1.24307463277e-09	4.10789595507e-09	1.9251896042e-09	7.10564213137e-10	2.25223641926e-09	6.7146817331e-10	5.68064929013e-10	4.20197512223e-10	8.86920876543e-10	3.53171215768e-10
c	0.126730728152	0.339428222483	0.215415342688	0.211143897782	0.104979703556	0.00227766904824	2.03387987972e-05	3.92241226686e-06	1.17440477565e-07	1.6103136937e-08	9.61439734109e-09	4.06478521507e-09	4.7827936359e-10	3.04890846184e-08	7.06938484067e-10	2.87535240712e-10	4.01284397309e-09	2.7578069077e-10	2.58669720671e-10	1.96836570408e-10	4.16657178848e-10	1.60903413489e-10
e	0.067164167384	0.165454859828	0.200854520896	0.270062189261	0.252407967852	0.0439130413494	0.000135270938266	7.64022225562e-06	2.58716452522e-07	2.18385623123e-08	1.09259957804e-08	3.60947010502e-09	2.0876548853e-10	3.98426808728e-08	2.94549717356e-10	1.18200797904e-10	4.62734649103e-09	1.20032589923e-10	1.41645681224e-10	9.62087698027e-11	2.94521719616e-10	6.6508898063e-11
o	0.042275355128	0.0870162256093	0.140401996965	0.254024109754	0.353619962617	0.122034967116	0.000566283546089	5.58910642519e-05	4.77389565084e-06	1.92971050771e-07	1.42503440593e-07	1.4164322735e-08	5.51469414177e-10	4.83951562909e-08	5.08129372452e-10	9.3102703968e-11	8.66735866368e-09	1.11313746641e-10	1.59828363741e-10	9.04536232676e-11	4.86432533205e-10	6.23047446877e-11
c	0.043766923376	0.0666632652031	0.118200998988	0.244358129918	0.382189544206	0.131270945705	0.00900115851536	0.00448405049808	5.38970732169e-05	2.63336681692e-06	8.00991491353e-06	2.38689823245e-07	3.54666863806e-09	1.17137398764e-07	2.60756832415e-09	8.99414413227e-11	5.53042455546e-08	1.20917912214e-10	2.42543387914e-10	1.05329527756e-10	4.69309361107e-09	5.02868274959e-11
i	0.0403620344587	0.054747664401	0.101217612996	0.220890859973	0.352268351402	0.198141348568	0.0228550435051	0.00935756616603	0.000145021964406	3.47481078231e-06	1.05182713932e-05	3.04971954748e-07	4.85881387935e-09	1.12319782921e-07	3.64763344138e-09	9.10678787742e-11	6.48310700849e-08	2.39911267405e-10	4.68769249305e-10	1.44551979252e-10	6.17948040369e-09	5.3740976432e-11
