 	si	è	rotta	la	coppa	</S>
e	0.8261957	0.1156595791	0.05811167885	2.6430799e-05	4.9181477e-06	1.6728891e-06
g	0.771481453333	0.1678880597	0.06040292695	0.000221136418333	5.06162023333e-06	1.3215469e-06
l	0.617012747778	0.168067113233	0.21356688965	0.00103405071611	0.000171656325078	0.000147514808667
à	0.319963952593	0.258514401078	0.419522029883	0.00157670087204	0.000226545441926	0.000196363296339
s	0.182542780864	0.426700587026	0.389053943294	0.00132774479068	0.000306517414209	6.8446178063e-05
t	0.277378080288	0.494864789009	0.225937963598	0.00076622957556	0.00102709780474	2.5887616521e-05
i	0.304624336763	0.37913600967	0.270863957033	0.0427223451705	0.00238750420158	0.00026587026684
e	0.158119258254	0.20421133889	0.326584059011	0.29453378839	0.00793994423386	0.00861159292228
c	0.085815591418	0.106466350297	0.188352136337	0.460084289463	0.114886162745	0.0443954656408
ò	0.055201869806	0.0660915974323	0.125053045446	0.441561579821	0.231586454248	0.0805054585469
p	0.0420145082687	0.0495612471441	0.0948170351487	0.348576778274	0.388915011416	0.0761154061823
p	0.0472607970896	0.038499208048	0.0588502702162	0.157349800091	0.655019743805	0.0430201678274
a	0.0405867430299	0.025178248016	0.0325468805721	0.124501095697	0.647469554602	0.129717478376
</S>	0.0286408435149	0.021782467008	0.0317183132861	0.164489847849	0.516668007301	0.236700524188
