 	il	lenzuolo	vuole	lavato	</S>
o	0.671955035	0.32765671635	0.00037827372	9.51799969e-06	4.39343625e-07
p	0.650538521667	0.34051833545	0.00860802716333	0.000333130295357	2.048053425e-06
l	0.712128193889	0.27197058515	0.0147805170544	0.000934765131786	0.000186038769808
a	0.48957790463	0.455771251717	0.0535810413515	0.000823833463262	0.000246046431936
ù	0.259250471543	0.518283697239	0.221778467117	0.000561366107087	0.000126026102645
n	0.155064820514	0.405406045746	0.436382795706	0.00298891790236	0.000157417224215
a	0.110400715838	0.258179798582	0.539435331902	0.0877701656341	0.00421398584807
t	0.089331820946	0.159409269527	0.495097893967	0.220331638545	0.035829390616
è	0.0805865946487	0.116348216509	0.398390261322	0.349500196182	0.0551747602053
l	0.0599014458829	0.086725485503	0.366932490441	0.410631998727	0.0758086034018
i	0.050829201961	0.0691084038343	0.273807126814	0.477538012909	0.128717257801
p	0.050438303987	0.0518450809448	0.147989612271	0.568938684303	0.180788335934
l	0.109392387996	0.0343973643149	0.090930680757	0.620329728101	0.144949850645
i	0.118604488332	0.024034275105	0.055064116919	0.5740307427	0.228266375548
m	0.0603233541107	0.0282809223683	0.0519812313063	0.498738214233	0.360676298516
è	0.0422236427036	0.0307403974561	0.0480576827688	0.445378718078	0.433599586172
n	0.0399043849012	0.0362469124854	0.0521461042563	0.446896719359	0.424805898724
o	0.0428764209671	0.0416993784951	0.0555178394188	0.40293697312	0.456969406241
</S>	0.0395223769836	0.0390634307475	0.0475345467094	0.28824598656	0.585633678121
