 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.95186188	0.0186477882	0.0275295965	0.0019316543645	2.8499690185e-05	4.1619986325e-07	2.758505265e-07
n	0.72710013	0.245970648733	0.0260317508333	0.0008763680645	2.09293885183e-05	1.94189329917e-07	9.7540606e-08
a	0.347459139	0.512253669578	0.139487289278	0.000780350998167	1.94201273728e-05	1.17669962539e-07	3.33080590667e-08
v	0.159866473333	0.374653041726	0.272083646426	0.181698500176	0.0116793557053	1.87234663067e-05	2.37560097256e-07
o	0.109518850444	0.232117365775	0.397887698809	0.244881445892	0.0155692633054	2.50820404356e-05	3.14662174085e-07
r	0.0872958748147	0.309577375258	0.454924472936	0.120062217797	0.0280405828388	9.91168918119e-05	3.77552856362e-07
à	0.0704008642716	0.316333285086	0.399314337645	0.181164162599	0.0326621542796	0.000124507556071	6.83491008787e-07
s	0.0554514764239	0.298837101695	0.440223285882	0.190931200866	0.0144814297599	7.04419974903e-05	5.06107263626e-06
o	0.0547179644746	0.236254497232	0.371431638627	0.326799573622	0.01073031592	5.63346051634e-05	9.69423804542e-06
t	0.0636411348249	0.125673455744	0.318824142876	0.456080397874	0.0347679363067	0.000938421987721	7.45606036818e-05
o	0.0776992749416	0.087920145248	0.293172282292	0.466947992625	0.0726544104356	0.00137098548924	0.000234944354561
t	0.0736920109805	0.0638517170827	0.184190045431	0.592429064208	0.0806999634785	0.00192329325641	0.00321391985152
s	0.0450685534602	0.0267067450549	0.134696365144	0.716273874736	0.0711521188262	0.00200926427214	0.00409310706051
o	0.0262022962867	0.0214679190456	0.0833089783813	0.624085484912	0.232750833942	0.00900611327738	0.0031784232635
m	0.0251901227622	0.0250137780152	0.0557388374604	0.403211124971	0.307390479647	0.0683656884258	0.115090016888
ì	0.0293259202541	0.0292634156717	0.0484726161535	0.287668498324	0.362878738216	0.0874743161419	0.154916500296
k	0.035891743418	0.0287896228906	0.0457778100512	0.199541059441	0.405666499405	0.115059482047	0.169273781432
a	0.043447017806	0.0301051206302	0.0488976716837	0.143060183147	0.286427733135	0.156628150682	0.291434117144
i	0.0446442129353	0.0371939268767	0.0471314592279	0.090046002049	0.227158951045	0.293866403561	0.259959032381
m	0.0438652446451	0.0243025816256	0.0449450377426	0.0696543150163	0.153591633682	0.491242001187	0.17239918746
è	0.041436136215	0.0177745068752	0.0419440822475	0.0586470026721	0.109994914561	0.487011817062	0.24319153582
r	0.027681828405	0.0181959319584	0.0281453440825	0.0401093798907	0.104951304854	0.427268445687	0.353647778607
i	0.0261994188017	0.0205271943195	0.0265810236942	0.0354931912969	0.0928476602847	0.363811621896	0.434539892869
</S>	0.0294816159009	0.0252957486598	0.0297472318471	0.0352393056485	0.0711259881423	0.314064385948	0.495045696435
