 	ho	finito	di	scrivere	</S>
s	0.5670988	0.43156211	0.001338778256	2.70623246e-07	1.00457142e-08
p	0.75130135	0.246982705667	0.00171487108533	8.19459346e-07	2.40227705867e-07
ì	0.6602328	0.336585354222	0.00318028959511	1.19261194867e-06	3.80778468622e-07
c	0.377264713333	0.615888918074	0.00625743536504	0.000586802313016	2.15377898954e-06
c	0.498440451111	0.495681622691	0.00509264155668	0.000782598907272	2.72039523318e-06
e	0.507235061704	0.324413610897	0.167823895954	0.000522316958691	5.14849181439e-06
t	0.322032441901	0.434368413632	0.238781765318	0.00458329923956	0.000234133543938
s	0.3846210573	0.507943337877	0.101158135773	0.00584451936652	0.000432970714646
a	0.311613963433	0.365087689292	0.289196132591	0.0323833394088	0.00171885063822
à	0.134082771811	0.164875082097	0.50870883753	0.18500774447	0.00732553421274
t	0.074743191937	0.089968959699	0.492066015843	0.327165654823	0.0160561360709
s	0.275858325646	0.0781257365663	0.381788568614	0.249698231608	0.0145291146903
e	0.332149374549	0.0617640048554	0.222065666205	0.274509203869	0.109511742897
g	0.133386552516	0.0446044782851	0.207700825402	0.438277724623	0.176030384299
r	0.0767760925053	0.029382694095	0.183359349134	0.615149351541	0.0953324920663
à	0.0519244995018	0.0174275320317	0.105693002045	0.652478283847	0.172476704655
t	0.0313868995006	0.0202309936772	0.0906759123483	0.523925227949	0.333780988218
s	0.0997786941669	0.0203133452257	0.0827496674494	0.546907455983	0.250250850739
i	0.127106216389	0.0246755720752	0.0649467514831	0.491527408661	0.29174406158
</S>	0.0808384606945	0.0295657600376	0.0535320542415	0.38140691933	0.45465681579
