 	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
t	0.74955855	0.2454188825	0.00492571585	9.632853e-05	4.14868957e-07	3.82381025e-08	5.273592075e-08	1.15372886025e-08	6.29249284e-09	5.7126727215e-09	6.0288107295e-09
a	0.62095104	0.375715975833	0.00326199423	7.08279666633e-05	1.48529588133e-07	1.40757434667e-08	1.80407348833e-08	3.9269355525e-09	2.15451034e-09	1.95983993817e-09	2.0613363895e-09
p	0.46550709	0.438536768611	0.00900914145667	0.0866676764356	0.000258451346584	1.85912915721e-05	2.16563455776e-06	1.40490815801e-07	6.07145861333e-09	7.5134235939e-10	8.95869669833e-10
e	0.418982326667	0.447415279537	0.0146138901522	0.118615095479	0.000345563208128	2.48290189974e-05	2.88708834525e-06	1.87436231934e-07	7.63674850444e-09	3.82277949797e-10	5.52343103278e-10
t	0.293722262222	0.569368746512	0.0186358583841	0.116569388493	0.00110664369531	0.000589771721472	7.26456494108e-06	9.89681673113e-08	9.57907580148e-09	2.17213655932e-10	2.87624773093e-10
ì	0.207794734074	0.415411952171	0.255741344461	0.118894182164	0.00137041783077	0.000778284501657	8.92435161369e-06	1.7390067577e-07	1.40080891005e-08	1.58033357977e-10	2.22326463031e-10
a	0.116462526691	0.25327658739	0.571260301487	0.0582595467213	0.000477633421257	0.000260047180419	3.22251609456e-06	1.6555980579e-07	8.8177308435e-09	1.61009669326e-10	2.10869044344e-10
e	0.103710610897	0.182075992463	0.488829020496	0.22377012224	0.00123203135242	0.000376230512173	5.91499962152e-06	1.06881495797e-07	7.0769529245e-09	2.04262366442e-10	6.38981138115e-10
s	0.103029378966	0.133805074154	0.217646768165	0.441317360747	0.0898944285508	0.0140513102041	0.000255523806541	1.44529201932e-07	1.84877409748e-08	2.63183422147e-10	1.3675593127e-09
ò	0.086507343322	0.099360766718	0.206891197388	0.469168196916	0.119332814184	0.018404105278	0.00033516583098	3.52061033977e-07	3.20720189916e-08	1.0691175714e-08	1.79577340042e-08
