 	questo	muro	vuole	uno	specchio	</S>
c	0.999927	6.7956564e-05	5.062424455e-06	1.27750185e-08	7.92430535e-09	7.3548614e-09
ì	0.9996	0.000381929672333	1.80420881217e-05	1.43496045e-08	1.17710457833e-08	3.69535064667e-08
t	0.924724933333	0.0752126606574	6.22250593739e-05	5.80020591667e-08	9.96876019443e-09	6.33283221556e-08
t	0.900120644444	0.0998184412591	6.0764574358e-05	8.69866963889e-08	4.56258839814e-09	4.16303406319e-08
o	0.934234781481	0.0655028914597	0.000261868462686	4.2085770213e-07	7.95971419938e-09	6.92509034573e-08
t	0.688461353827	0.309058457153	0.00247926455423	8.2279612071e-07	1.11847623998e-08	1.02151911152e-07
ì	0.380897291276	0.612284735718	0.00681379888474	3.20197326024e-06	3.059695538e-07	6.96993337051e-07
c	0.267545617092	0.717016878573	0.0154282511282	7.85308425341e-06	4.06074409933e-07	1.03043797902e-06
h	0.325636845697	0.658019386191	0.0163260736094	8.36792758447e-06	8.20247061978e-07	8.49805045967e-06
o	0.297872037566	0.480512455397	0.22136953177	0.000225960158195	1.05202742733e-06	1.89777158199e-05
t	0.134883328189	0.363100778466	0.498762977257	0.00149574648606	0.000259417776882	0.00149776922527
è	0.0822839533963	0.284858789489	0.611746625752	0.0180297426287	0.000348928771961	0.00273195147509
l	0.0621207064654	0.240328413163	0.672263761917	0.0227542203429	0.00014219826032	0.00239069342503
i	0.0855248768218	0.224458694388	0.650098640639	0.020432566581	0.00249722009677	0.0169879772083
è	0.0943531382739	0.157267411463	0.503257913546	0.201086381194	0.00836119736559	0.0356739240694
n	0.109743372091	0.143874943821	0.416009711182	0.283493915398	0.0128895621219	0.0339884756898
a	0.130918517364	0.150761564607	0.340265010394	0.275987236799	0.0284318557073	0.0736358055633
n	0.0855826951213	0.0946561062023	0.186267273465	0.3189900556	0.106575948569	0.207927931854
j	0.0505168020404	0.0541339107341	0.102525281155	0.192468090533	0.375334569523	0.225021353951
a	0.0348523516801	0.0359393759114	0.0611938050517	0.125715382178	0.496286966508	0.24601210465
l	0.0245666688934	0.0258113979705	0.0460419896839	0.116445349726	0.414517732169	0.37261684155
ì	0.0221740046311	0.0232668836568	0.039324130228	0.0942075889087	0.37870783739	0.44231955385
</S>	0.0218731373156	0.0227848118284	0.034827670614	0.101709814454	0.340519658695	0.478284926925
