 	lo	ho	finito	di	fare	</S>
t	0.928993925	0.06881868065	0.00217878822	8.6657569e-06	2.4192573e-09	2.182059323e-09
o	0.859059325	0.133436000217	0.00749649315333	8.20521063333e-06	1.4757941e-09	1.97398558967e-09
s	0.578177005	0.297691633406	0.119995759051	0.00413545131788	4.71617851667e-08	1.23620842197e-07
p	0.355961631667	0.448822094469	0.185671943017	0.00954392777263	1.34443285056e-07	2.82835054066e-07
ì	0.273222683889	0.438273364823	0.279860097672	0.00864259949088	8.16542651685e-07	4.33002391355e-07
c	0.135620017963	0.405313988274	0.452770795891	0.00626856506363	1.19364935506e-05	1.46920077638e-05
c	0.112594415988	0.434854602758	0.447951751964	0.00456421625454	1.50165907402e-05	1.99662732546e-05
e	0.0982101246627	0.358127630919	0.378448690655	0.165187018985	6.2257247034e-06	2.02333687515e-05
t	0.0967131708876	0.259416210306	0.405585643552	0.236310781662	0.0016959065498	0.000278231497584
s	0.131508993629	0.256624853435	0.507974194517	0.100912812221	0.00252633500327	0.000452786332528
a	0.11359581221	0.187606901145	0.408801796839	0.287885157074	0.00118333699109	0.000927011644176
a	0.0764927527367	0.110700667048	0.205693577613	0.597922285691	0.00120785646703	0.00798290744806
t	0.0770220619122	0.0943045023493	0.139569825871	0.53482999523	0.0889899534557	0.065283689816
s	0.119400240637	0.0757278114498	0.0955438352903	0.30867789841	0.318045294485	0.0826049336053
è	0.122710800212	0.0577355744833	0.0661245200968	0.256524366137	0.321137935495	0.175766794868
k	0.070461153404	0.0505935741611	0.0570525683656	0.256254862046	0.244848332498	0.320789484956
à	0.041172754468	0.0355245190537	0.0397364174552	0.177628062682	0.310793937499	0.395144294985
m	0.033502956156	0.0319028630179	0.0339274551517	0.112012082894	0.360224785833	0.428429858328
i	0.0332553953853	0.0327978976726	0.0336671337172	0.0760621329647	0.345547968611	0.478669479443
</S>	0.0345418456927	0.0343686463363	0.0349099678586	0.0596018344823	0.284988034306	0.551589689722
