 	io	non	ho	cosa	da	mangiare	</S>
e	0.9857454	0.014184206	5.9140933e-05	8.61722845e-06	2.39448845e-06	2.87780735e-08	2.33640815e-07
v	0.9268185	0.0620750533333	0.0106896230477	0.00025284798915	0.000163753379217	2.85082245e-08	2.28724223333e-07
ò	0.662957476667	0.322228851111	0.0142647699492	0.00033152131805	0.000217235650356	2.93232668333e-08	1.19761831111e-07
e	0.349855082222	0.638863697037	0.0107078465831	0.000478989127683	9.4212032402e-05	3.67944542778e-08	1.52984558704e-07
n	0.193864975741	0.650325132346	0.147032513194	0.00726121974256	0.00151594216913	7.95313480926e-08	1.47602029568e-07
è	0.18369250358	0.522296074115	0.275696967731	0.0145969559142	0.00371260682304	8.21116522698e-07	4.06698307652e-06
c	0.19069893786	0.358179241372	0.27018947591	0.120837478638	0.0598874743743	3.84021615076e-05	0.000168990981359
h	0.12004681762	0.162103988457	0.303960028637	0.333658246213	0.0794965277914	0.000291317313836	0.000443082060453
o	0.0611003942067	0.0768157251523	0.299292292879	0.405349092071	0.153317335597	0.00211364989128	0.00201150485348
t	0.0391260780689	0.0569806103841	0.279398504293	0.403661894024	0.197382590532	0.00653818829709	0.0169121456178
i	0.0399094273563	0.0523525267947	0.228857718098	0.360915294675	0.280480938844	0.0105593784324	0.0269247378726
è	0.0381186951188	0.0452822562649	0.133797299366	0.257828198225	0.463914042948	0.0375599824775	0.0234995362909
n	0.0646586597063	0.0664826070883	0.108179326455	0.187993316075	0.495476874316	0.0602360494925	0.016973206497
a	0.0786380499021	0.0773297843628	0.0886445421517	0.118856505358	0.390582638105	0.209033278498	0.0369152222323
f	0.0901402599674	0.0531923867876	0.0872662007172	0.133789465119	0.209106482702	0.286605612833	0.139899574077
à	0.0850895816558	0.0360980435959	0.0773303789057	0.12854374504	0.127342225567	0.272887097611	0.272708911359
o	0.0422380835519	0.0261856858653	0.0422704809686	0.06679294568	0.114075369856	0.364813239204	0.34362419712
</S>	0.0327912637759	0.0249423279326	0.0343388344843	0.05079766884	0.102779889928	0.396111419602	0.35823859856
