 	il	medico	mi	ha	detto	che	non	devo	mangiare	dolci	perché	mi	fanno	male	a	me	mi	piacciono	e	li	mangio	</S>
o	0.501824968	0.4981548415	9.14534725e-06	3.55509367e-06	7.00092877e-06	4.875765305e-07	1.290621385e-08	9.5308883e-09	4.2038562e-09	5.21689825e-09	4.18349925e-09	3.93020935e-09	3.7477207e-09	3.43654335e-09	3.9926486e-09	3.69404815e-09	3.45432625e-09	3.386667e-09	3.29979795e-09	3.38694045e-09	3.8026721e-09	3.169281005e-09
m	0.396242568	0.500271667167	0.0818774169433	0.0160796773622	0.00515982078644	0.000335583146164	3.15434417649e-05	1.19487332477e-06	2.54810322e-08	4.29794721917e-07	9.142637925e-08	2.37503948333e-09	3.26973906667e-09	1.59995916667e-09	2.21111553333e-09	2.13942895e-09	1.39792437e-09	1.36181359833e-09	1.264130896e-09	1.34474895667e-09	1.78115852e-09	1.13287367e-09
e	0.438004196	0.423974475722	0.109211048078	0.0214412495397	0.00687737344945	0.000447285350274	4.20587216816e-05	1.59206506892e-06	3.24535321e-08	5.71910849472e-07	1.20440149517e-07	1.50304972778e-09	3.08189498889e-09	1.13747063889e-09	1.35070605444e-09	1.27299151333e-09	5.42265656667e-10	5.23620904443e-10	4.86249064667e-10	5.18781592223e-10	7.30446886667e-10	4.33046901667e-10
s	0.303216365333	0.578426625241	0.100485908456	0.0133314435989	0.00423683923712	0.000266208231644	3.51384016539e-05	6.65666236973e-07	3.34812020667e-08	7.28258158657e-07	5.5769413939e-08	1.26693014259e-09	1.48916626296e-09	7.91017976297e-10	1.07875602815e-09	5.4395127111e-10	2.69872235556e-10	2.28146777148e-10	2.16996809556e-10	2.40655128074e-10	3.30807432222e-10	1.93171869389e-10
s	0.448059465111	0.42793518308	0.109132682819	0.0112645919996	0.00336508963371	0.000208736441215	3.2836026139e-05	5.49698175658e-07	3.78753786889e-08	7.87025053886e-07	3.82261199797e-08	3.04095138086e-09	5.98004432099e-09	1.3962914221e-09	3.01427350938e-09	2.3534611937e-09	1.93841661852e-10	1.91764284716e-10	1.46313711185e-10	3.46187506691e-10	3.96817130741e-10	8.52024486297e-11
è	0.487147225037	0.45435300236	0.0513796416063	0.00584871146653	0.00117652533257	8.1972110405e-05	1.21201098007e-05	4.03126323553e-07	4.62515342296e-08	2.92163883962e-07	2.90034909932e-08	6.75591112695e-09	8.27546944033e-09	1.72872552737e-09	5.86014426979e-09	3.6183182979e-09	2.27167207284e-10	2.58828658239e-10	1.68766887062e-10	4.2484845223e-10	4.42132320247e-10	6.22930312099e-11
r	0.261216038346	0.561313667453	0.122250467869	0.0529767378222	0.00207806224419	0.000156867329468	7.48529343357e-06	4.55611362851e-07	4.54661011432e-08	1.37582351321e-07	2.21624654644e-08	6.06647616765e-09	3.81671771344e-09	8.5848227579e-10	4.66849196993e-09	2.02447105263e-09	1.87097419095e-10	1.7945754108e-10	1.15518525687e-10	2.12632834077e-10	2.27938942082e-10	3.796198187e-11
e	0.172415329449	0.468590499151	0.208189062623	0.146329852607	0.0042756460814	0.000189892898156	9.11649864452e-06	4.72493847617e-07	2.36070177811e-08	7.0084298107e-08	9.14164262147e-09	2.21800964788e-09	2.32654370448e-09	1.23438360526e-09	1.72869138998e-09	1.35320543754e-09	1.76566049698e-10	1.66397868693e-10	1.40152601896e-10	1.74699444692e-10	1.85333672694e-10	1.01742863757e-10
m	0.122170949816	0.337182789717	0.382472494208	0.146384723536	0.00879201002713	0.00239576247439	0.000567188755715	2.37179250921e-06	5.93539633594e-07	3.07290336554e-05	3.0510107654e-07	2.23147234929e-09	1.73842194149e-09	1.25385919409e-09	1.18199941666e-09	1.04932194051e-09	1.67799969899e-10	1.53467509964e-10	1.40870707199e-10	1.53779583464e-10	1.71944547565e-10	1.20541104586e-10
u	0.0749571046053	0.172929429906	0.480914121403	0.218122823845	0.048120551009	0.00372810229146	0.0011824336519	3.11088314307e-06	8.57368467865e-07	4.09750369731e-05	4.0571126318e-07	2.41680301643e-09	1.13805215383e-09	7.78887890363e-10	1.18650127222e-09	6.24834474837e-10	1.07674219966e-10	9.3237180388e-11	8.62219122997e-11	9.23238330547e-11	1.09911380855e-10	7.83935815287e-11
