 	lo	sentii	che	arrivò	</S>
t	0.97976397	0.02011825065	0.0001083234115	9.2598465e-06	1.7484068585e-07
o	0.949706303333	0.05017975155	0.0001074601355	6.40362877e-06	7.14174701833e-08
n	0.690460491111	0.289501678517	0.0176364451102	0.00238407825986	1.72934902411e-05
ì	0.327031643704	0.450803442839	0.21032460637	0.01096463362	0.00087565551608
k	0.190639247901	0.460724330946	0.33098661879	0.01618595554	0.00146384458869
u	0.150764582634	0.416356403649	0.407851376263	0.02163046818	0.00339721034623
s	0.119985424211	0.28025364455	0.551745922088	0.0321969893933	0.0158180733154
a	0.114513036737	0.221939128183	0.569478317363	0.0661379077978	0.0279316464385
k	0.121840474246	0.177036452728	0.520806772454	0.108959935933	0.0713563841462
a	0.103148261415	0.128419396576	0.356412567485	0.213442398644	0.198577374715
ì	0.0594514101383	0.0733957255253	0.205204415828	0.434737986215	0.227210462905
r	0.0387042363794	0.0475538998418	0.134365361943	0.540714105405	0.238662392302
t	0.0986932754598	0.0384299186139	0.277020847314	0.379967178468	0.205888771334
e	0.11949939182	0.035028496538	0.312043119105	0.264060586156	0.269368431011
</S>	0.07424341091	0.032384876269	0.174216734553	0.285039203078	0.434115815506
