 	perché	aveva	lavorato	molto	</S>
j	0.997936715	0.0019644437	9.30678205e-05	5.5758175265e-06	1.8376469957e-07
a	0.997723051667	0.00223889036667	3.6152774582e-05	1.86777398145e-06	6.155865517e-08
t	0.847801150556	0.150050801789	0.00214611636228	1.89549844877e-06	7.21937006567e-08
ì	0.534283013519	0.462565650596	0.00314895480409	2.05693121626e-06	3.12361133552e-07
ì	0.31618292784	0.680256300199	0.00355362505136	1.11352790542e-06	6.01086454452e-06
c	0.338761102613	0.648385956733	0.0126094450171	4.25685040181e-06	0.000239248712848
h	0.408686940871	0.541039998911	0.0498864140057	7.24851038006e-05	0.000314214120283
e	0.306612696957	0.418488536304	0.273949041335	0.000437641581267	0.000512115436094
p	0.182927015652	0.290926975435	0.513812980445	0.00693697649376	0.00539605754536
o	0.152722995217	0.233628975145	0.592765260148	0.0117057504979	0.00917705338179
l	0.122721988406	0.164980413715	0.630831820049	0.0429405344993	0.0385253009939
e	0.103353669469	0.127188903238	0.558692986683	0.0965611561664	0.114203326998
m	0.092249601823	0.102573594413	0.424061358894	0.210541398722	0.170574055666
ì	0.0587031256077	0.0618139281377	0.275439782965	0.322696499574	0.281346668555
s	0.0393999315359	0.0431857817126	0.189195097655	0.288719243191	0.439499959518
o	0.0342687371786	0.0377763672375	0.147031057218	0.296398291064	0.484525573173
n	0.0321906330595	0.0339852900792	0.0882830137393	0.365168763688	0.480372324391
t	0.0555185150198	0.0335082266931	0.101570831246	0.471336254563	0.338066139464
a	0.0624695163399	0.0322281005644	0.095901595082	0.502854161521	0.306546564488
p	0.03653158078	0.0266174561881	0.056592155694	0.43906548384	0.441193301496
o	0.0291832215933	0.0259877057294	0.043519875898	0.399539967947	0.501769227165
d	0.0275046518644	0.0263697859098	0.0380603146327	0.384973909316	0.523091335722
d	0.0289507299548	0.0188848024699	0.0641800528776	0.552589269772	0.335395171907
h	0.0231231745183	0.0091766905233	0.0902804842925	0.757242039924	0.120177655969
ì	0.0164741403728	0.0109572423744	0.0710516134308	0.684815809975	0.216701217323
</S>	0.0186629246864	0.0161382086872	0.0525483997154	0.547515624987	0.365134858661
