 	non	ho	cosa	è	da	mangiare	</S>
e	0.99425648	0.0051850799	0.000523996915	1.2716835e-05	2.04524585e-05	1.267006065e-07	1.094737005e-06
n	0.774118966667	0.2199138183	0.00588480773833	7.27438296667e-05	9.17341816667e-06	5.44641029333e-08	3.9448181539e-07
è	0.425123258889	0.438904319433	0.134250573579	0.00165387771989	6.69336097222e-05	2.57781094078e-07	7.60817448853e-07
c	0.225452016296	0.364230803144	0.38749415786	0.0202485525733	0.00256848484324	1.53307145469e-06	4.45522598295e-06
h	0.113626607099	0.283710434381	0.56238330262	0.0359698998578	0.00429806484775	5.99810681823e-06	5.71693672765e-06
o	0.060960035033	0.261467778127	0.56099211754	0.0857689012859	0.0307386925159	1.58780812727e-05	5.66158083092e-05
t	0.0551564426777	0.300027089376	0.500809612513	0.104926952762	0.0389597022386	2.95583724242e-05	9.06611961031e-05
i	0.0526558788926	0.258165499792	0.380269260838	0.173581803254	0.134889718813	7.70857894747e-05	0.000360798825368
è	0.0410951342975	0.117388643264	0.224366363613	0.303372741085	0.309060172938	0.000845603113158	0.00387136257512
n	0.0714699714325	0.0922339777547	0.161167237871	0.278938477028	0.388056777646	0.00259763587105	0.00553592729171
a	0.0879299571442	0.0877409865849	0.119989442624	0.201323722343	0.416050939215	0.0736569042904	0.0133080681972
f	0.0805698457147	0.107913579528	0.168026654208	0.148959125781	0.330260629738	0.13270002143	0.0315701593991
à	0.0680118419049	0.104143011176	0.172003263736	0.109951343594	0.239072043246	0.203196230477	0.1036222608
o	0.038687049635	0.0512609950587	0.078220177912	0.088708791198	0.226933727749	0.349668833492	0.166520400267
</S>	0.0333174233175	0.0398939075294	0.055802505456	0.078145805599	0.211888168875	0.414652901746	0.166299250133
