 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.95186188	0.0186477882	0.0275295965	0.0019316543645	2.8499690185e-05	4.1619986325e-07	2.758505265e-07
n	0.72710013	0.245970648733	0.0260317508333	0.0008763680645	2.09293885183e-05	1.94189329917e-07	9.7540606e-08
a	0.347459139	0.512253669578	0.139487289278	0.000780350998167	1.94201273728e-05	1.17669962539e-07	3.33080590667e-08
v	0.159866473333	0.374653041726	0.272083646426	0.181698500176	0.0116793557053	1.87234663067e-05	2.37560097256e-07
o	0.109518850444	0.232117365775	0.397887698809	0.244881445892	0.0155692633054	2.50820404356e-05	3.14662174085e-07
r	0.0872958748147	0.309577375258	0.454924472936	0.120062217797	0.0280405828388	9.91168918119e-05	3.77552856362e-07
à	0.0704008642716	0.316333285086	0.399314337645	0.181164162599	0.0326621542796	0.000124507556071	6.83491008787e-07
s	0.0554514764239	0.298837101695	0.440223285882	0.190931200866	0.0144814297599	7.04419974903e-05	5.06107263626e-06
o	0.0547179644746	0.236254497232	0.371431638627	0.326799573622	0.01073031592	5.63346051634e-05	9.69423804542e-06
o	0.0612094648249	0.141592619077	0.208203391209	0.561264604541	0.02706934464	7.72539677211e-05	0.000583318117015
s	0.0802297916083	0.0896363036923	0.18489438207	0.56532278818	0.0701640982133	0.00864320703591	0.00110940413901
s	0.0795241828694	0.0396330134974	0.272627577357	0.519196149393	0.0762495880711	0.011604590262	0.00116485684634
o	0.0589301822898	0.0283190504325	0.242255092452	0.418014456464	0.238959858024	0.011929514004	0.00159180184878
m	0.0408489714299	0.0314146878108	0.113824133484	0.338393025488	0.309752412675	0.0516095310013	0.114157240883
ì	0.0384967354766	0.0354029659369	0.073334233828	0.285536741829	0.349746037558	0.0644332450004	0.153050073628
k	0.0419548068255	0.0343586583123	0.0573053096093	0.206004113943	0.402056419186	0.0954933910001	0.162827351209
a	0.0514049052752	0.0378997277708	0.0591636162031	0.161350535981	0.298488923062	0.134207650333	0.257484670403
m	0.0562993287584	0.0357359481236	0.0593877650677	0.11086396666	0.245280794354	0.265772296778	0.226659890134
è	0.0399272669195	0.0207548332412	0.0411058240226	0.0702432855533	0.162074164785	0.395701615593	0.270192986711
r	0.0268420433065	0.0180112517471	0.0275919960075	0.0458857795178	0.136566734928	0.389967011864	0.355135172237
i	0.0253775531022	0.018567725249	0.0259164093358	0.0388914185059	0.115219093643	0.356232477288	0.419795324079
</S>	0.0283088705511	0.0228330491245	0.0286899546679	0.0365966307529	0.0848859698215	0.313282613644	0.485402912039
