 	il	morto	vuole	pianto	</S>
t	0.98073145	0.0186775705	0.000548489865	4.2453066e-05	6.034920275e-08
o	0.85387157	0.145718012167	0.0003797806	3.062473098e-05	2.23987349167e-08
n	0.551424033333	0.426947087389	0.019549533335	0.00207528826431	4.06963112714e-06
a	0.295184144444	0.653487062463	0.0482210231117	0.00309023175477	1.75430040424e-05
p	0.222330368148	0.673705787488	0.0797875643706	0.0237525445849	0.000423714066681
e	0.188106526049	0.630509319163	0.149967098124	0.0307798030616	0.000637254562227
s	0.14567336535	0.662599429721	0.164510066041	0.0227612178872	0.00445597042741
a	0.117875201117	0.55607688324	0.26994059868	0.0497200032957	0.00638737214247
m	0.0973736077057	0.432377557747	0.32120487956	0.0772992310986	0.0717447300475
m	0.275424513902	0.350812852582	0.211876909853	0.0617604170329	0.100125295683
è	0.326211563301	0.227514187527	0.377506139951	0.0277075864443	0.041060512161
n	0.148147103434	0.181246485842	0.533380679984	0.0819312762481	0.0552944353203
o	0.0710622881447	0.134064115947	0.471079099995	0.241615105416	0.0821793571068
t	0.0496839493816	0.083166962649	0.370562316665	0.278133245139	0.218453494369
è	0.0389934391272	0.0576046062163	0.259533078888	0.326012981713	0.31785589479
l	0.0300328163757	0.0435341974054	0.234434739629	0.391795343904	0.300202921597
i	0.0295547237919	0.0391852504685	0.185797179876	0.397786441301	0.347676400532
g	0.0325274889306	0.0371440381562	0.112107566625	0.398265153767	0.419955720177
l	0.0704570029769	0.0416098393854	0.110521152208	0.456837077922	0.320574922726
e	0.0780982793256	0.0374686974618	0.0928175800693	0.504160172641	0.287455303575
m	0.0451538867752	0.0321455778206	0.0636688176898	0.426327667547	0.432704067858
m	0.0993091042584	0.0329575802735	0.0766755242299	0.462600039182	0.328457749286
è	0.114967661419	0.0308162500912	0.0750732780766	0.443306779727	0.335836029762
n	0.057155400473	0.0295347913637	0.0569978980255	0.406329236576	0.449982706587
o	0.039712328491	0.0308877434546	0.0518926823418	0.376765412192	0.500741878862
</S>	0.0371210667455	0.0328672442273	0.0460867876709	0.307349441096	0.576575489431
