 	è	che	stanno	ancora	svegli	</S>
è	0.9406249	0.0566424175	0.00258854735	0.0001034338579	2.78219159e-05	1.2812184875e-05
n	0.764244206667	0.1859532525	0.0497397531167	4.69882612333e-05	1.04975381667e-05	5.225205675e-06
a	0.437629232222	0.428917614167	0.133381967706	6.31294954111e-05	5.31731752223e-06	2.692285304e-06
s	0.216484264074	0.464257384722	0.312624702569	0.00649009569014	5.60960823741e-05	8.74666813803e-05
t	0.149219978025	0.399495294907	0.442047640856	0.00864059209671	0.000101687664125	0.000494829943793
a	0.108998899342	0.378074918302	0.502747606952	0.0094969858989	0.000137280204708	0.000544301747598
t	0.0975600164473	0.334948549434	0.548170328984	0.014464487633	0.000128988197236	0.00472762964887
ù	0.104876752149	0.286536873145	0.553651216328	0.0474076748777	0.00139145481475	0.00613607237496
n	0.0890166190497	0.201138807715	0.591008368776	0.112579118293	0.00411620713825	0.00214091421699
e	0.0655296826832	0.139786205905	0.462938126259	0.285124796098	0.0444546042461	0.00216661657233
a	0.0491161972277	0.0827583519683	0.257045528753	0.469693012033	0.134002354749	0.00738460109078
n	0.0781845107426	0.0937099139894	0.183632329584	0.472226940678	0.149340861583	0.0229054726969
k	0.160336283581	0.138085294663	0.141250398528	0.290021551226	0.0864649081943	0.183841560899
ò	0.147499380527	0.114052392888	0.099670503176	0.218133998075	0.0680161203981	0.352627616966
r	0.0930747761757	0.0839230956293	0.123443342725	0.390180999358	0.0564038957994	0.252973912489
a	0.0816296293919	0.0785911152098	0.116472190908	0.392388626453	0.222927054266	0.107991378996
a	0.0507811461306	0.0506770687366	0.0667654903027	0.237135715484	0.420226524755	0.174414060999
t	0.0428749593769	0.0434845219122	0.0499829667676	0.158840239828	0.302108914918	0.402708427
s	0.035893653459	0.0375045646374	0.0388868159225	0.0904847929427	0.118272534106	0.678957645667
ù	0.030359722153	0.0320356278791	0.0334842923075	0.103508312648	0.187463750502	0.613148285222
n	0.0388513297177	0.040222594293	0.0469476501025	0.243235377549	0.306453893501	0.324289141741
n	0.156981309906	0.0683137787643	0.0545828117008	0.277830689183	0.2051311985	0.23716019058
i	0.189690634969	0.0704959939214	0.0460495282336	0.177175856394	0.191622466833	0.32496550686
t	0.175550483323	0.149317468974	0.0716251514112	0.0895279361313	0.182981631678	0.330997362287
i	0.179570159774	0.184560470658	0.0887961504704	0.0515199260438	0.101526546626	0.394026780762
</S>	0.113009202887	0.115999046829	0.0684820252352	0.0483955780219	0.110626013313	0.543488140381
