 	e	che	cucino	</S>
c	0.973175585	0.004510487	0.02230148735	1.2462712335e-05
e	0.761422991667	0.221832533667	0.0167322390167	1.22415480017e-05
p	0.509829680556	0.452939834556	0.0241579820056	0.0130724999403
u	0.358060308185	0.476825781519	0.132276534002	0.0328373666468
m	0.271332944062	0.53596713384	0.161324683334	0.0313752167156
a	0.218530546021	0.45254085128	0.233030339778	0.0958982467385
r	0.100135376007	0.265066670427	0.384203596593	0.250594348913
è	0.055736128669	0.165825903476	0.411340315531	0.367097656304
o	0.0360385558897	0.100578383159	0.432417261844	0.430965825435
</S>	0.0303857264448	0.0792372845795	0.430045715922	0.460331312717
