 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	0.9954902	0.0044915245	1.57118025e-05	1.1031221405e-06	1.3630781835e-06	7.766268705e-08	1.84974339e-08	4.5907498605e-09
u	0.958195613333	0.0417923708333	1.11203516667e-05	3.78942863833e-07	4.70041726833e-07	2.64803633833e-08	6.37277134e-09	1.68762779717e-09
à	0.671612747778	0.324233843611	0.00414263855072	1.05316332446e-05	2.09931005611e-07	1.75796941278e-08	3.02194812e-09	3.30985303572e-09
i	0.357332525926	0.629307791204	0.0131703521836	0.000186300271082	2.97971912187e-06	4.52099613759e-08	1.032633294e-08	1.22613625119e-08
m	0.295187135309	0.551409050401	0.113166450728	0.039764662857	0.000162068593374	0.000309988048	6.07277654313e-07	4.66939598373e-08
è	0.25701562177	0.533953070134	0.155519750243	0.0528824268523	0.000214806245125	0.0004134140764	8.14693393771e-07	1.06822429946e-07
r	0.191292537257	0.680938440045	0.102285106748	0.0252454158508	9.96723757083e-05	0.0001384022176	3.07100150257e-07	1.01440584649e-07
i	0.155983715752	0.566035263348	0.258212442249	0.0196485306169	7.26890385694e-05	4.71512414667e-05	1.22833462086e-07	4.86937172163e-08
n	0.111855080251	0.315940091116	0.440439057416	0.131310994539	0.00039894744619	5.56087710222e-05	1.55259589362e-07	2.89198424054e-08
g	0.182957175084	0.165182301705	0.379675212472	0.271456911513	0.000495233255397	0.000205924057007	2.71553292298e-05	6.57352131351e-08
h	0.255805101695	0.198161645235	0.317179630824	0.228343628838	0.000168324425632	0.000294620012336	4.54863790766e-05	1.57263917105e-06
ì	0.169507790565	0.224785135078	0.477767620275	0.125564427946	0.00115416364238	0.00108171713078	0.000128111374359	1.1049724057e-05
z	0.086222108855	0.141476148359	0.521401506758	0.239831115982	0.00919728071413	0.00167630521026	0.00016405171812	3.14681426857e-05
i	0.0619999349517	0.097792027453	0.373083655586	0.417744248661	0.043749605238	0.00550612417009	8.21828017067e-05	4.22033495619e-05
n	0.0587281796506	0.0769063214843	0.295705625195	0.46161033622	0.097748831746	0.00918065039003	6.63083162356e-05	5.37591771873e-05
a	0.0462469925502	0.0564168514948	0.213374391732	0.407172455407	0.235795867249	0.04038183613	0.000184865362079	0.000426731199062
v	0.0757025721834	0.0546934338316	0.145254700577	0.376889318469	0.24120839175	0.0860597833767	0.0194972731407	0.000694490516354
o	0.0873095100611	0.0545187429439	0.112279901526	0.33706268949	0.219124266583	0.159616952459	0.0280438102802	0.00204407725545
r	0.0712590480204	0.054675582648	0.102923121842	0.317395226497	0.226479976861	0.180109514153	0.0404188533267	0.00673864798515
à	0.0610312230068	0.0506357075493	0.0949576239473	0.290151382166	0.163439530287	0.260293868051	0.0674045431089	0.0120861216617
s	0.0383832760023	0.0355516141831	0.0668032433158	0.196320500722	0.242768306762	0.33361865935	0.055376784703	0.0311776178872
o	0.0320272753341	0.0314454413944	0.0531080241053	0.141489887907	0.227563985587	0.341047829783	0.126998269901	0.0463192739624
m	0.039772245778	0.0369658521315	0.0463553377018	0.095938266969	0.148963695196	0.368504826594	0.192151466634	0.0713482926541
e	0.040968445926	0.0373703310438	0.0419206789006	0.076009591323	0.107756717399	0.312340452198	0.267007862211	0.116625974218
o	0.0317301359753	0.0305507646813	0.0326130939669	0.0459472131077	0.0584316357997	0.269235430733	0.42519292407	0.106298869739
t	0.0327569546584	0.0302500532271	0.029951657989	0.0409373780359	0.0528264252666	0.276634973578	0.433024428023	0.103618158246
s	0.0266885148861	0.0213329054424	0.0199267463297	0.029031808722	0.0354283186835	0.216162576859	0.557765676008	0.093663499082
o	0.0176761536287	0.0135071295141	0.0131221997766	0.0164479636173	0.0209582051558	0.132486811286	0.617378258669	0.168423326027
m	0.0173961028762	0.0157490965047	0.0156568215922	0.0185997272058	0.0196883893853	0.152641580429	0.463841286223	0.296426992009
ì	0.0184249086254	0.0176148088349	0.0175493255307	0.0201213910686	0.0184247644618	0.140530190143	0.406265195408	0.361069404003
</S>	0.0200302093127	0.0196298309174	0.0196855837653	0.0212738715343	0.0216706292309	0.105198665071	0.384048897704	0.408462327001
