 	sto	ancora	cucinando	</S>
s	0.99937693	0.000572835255	4.98416985e-05	3.9309741e-07
t	0.99961799	0.000357802425333	2.24438011667e-05	1.76976279333e-06
e	0.908567626667	0.0913781011588	4.86849913889e-05	5.59852463111e-06
a	0.576611512222	0.382836500386	0.0326069254371	0.00794508215504
n	0.295800974074	0.531068343462	0.0650444531457	0.108086233052
k	0.483941774691	0.321759565987	0.0445274572819	0.149771167684
ò	0.488884268897	0.204349213496	0.154443100661	0.152323395895
r	0.227362583632	0.405687777832	0.196104521554	0.170845105298
a	0.148240197877	0.446070459277	0.0971873218513	0.308502005099
m	0.258027485959	0.298978136426	0.0896058486171	0.353388535033
a	0.280713809653	0.198580500475	0.175814950872	0.344890765011
r	0.126369237551	0.130868355158	0.275212736957	0.467549688337
è	0.0760843248503	0.110056065053	0.317061965652	0.496797649446
o	0.0420397059501	0.0714931116843	0.363895658551	0.522571536482
n	0.0654837139834	0.0829579472281	0.311711166184	0.539847178827
t	0.326337827994	0.0781488457427	0.179880740061	0.415632579609
a	0.383675272665	0.0496466729142	0.140578581354	0.42609945987
</S>	0.213721556333	0.0484845179571	0.160100010677	0.577693899935
