 	vuole	pianto	</S>
i	0.95408497	0.0458341267	8.0924472e-05
t	0.97011297	0.0293836613667	0.000503367925333
è	0.841310576667	0.157918025122	0.000771402865111
l	0.802638045556	0.196617898707	0.000744083945037
i	0.719915491852	0.274481139902	0.00560338154835
k	0.397786741951	0.436251509967	0.165961748183
l	0.385010115317	0.392684703322	0.222305194728
a	0.364548286106	0.389186947774	0.246264776909
m	0.151403826369	0.442702869258	0.405893325636
m	0.242189625456	0.444525066419	0.313285339212
è	0.288584558485	0.372635285473	0.338780177071
n	0.142721928828	0.376574441824	0.480703659024
o	0.073864261276	0.372128730608	0.554007036341
</S>	0.053933519138	0.306223900304	0.639842593171
