 	mio	padre	ha	lavorato	sempre	</S>
o	0.63126468	0.36869958	1.6038885e-05	1.950145185e-05	1.170547075e-07	7.9122584e-08
c	0.440459243333	0.539987853333	0.0195226908693	3.000147385e-05	7.30533008333e-08	6.86031915667e-08
i	0.217188961111	0.697192884444	0.0855692686231	4.87569176167e-05	4.75885211444e-08	3.03477237556e-08
ù	0.11666557037	0.674669644815	0.208587789541	7.66112735389e-05	3.51485762481e-08	3.48776774252e-07
r	0.11930629679	0.659776498272	0.220531819847	0.000384763144513	6.51111837494e-08	5.37474458084e-07
i	0.123362980597	0.568477432757	0.307635696616	0.000523500234838	5.80434150831e-08	3.12665466028e-07
m	0.193221971866	0.374859527586	0.414886252205	0.0167928467449	0.000157501052552	8.1918204602e-05
m	0.480193720622	0.232096972529	0.260988327402	0.0263680455816	0.000232073197517	0.000120857080201
u	0.480099900207	0.153541820843	0.347001649134	0.0191846015272	0.000110372405839	6.1633877067e-05
è	0.200307105402	0.158735450281	0.611854566378	0.0289328835091	5.61102749463e-05	0.000113895770689
p	0.107734493801	0.142476422094	0.690995422126	0.0575340511697	0.000221268387982	0.00103834879023
o	0.102759977934	0.131132992698	0.577270797375	0.18287648039	0.00108193396266	0.00487780266341
l	0.0970888626447	0.101750493566	0.350027702458	0.421015683463	0.0136894041876	0.0164278572211
e	0.0952705142149	0.0895321538553	0.234234490819	0.512311594488	0.0265905317292	0.0420607467404
m	0.096593901405	0.0793589199518	0.164874613606	0.491072264829	0.0904717619097	0.0776285735801
i	0.080541547135	0.0587333019839	0.108806064535	0.42471097161	0.142971030637	0.184237089193
m	0.0679143637117	0.0511466766613	0.0842186281783	0.306294207203	0.256029500212	0.234396616398
m	0.0965956092372	0.0235295658538	0.0393220542594	0.335093835734	0.368865623404	0.136593285466
è	0.103057545079	0.0216164942513	0.0300919129531	0.297311625245	0.293645404468	0.254276978489
n	0.0613345370263	0.0344059394171	0.0582911143177	0.208790355082	0.279109274823	0.358068776163
a	0.0429949446754	0.0341101754724	0.0613083227726	0.161910835027	0.362583728274	0.337091992054
p	0.0356466715585	0.0271368474908	0.0388078909242	0.092066165009	0.465264429425	0.341077987351
à	0.0314421161862	0.0230210041636	0.0290351526414	0.0666038873363	0.485765869808	0.364131979117
n	0.0314377020621	0.0282196780545	0.0333315678805	0.0602121881121	0.463389496603	0.383409359706
t	0.187133302687	0.0243239837515	0.0342208532935	0.135917772704	0.382851605534	0.235552460569
a	0.234544427562	0.0190387373172	0.0287527667645	0.147250506235	0.277308755178	0.29310479419
</S>	0.131741103781	0.0240126086586	0.0292749608822	0.0903329061175	0.278685717589	0.445952697095
