 	devo	pulire	l	albero	</S>
è	0.891398585	0.106717765	0.00188213055	1.1345386e-06	4.489543e-07
n	0.720543588333	0.275440125	0.00377059678333	0.000245265166933	4.80387433333e-07
a	0.378504240111	0.604057838333	0.0170853650944	0.000351663342311	9.20061244444e-07
k	0.209625034037	0.626515902778	0.162065311698	0.00165589288744	0.000137909512081
a	0.172787424679	0.505070577593	0.319844653899	0.00210088778248	0.00019648395236
t	0.133633888226	0.564926592531	0.2997412713	0.00107453248083	0.000623701705787
à	0.111103732742	0.487753764177	0.386277543767	0.0135519687603	0.00131298013526
r	0.0718684962473	0.372566394726	0.524069381256	0.0208607824201	0.0106349537118
o	0.0798334174158	0.314729974909	0.549723360419	0.0302164469734	0.0254968242373
t	0.105572839139	0.22493179497	0.612473386806	0.0313644702578	0.0256574894124
o	0.116607714713	0.173744041657	0.513777355602	0.0651083546859	0.130762474471
n	0.093784981571	0.123521213886	0.290808741867	0.131173648229	0.36071139149
à	0.0527072881903	0.0687031212953	0.154490100622	0.260353986076	0.463745517163
r	0.0368817243968	0.0460964330984	0.0954114835407	0.391005638692	0.430604739054
b	0.122259150466	0.0394420443661	0.256905187847	0.304815939564	0.276577693451
u	0.145487653489	0.029522796122	0.289224966616	0.273480569855	0.262284014917
r	0.124497964496	0.077294779374	0.199074946205	0.276490293285	0.322642001639
o	0.120652716499	0.0960137797913	0.170787355402	0.222396984428	0.390149147213
</S>	0.0751737357495	0.0628712698957	0.101281807701	0.240535692214	0.520137473606
