 	non	sapeva	dove	a	stare	</S>
e	0.95734158	0.04203487475	0.000586019465	2.45245762e-05	1.124071805e-05	1.8281619e-06
n	0.73411693	0.26512491825	0.000706078421667	4.67471262e-05	4.16996611667e-06	1.186948399e-06
ì	0.40764442	0.59046705275	0.00181859197389	6.77218460667e-05	1.62736092222e-06	5.97999232e-07
s	0.214436426667	0.639300200917	0.143418371325	0.00283155599602	9.82463379074e-06	3.66635767733e-06
s	0.132902252222	0.639250993639	0.224047855442	0.00377933396867	1.51264072636e-05	4.49975506878e-06
e	0.118025858741	0.73351170788	0.137787356814	0.0106528499596	1.27341260879e-05	9.58353519926e-06
r	0.0954678295803	0.613183369293	0.246721678938	0.0426267989865	0.0014424189907	0.000558001965066
e	0.0746147151934	0.367345806431	0.338333032979	0.214736277995	0.00365396733023	0.00131623805502
p	0.0748896017311	0.198060335477	0.430903630993	0.267331352665	0.0177245831101	0.0110905049183
u	0.0606550649104	0.104108181826	0.409728661998	0.266949577555	0.112613781037	0.0459447296394
n	0.0469333773035	0.0865495852753	0.228070828999	0.408239652518	0.147487035679	0.0827194818798
a	0.0403103804345	0.0784087270918	0.164306526333	0.380308587506	0.21139580056	0.12526992596
s	0.0387391878115	0.0501951796973	0.120782717444	0.271102415835	0.30120757352	0.217972901987
t	0.0345261939372	0.0298013882324	0.0829748884813	0.157125292778	0.49477251784	0.200799705329
a	0.0220176449791	0.0189728750775	0.0445836078271	0.127598928426	0.572499682613	0.214327259776
s	0.0352876836597	0.0392182090258	0.0487390882757	0.286951696142	0.329809547538	0.259993766592
ì	0.0446182132199	0.0498310853419	0.0500579047586	0.290321945381	0.222400412513	0.342770408864
</S>	0.0390391016099	0.041989131171	0.0427955733793	0.18294634269	0.221018336256	0.472211484432
