 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
e	0.99171772	0.0070664967	0.000884172705	0.0002922773795	3.85995335e-05	2.993774235e-07	3.135096115e-07	2.8510177e-08	2.61360175e-08	2.5816919e-08	2.49058545e-08	2.1789122e-08
j	0.95589587	0.0378075382333	0.00593245236833	0.000338273946167	2.55002961667e-05	1.503006115e-07	1.39045838167e-07	1.88878765e-08	1.73907276667e-08	1.710676198e-08	1.64065889233e-08	1.3567487334e-08
i	0.944065873333	0.0463319147444	0.00921558878944	0.000365854958722	2.05441798789e-05	9.15873738333e-08	8.14856560557e-08	7.95246643333e-09	6.45795582223e-09	6.03950282e-09	5.60701304777e-09	4.65444484867e-09
n	0.765236557778	0.0439000222481	0.186392130263	0.00385433356291	0.000610977521783	5.18245967328e-06	7.84251935352e-07	3.90772231111e-09	2.98598170741e-09	2.95165192e-09	2.03231147592e-09	1.68277635856e-09
è	0.427464409259	0.0764650460827	0.488498426754	0.00672050842097	0.000843652990594	6.95109282443e-06	1.01820442345e-06	9.39739183704e-09	8.64630490247e-09	3.27480270667e-09	7.82952791973e-10	6.53319905187e-10
k	0.24768212642	0.167671055361	0.566841892251	0.017054029707	0.000733980046865	9.19219220814e-06	7.67867425282e-06	3.78340909457e-08	1.62874833008e-08	2.87867708889e-09	3.59164445658e-10	3.08136273729e-10
a	0.21514861214	0.197927491787	0.553473887417	0.0326228159023	0.000805489082288	1.14523551694e-05	1.01815845676e-05	4.82590513152e-08	1.87157631003e-08	3.3809965163e-09	3.29702453553e-10	2.93460483243e-10
è	0.17393331738	0.127960217262	0.569216419139	0.122821247967	0.00605562976076	9.31304582313e-06	3.80704964587e-06	3.77546001051e-08	2.25112587001e-08	7.01721873877e-09	3.85344244518e-10	4.31034067748e-10
n	0.18733338246	0.0869593140873	0.559515873046	0.158289513656	0.00783602767692	4.9280615941e-05	1.4769144522e-05	1.33375711537e-06	4.87441299567e-07	1.36542805796e-08	3.01926631506e-10	3.61637399249e-10
e	0.189897326153	0.0497306993624	0.418707507682	0.308028652219	0.033032423649	0.00055094738198	4.9540557174e-05	2.19305003846e-06	6.53936699856e-07	1.47459013599e-08	2.41998923835e-10	2.8563616975e-10
k	0.150253574051	0.132497499454	0.241967459227	0.35850577074	0.0878337845497	0.026964565394	0.00140676684239	0.000557243505413	1.30569982666e-05	2.31441174953e-07	7.11544017945e-10	4.76679976583e-10
a	0.126242954684	0.169566332151	0.178856973076	0.280138210247	0.204119591517	0.038474758798	0.0018391175298	0.000743937953371	1.78049279889e-05	3.06000157651e-07	9.29967595982e-10	2.63875121219e-09
p	0.098075818228	0.12496403305	0.169842147692	0.281578173416	0.243046680506	0.0467063449327	0.0132533782256	0.0208950687027	0.00162857795456	9.75397395188e-06	7.83765305533e-09	2.32137320707e-08
à	0.084668343076	0.107083911683	0.147393405897	0.250608217805	0.247941220169	0.114475841644	0.0180201596752	0.0276299551862	0.00216587698552	1.29556384506e-05	1.13568546851e-08	6.44980206902e-08
c	0.051205574692	0.060086500561	0.108871961966	0.306060645935	0.283837850056	0.171446293881	0.00819179699173	0.00943519441407	0.000853754162507	1.03469892835e-05	5.38543169503e-09	5.91787947967e-08
e	0.039397712564	0.0403129498537	0.088772807322	0.272720461978	0.285972746685	0.246134674627	0.0218364464972	0.00439977817136	0.000442975124169	9.4416263845e-06	2.27644811501e-09	2.22468629322e-08
n	0.0375550585213	0.0268541819512	0.0636415491073	0.244129923993	0.334684312228	0.242510974876	0.0360003308324	0.0127021786905	0.00191155584472	9.92830141817e-06	1.12163921217e-08	1.60294814107e-08
a	0.0412863261738	0.0196970852171	0.0586487997024	0.225368571331	0.357965500743	0.244253174959	0.0322150049441	0.0181313812302	0.00242403492824	1.01086459394e-05	1.51520212072e-08	2.59027031369e-08
p	0.0592606887246	0.0446438679724	0.0713977445675	0.196537480444	0.298721126914	0.240589274986	0.0433956663147	0.0351316110767	0.00973288462275	0.000588588928113	3.07853705569e-07	7.54450560046e-07
u	0.0629952642415	0.0598758343241	0.0725165071892	0.169792275481	0.247635315638	0.256600548329	0.0724871687716	0.0448323650256	0.0124791900409	0.000783617331038	6.32858598523e-07	1.21653038668e-06
l	0.0584540494138	0.0594033164414	0.0651078700631	0.16707933716	0.251625781879	0.258269889443	0.0754812255905	0.0483437530085	0.0146734271803	0.00155006686535	9.27435438617e-06	1.92310342889e-06
i	0.0570686394713	0.0597975844805	0.0625971866877	0.163679559053	0.245767380626	0.259558273148	0.0817044111968	0.0523652523362	0.0156394090934	0.00180806914045	1.20500752054e-05	2.14694765296e-06
z	0.0432886994904	0.0447902771602	0.0498008415626	0.152175286351	0.284121103542	0.270271884383	0.0825233903989	0.0484676564454	0.0212592190645	0.00324363156548	5.38463888118e-05	4.18566149432e-06
z	0.0366131941635	0.292759472387	0.0388616661875	0.120069951417	0.238995014514	0.155497312794	0.0476700634663	0.0406034654818	0.0250419946882	0.00381534398183	6.79059620506e-05	4.66518718144e-06
è	0.0250183810545	0.365479404796	0.0232127497292	0.0590907621057	0.147885558171	0.180793178931	0.100748757822	0.0758654708273	0.0204801192294	0.00139938559061	2.37094890635e-05	2.54680621048e-06
s	0.0248948683515	0.139676843265	0.0269194312431	0.0751515683686	0.20170675939	0.269473019644	0.125666024274	0.113402560276	0.0219113537431	0.00114713286687	2.73945356212e-05	2.30830878702e-05
s	0.0284771344505	0.350619408755	0.0254399002477	0.0647077197895	0.18335528313	0.211288108215	0.0543566530913	0.0678751447787	0.0127802513757	0.00104360756429	2.78608212604e-05	2.89897805051e-05
